order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1500,260,260,5798,289124,283326,0.0201,5071,258833,253762,0.0196,0,0,0,N/A,169,9030,8861,0.0187,9818,0,9818,N/A,9128,777519,768391,0.0117
1501,266,266,313,2591,2278,0.1208,236,2246,2010,0.1051,0,0,0,N/A,12,80,68,0.15,824,0,824,N/A,472,5238,4766,0.0901
1502,280,280,3023,171627,168604,0.0176,2494,160464,157970,0.0155,0,0,0,N/A,258,5426,5168,0.0475,7609,0,7609,N/A,1110,103013,101903,0.0108
1503,266,246,1006,8367,7361,0.1202,769,7226,6457,0.1064,0,0,0,N/A,46,248,202,0.1855,3400,0,3400,N/A,1329,18624,17295,0.0714
1504,220,220,1098,1744,646,0.6296,848,1417,569,0.5984,0,0,0,N/A,16,19,3,0.8421,1409,0,1409,N/A,633,1053,420,0.6011
1505,260,255,2902,45287,42385,0.0641,2437,41388,38951,0.0589,0,0,0,N/A,121,1244,1123,0.0973,7031,0,7031,N/A,3616,66045,62429,0.0548
1506,220,220,379,984,605,0.3852,323,901,578,0.3585,0,0,0,N/A,9,20,11,0.45,816,0,816,N/A,439,981,542,0.4475
1507,280,280,21679,2903319,2881640,0.0075,18977,2697762,2678785,0.007,0,0,0,N/A,703,62155,61452,0.0113,40630,0,40630,N/A,24255,3490915,3466660,0.0069
1508,260,260,14461,1374126,1359665,0.0105,13091,1297485,1284394,0.0101,0,0,0,N/A,360,31846,31486,0.0113,18758,0,18758,N/A,8677,634046,625369,0.0137
1509,220,220,196,353,157,0.5552,169,318,149,0.5314,0,0,0,N/A,2,5,3,0.4,293,0,293,N/A,141,277,136,0.509
1510,220,220,1079,2779,1700,0.3883,867,2313,1446,0.3748,0,0,0,N/A,15,69,54,0.2174,1724,0,1724,N/A,1076,6179,5103,0.1741
1511,260,260,1614,44659,43045,0.0361,1371,40515,39144,0.0338,0,0,0,N/A,63,1285,1222,0.049,3869,0,3869,N/A,2499,93656,91157,0.0267
1512,220,220,358,826,468,0.4334,307,763,456,0.4024,0,0,0,N/A,9,19,10,0.4737,774,0,774,N/A,410,1231,821,0.3331
1513,263,263,3164,80903,77739,0.0391,2667,72131,69464,0.037,0,0,0,N/A,100,2669,2569,0.0375,6533,0,6533,N/A,4694,149754,145060,0.0313
1514,220,220,597,620,23,0.9629,408,394,14,1.0355,0,0,0,N/A,13,8,5,1.625,2485,0,2485,N/A,1245,757,488,1.6446
1515,270,270,526,4444,3918,0.1184,341,3039,2698,0.1122,0,0,0,N/A,23,208,185,0.1106,2734,0,2734,N/A,2320,37845,35525,0.0613
1516,300,270,269,2044,1775,0.1316,174,1657,1483,0.105,0,0,0,N/A,8,39,31,0.2051,1405,0,1405,N/A,707,6767,6060,0.1045
1517,220,220,167,352,185,0.4744,123,273,150,0.4505,0,0,0,N/A,0,0,0,N/A,347,0,347,N/A,128,290,162,0.4414
1518,268,268,2637,88709,86072,0.0297,2152,78428,76276,0.0274,0,0,0,N/A,136,3803,3667,0.0358,6856,0,6856,N/A,3557,176456,172899,0.0202
1519,260,260,3854,196548,192694,0.0196,3244,175886,172642,0.0184,0,0,0,N/A,168,6821,6653,0.0246,8666,0,8666,N/A,4867,358509,353642,0.0136
1520,210,210,768,11940,11172,0.0643,649,10926,10277,0.0594,0,0,0,N/A,29,335,306,0.0866,1361,0,1361,N/A,830,14503,13673,0.0572
1521,260,220,21102,28694,7592,0.7354,18892,26135,7243,0.7229,0,0,0,N/A,520,787,267,0.6607,30755,0,30755,N/A,31566,46179,14613,0.6836
1522,260,220,3568,6292,2724,0.5671,3139,5713,2574,0.5494,0,0,0,N/A,117,133,16,0.8797,5176,0,5176,N/A,4754,9107,4353,0.522
1523,220,220,3851,2540,1311,1.5161,3458,2313,1145,1.495,0,0,0,N/A,78,27,51,2.8889,4803,0,4803,N/A,2330,2065,265,1.1283
1524,270,270,657,7912,7255,0.083,438,5781,5343,0.0758,0,0,0,N/A,29,405,376,0.0716,2616,0,2616,N/A,2506,52271,49765,0.0479
1525,260,210,400,5749,5349,0.0696,315,5305,4990,0.0594,0,0,0,N/A,20,122,102,0.1639,1597,0,1597,N/A,443,6897,6454,0.0642
1526,300,300,2228,210743,208515,0.0106,1545,188349,186804,0.0082,0,0,0,N/A,196,8502,8306,0.0231,12738,0,12738,N/A,5901,451760,445859,0.0131
1527,260,260,6759,661522,654763,0.0102,5634,612629,606995,0.0092,0,0,0,N/A,287,18311,18024,0.0157,23815,0,23815,N/A,10018,928247,918229,0.0108
1528,260,255,8862,194862,186000,0.0455,7635,177730,170095,0.043,0,0,0,N/A,273,5363,5090,0.0509,21177,0,21177,N/A,15487,416273,400786,0.0372
1529,210,200,835,1852,1017,0.4509,684,1686,1002,0.4057,0,0,0,N/A,38,37,1,1.027,2796,0,2796,N/A,1145,2843,1698,0.4027
1530,266,266,2483,110054,107571,0.0226,1860,91297,89437,0.0204,0,0,0,N/A,122,5481,5359,0.0223,8519,0,8519,N/A,6261,412758,406497,0.0152
1531,280,280,637,7730,7093,0.0824,504,7229,6725,0.0697,0,0,0,N/A,21,112,91,0.1875,1985,0,1985,N/A,390,4643,4253,0.084
1532,220,220,222,361,139,0.615,192,325,133,0.5908,0,0,0,N/A,1,1,0,1.0,273,0,273,N/A,264,474,210,0.557
1533,260,260,13885,1053069,1039184,0.0132,12501,981302,968801,0.0127,0,0,0,N/A,354,27459,27105,0.0129,17716,0,17716,N/A,14387,1001634,987247,0.0144
1534,260,220,537,1733,1196,0.3099,367,1403,1036,0.2616,0,0,0,N/A,23,34,11,0.6765,2629,0,2629,N/A,2042,5986,3944,0.3411
1535,220,220,224,343,119,0.6531,199,312,113,0.6378,0,0,0,N/A,2,4,2,0.5,205,0,205,N/A,174,260,86,0.6692
1536,220,220,212,422,210,0.5024,158,330,172,0.4788,0,0,0,N/A,2,4,2,0.5,358,0,358,N/A,143,291,148,0.4914
1537,255,255,7525,178633,171108,0.0421,6654,167863,161209,0.0396,0,0,0,N/A,213,4391,4178,0.0485,12458,0,12458,N/A,5365,106746,101381,0.0503
1538,220,220,221,366,145,0.6038,193,336,143,0.5744,0,0,0,N/A,1,1,0,1.0,250,0,250,N/A,161,266,105,0.6053
1539,300,280,402,3727,3325,0.1079,286,3235,2949,0.0884,0,0,0,N/A,12,96,84,0.125,2328,0,2328,N/A,901,7742,6841,0.1164
