order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
2170,280,266,6091,110884,104793,0.0549,5463,105015,99552,0.052,0,0,0,N/A,176,2718,2542,0.0648,10829,0,10829,N/A,1823,24092,22269,0.0757
2171,260,260,13000,31830,18830,0.4084,10719,28250,17531,0.3794,0,0,0,N/A,454,815,361,0.5571,37633,0,37633,N/A,39512,101909,62397,0.3877
2172,280,280,163707,24060446,23896739,0.0068,141434,21957941,21816507,0.0064,0,0,0,N/A,6375,537221,530846,0.0119,326456,0,326456,N/A,234991,48089450,47854459,0.0049
2173,300,300,9700,668190,658490,0.0145,7285,537116,529831,0.0136,0,0,0,N/A,269,15167,14898,0.0177,31013,0,31013,N/A,40821,3841390,3800569,0.0106
2174,222,204,44825,1321722,1276897,0.0339,32212,1057649,1025437,0.0305,0,0,0,N/A,1012,23792,22780,0.0425,336090,0,336090,N/A,400212,15546878,15146666,0.0257
2175,300,300,16006,17562,1556,0.9114,13539,15785,2246,0.8577,0,0,0,N/A,323,223,100,1.4484,62389,0,62389,N/A,23641,39239,15598,0.6025
2176,280,263,554683,7775716,7221033,0.0713,434824,6832928,6398104,0.0636,0,0,0,N/A,16409,172553,156144,0.0951,1600936,0,1600936,N/A,2692971,30637768,27944797,0.0879
2177,310,300,55840,200038,144198,0.2791,35509,154910,119401,0.2292,0,0,0,N/A,819,2984,2165,0.2745,381342,0,381342,N/A,368448,1480900,1112452,0.2488
2178,260,260,345587,11314438,10968851,0.0305,286627,10108038,9821411,0.0284,0,0,0,N/A,10738,219475,208737,0.0489,1001862,0,1001862,N/A,1041171,38989286,37948115,0.0267
2179,280,270,15455,1202798,1187343,0.0128,13349,1106397,1093048,0.0121,0,0,0,N/A,485,27773,27288,0.0175,31785,0,31785,N/A,24643,2050558,2025915,0.012
