order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1900,300,300,670,2739,2069,0.2446,518,2211,1693,0.2343,0,0,0,N/A,16,66,50,0.2424,3137,0,3137,N/A,1420,13184,11764,0.1077
1901,260,260,8925,72457,63532,0.1232,6683,62903,56220,0.1062,0,0,0,N/A,116,1208,1092,0.096,48968,0,48968,N/A,44225,330695,286470,0.1337
1902,220,220,254,417,163,0.6091,226,384,158,0.5885,0,0,0,N/A,1,1,0,1.0,351,0,351,N/A,254,442,188,0.5747
1903,300,280,4302,449898,445596,0.0096,3683,427397,423714,0.0086,0,0,0,N/A,209,7652,7443,0.0273,10764,0,10764,N/A,2749,216193,213444,0.0127
1904,260,260,1123,18208,17085,0.0617,887,15750,14863,0.0563,0,0,0,N/A,39,568,529,0.0687,5176,0,5176,N/A,2963,76597,73634,0.0387
1905,260,260,12865,111991,99126,0.1149,9941,101999,92058,0.0975,0,0,0,N/A,201,2937,2736,0.0684,67087,0,67087,N/A,52007,209593,157586,0.2481
1906,280,270,3348,69977,66629,0.0478,2931,65864,62933,0.0445,0,0,0,N/A,98,1728,1630,0.0567,7329,0,7329,N/A,2221,34601,32380,0.0642
1907,300,280,15416,1460323,1444907,0.0106,12799,1309207,1296408,0.0098,0,0,0,N/A,346,25335,24989,0.0137,51288,0,51288,N/A,35703,4604026,4568323,0.0078
1908,260,255,9460,173102,163642,0.0546,8521,160962,152441,0.0529,0,0,0,N/A,255,4748,4493,0.0537,12096,0,12096,N/A,7448,141528,134080,0.0526
1909,220,220,2046,23235,21189,0.0881,1675,20508,18833,0.0817,0,0,0,N/A,72,702,630,0.1026,6603,0,6603,N/A,4126,68309,64183,0.0604
1910,263,263,15172,887122,871950,0.0171,11470,779997,768527,0.0147,0,0,0,N/A,155,10901,10746,0.0142,99457,0,99457,N/A,66177,4085710,4019533,0.0162
1911,200,200,212,323,111,0.6563,184,293,109,0.628,0,0,0,N/A,0,0,0,N/A,275,0,275,N/A,281,445,164,0.6315
1912,300,300,4235,174566,170331,0.0243,3480,161596,158116,0.0215,0,0,0,N/A,180,3906,3726,0.0461,13531,0,13531,N/A,5603,210707,205104,0.0266
1913,265,265,3615,139120,135505,0.026,2960,127299,124339,0.0233,0,0,0,N/A,124,3483,3359,0.0356,13502,0,13502,N/A,7718,293297,285579,0.0263
1914,260,230,1070,19993,18923,0.0535,894,18783,17889,0.0476,0,0,0,N/A,60,358,298,0.1676,2740,0,2740,N/A,788,17093,16305,0.0461
1915,200,200,267,427,160,0.6253,244,400,156,0.61,0,0,0,N/A,0,0,0,N/A,334,0,334,N/A,293,467,174,0.6274
1916,300,300,2420,57859,55439,0.0418,2066,54892,52826,0.0376,0,0,0,N/A,78,784,706,0.0995,7300,0,7300,N/A,1900,34523,32623,0.055
1917,260,260,18227,353588,335361,0.0515,14421,315386,300965,0.0457,0,0,0,N/A,461,10032,9571,0.046,65835,0,65835,N/A,71484,1048745,977261,0.0682
1918,300,280,1512,31577,30065,0.0479,1164,23568,22404,0.0494,0,0,0,N/A,46,659,613,0.0698,7801,0,7801,N/A,3968,283761,279793,0.014
1919,260,260,16099,480361,464262,0.0335,12567,421867,409300,0.0298,0,0,0,N/A,197,6859,6662,0.0287,80984,0,80984,N/A,66211,2206138,2139927,0.03
1920,220,220,855,1330,475,0.6429,667,1080,413,0.6176,0,0,0,N/A,26,38,12,0.6842,4643,0,4643,N/A,3585,7872,4287,0.4554
1921,310,310,47874,3435473,3387599,0.0139,40530,3126816,3086286,0.013,0,0,0,N/A,1179,58279,57100,0.0202,133267,0,133267,N/A,83837,7433164,7349327,0.0113
1922,263,263,2976,94250,91274,0.0316,2564,85492,82928,0.03,0,0,0,N/A,106,3176,3070,0.0334,5226,0,5226,N/A,3200,123086,119886,0.026
1923,310,280,840,17866,17026,0.047,647,15570,14923,0.0416,0,0,0,N/A,26,588,562,0.0442,4540,0,4540,N/A,2052,58398,56346,0.0351
1924,220,220,216,376,160,0.5745,192,347,155,0.5533,0,0,0,N/A,1,2,1,0.5,350,0,350,N/A,305,495,190,0.6162
1925,268,266,327061,841564,514503,0.3886,269858,625437,355579,0.4315,0,0,0,N/A,6506,19833,13327,0.328,585069,0,585069,N/A,1187489,8304852,7117363,0.143
1926,300,300,659,3784,3125,0.1742,510,3475,2965,0.1468,0,0,0,N/A,19,48,29,0.3958,3567,0,3567,N/A,990,6535,5545,0.1515
1927,255,255,2220,57846,55626,0.0384,1774,53424,51650,0.0332,0,0,0,N/A,38,1416,1378,0.0268,5396,0,5396,N/A,3871,69874,66003,0.0554
1928,270,268,1526,8200,6674,0.1861,1297,7493,6196,0.1731,0,0,0,N/A,31,154,123,0.2013,4608,0,4608,N/A,1705,12104,10399,0.1409
1929,260,260,8769,860346,851577,0.0102,7244,731236,723992,0.0099,0,0,0,N/A,246,29739,29493,0.0083,28548,0,28548,N/A,27957,4281208,4253251,0.0065
