order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1900,300,300,670,2739,2069,0.2446,518,2211,1693,0.2343,0,0,0,N/A,16,66,50,0.2424,3137,0,3137,N/A,1420,13184,11764,0.1077
1901,260,260,8925,72457,63532,0.1232,6683,62903,56220,0.1062,0,0,0,N/A,116,1208,1092,0.096,48968,0,48968,N/A,44225,330695,286470,0.1337
1902,220,220,254,417,163,0.6091,226,384,158,0.5885,0,0,0,N/A,1,1,0,1.0,351,0,351,N/A,254,442,188,0.5747
1903,300,280,4302,449898,445596,0.0096,3683,427397,423714,0.0086,0,0,0,N/A,209,7652,7443,0.0273,10764,0,10764,N/A,2749,216193,213444,0.0127
1904,260,260,1123,18208,17085,0.0617,887,15750,14863,0.0563,0,0,0,N/A,39,568,529,0.0687,5176,0,5176,N/A,2963,76597,73634,0.0387
1905,260,260,12865,111991,99126,0.1149,9941,101999,92058,0.0975,0,0,0,N/A,201,2937,2736,0.0684,67087,0,67087,N/A,52007,209593,157586,0.2481
1906,280,270,3348,69977,66629,0.0478,2931,65864,62933,0.0445,0,0,0,N/A,98,1728,1630,0.0567,7329,0,7329,N/A,2221,34601,32380,0.0642
1907,300,280,15416,1460323,1444907,0.0106,12799,1309207,1296408,0.0098,0,0,0,N/A,346,25335,24989,0.0137,51288,0,51288,N/A,35703,4604026,4568323,0.0078
1908,260,255,9460,173102,163642,0.0546,8521,160962,152441,0.0529,0,0,0,N/A,255,4748,4493,0.0537,12096,0,12096,N/A,7448,141528,134080,0.0526
1909,220,220,2046,23235,21189,0.0881,1675,20508,18833,0.0817,0,0,0,N/A,72,702,630,0.1026,6603,0,6603,N/A,4126,68309,64183,0.0604
