order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1800,300,300,1408,52160,50752,0.027,1209,48672,47463,0.0248,0,0,0,N/A,30,778,748,0.0386,3437,0,3437,N/A,1332,67301,65969,0.0198
1801,268,268,10172,714259,704087,0.0142,9001,673385,664384,0.0134,0,0,0,N/A,318,15167,14849,0.021,17794,0,17794,N/A,7171,412649,405478,0.0174
1802,266,263,12848,197609,184761,0.065,9250,168709,159459,0.0548,0,0,0,N/A,272,6307,6035,0.0431,82490,0,82490,N/A,67124,826842,759718,0.0812
1803,280,280,8386,405998,397612,0.0207,6691,358451,351760,0.0187,0,0,0,N/A,265,10559,10294,0.0251,29128,0,29128,N/A,19402,1161593,1142191,0.0167
1804,300,300,974,19009,18035,0.0512,727,16355,15628,0.0445,0,0,0,N/A,23,265,242,0.0868,5127,0,5127,N/A,2630,76803,74173,0.0342
1805,310,310,712,3979,3267,0.1789,473,3355,2882,0.141,0,0,0,N/A,13,75,62,0.1733,2424,0,2424,N/A,666,4483,3817,0.1486
1806,300,300,1480,54069,52589,0.0274,1078,49165,48087,0.0219,0,0,0,N/A,105,2032,1927,0.0517,6843,0,6843,N/A,2701,77501,74800,0.0349
1807,222,213,1791,13861,12070,0.1292,1293,11869,10576,0.1089,0,0,0,N/A,66,387,321,0.1705,8189,0,8189,N/A,6219,48328,42109,0.1287
1808,215,210,2006,33584,31578,0.0597,1694,30532,28838,0.0555,0,0,0,N/A,59,943,884,0.0626,4685,0,4685,N/A,3861,63376,59515,0.0609
1809,310,300,6131,251744,245613,0.0244,5081,233782,228701,0.0217,0,0,0,N/A,173,3831,3658,0.0452,21547,0,21547,N/A,7865,376439,368574,0.0209
1810,263,263,6274,101739,95465,0.0617,5037,89755,84718,0.0561,0,0,0,N/A,179,2078,1899,0.0861,14211,0,14211,N/A,25015,334070,309055,0.0749
1811,263,263,3132,73956,70824,0.0423,2552,64107,61555,0.0398,0,0,0,N/A,106,2937,2831,0.0361,8486,0,8486,N/A,7907,193856,185949,0.0408
1812,300,300,1014,11708,10694,0.0866,836,11011,10175,0.0759,0,0,0,N/A,26,139,113,0.1871,3611,0,3611,N/A,795,8220,7425,0.0967
1813,210,210,341,4288,3947,0.0795,216,2962,2746,0.0729,0,0,0,N/A,9,130,121,0.0692,3583,0,3583,N/A,1584,53461,51877,0.0296
1814,270,265,23427,364173,340746,0.0643,19079,317228,298149,0.0601,0,0,0,N/A,505,15767,15262,0.032,84788,0,84788,N/A,73521,919080,845559,0.08
1815,260,260,4759,308210,303451,0.0154,3696,248500,244804,0.0149,0,0,0,N/A,147,11340,11193,0.013,21900,0,21900,N/A,19872,2199384,2179512,0.009
1816,268,268,6906,476443,469537,0.0145,5570,400634,395064,0.0139,0,0,0,N/A,230,22560,22330,0.0102,20950,0,20950,N/A,15002,1797682,1782680,0.0083
1817,265,263,13538,255370,241832,0.053,11739,235845,224106,0.0498,0,0,0,N/A,318,7760,7442,0.041,25503,0,25503,N/A,21749,228958,207209,0.095
1818,300,300,16263,2343919,2327656,0.0069,12980,2084589,2071609,0.0062,0,0,0,N/A,203,33240,33037,0.0061,90673,0,90673,N/A,45472,9241114,9195642,0.0049
1819,270,270,1782,42078,40296,0.0423,1301,32356,31055,0.0402,0,0,0,N/A,63,2267,2204,0.0278,6552,0,6552,N/A,5838,241486,235648,0.0242
1820,266,263,2487,109176,106689,0.0228,1859,90292,88433,0.0206,0,0,0,N/A,122,5479,5357,0.0223,8656,0,8656,N/A,6438,415864,409426,0.0155
1821,220,220,1213,1902,689,0.6377,949,1586,637,0.5984,0,0,0,N/A,17,20,3,0.85,3870,0,3870,N/A,3662,7723,4061,0.4742
1822,300,300,892,4263,3371,0.2092,667,3542,2875,0.1883,0,0,0,N/A,17,80,63,0.2125,3302,0,3302,N/A,1237,11585,10348,0.1068
1823,300,300,552,3677,3125,0.1501,440,3299,2859,0.1334,0,0,0,N/A,17,86,69,0.1977,2230,0,2230,N/A,685,6787,6102,0.1009
1824,0,0,534,8620,8086,0.0619,397,6918,6521,0.0574,0,0,0,N/A,13,293,280,0.0444,3066,0,3066,N/A,2142,62190,60048,0.0344
1825,260,260,3583,64376,60793,0.0557,2960,54745,51785,0.0541,0,0,0,N/A,92,2383,2291,0.0386,7296,0,7296,N/A,6150,203649,197499,0.0302
1826,268,268,1726,26399,24673,0.0654,1315,21124,19809,0.0623,0,0,0,N/A,65,1274,1209,0.051,6186,0,6186,N/A,4560,126337,121777,0.0361
1827,265,265,1905,48425,46520,0.0393,1576,43656,42080,0.0361,0,0,0,N/A,69,1443,1374,0.0478,5031,0,5031,N/A,2370,85883,83513,0.0276
1828,300,300,474,2522,2048,0.1879,323,1942,1619,0.1663,0,0,0,N/A,12,61,49,0.1967,2356,0,2356,N/A,789,11025,10236,0.0716
1829,220,220,256,438,182,0.5845,203,344,141,0.5901,0,0,0,N/A,1,1,0,1.0,356,0,356,N/A,222,396,174,0.5606
1830,220,220,196,372,176,0.5269,147,297,150,0.4949,0,0,0,N/A,0,0,0,N/A,335,0,335,N/A,201,360,159,0.5583
1831,220,220,566,972,406,0.5823,477,867,390,0.5502,0,0,0,N/A,2,17,15,0.1176,1455,0,1455,N/A,725,1759,1034,0.4122
1832,300,300,1953,114585,112632,0.017,1416,102548,101132,0.0138,0,0,0,N/A,138,4392,4254,0.0314,10315,0,10315,N/A,4899,246719,241820,0.0199
1833,300,300,6081,94657,88576,0.0642,5172,88886,83714,0.0582,0,0,0,N/A,151,1857,1706,0.0813,19186,0,19186,N/A,11789,89172,77383,0.1322
