order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
2260,295,280,10859,424164,413305,0.0256,8742,382513,373771,0.0229,0,0,0,N/A,271,8646,8375,0.0313,33913,0,33913,N/A,33705,977597,943892,0.0345
2261,263,260,4667,64129,59462,0.0728,3737,57404,53667,0.0651,0,0,0,N/A,86,896,810,0.096,22733,0,22733,N/A,14633,237826,223193,0.0615
2262,330,300,1281033,16665138,15384105,0.0769,1073271,15509748,14436477,0.0692,0,0,0,N/A,18645,199197,180552,0.0936,5855421,0,5855421,N/A,3920651,36181463,32260812,0.1084
2263,260,260,4028,122610,118582,0.0329,3273,108131,104858,0.0303,0,0,0,N/A,144,3915,3771,0.0368,11168,0,11168,N/A,7573,384173,376600,0.0197
2264,220,220,11873,9311,2562,1.2752,8381,7472,909,1.1217,0,0,0,N/A,58,65,7,0.8923,133362,0,133362,N/A,132768,121480,11288,1.0929
2265,310,300,1173218,1107062,66156,1.0598,863526,971997,108471,0.8884,0,0,0,N/A,17187,19511,2324,0.8809,5650373,0,5650373,N/A,5688347,4019153,1669194,1.4153
2266,300,300,1711,42960,41249,0.0398,1418,40015,38597,0.0354,0,0,0,N/A,76,906,830,0.0839,5742,0,5742,N/A,1788,45933,44145,0.0389
2267,310,310,3210,155766,152556,0.0206,2831,148235,145404,0.0191,0,0,0,N/A,91,2584,2493,0.0352,7553,0,7553,N/A,1627,68343,66716,0.0238
2268,349,335,8009,273388,265379,0.0293,6822,259595,252773,0.0263,0,0,0,N/A,221,3821,3600,0.0578,29876,0,29876,N/A,8625,241409,232784,0.0357
2269,300,300,10179,325387,315208,0.0313,8569,297001,288432,0.0289,0,0,0,N/A,259,9250,8991,0.028,36239,0,36239,N/A,20142,632543,612401,0.0318
