order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1990,300,280,10634,2401979,2391345,0.0044,8605,2208347,2199742,0.0039,0,0,0,N/A,537,57559,57022,0.0093,40047,0,40047,N/A,19236,4091548,4072312,0.0047
1991,265,260,729908,13810935,13081027,0.0529,517389,11870526,11353137,0.0436,0,0,0,N/A,13964,169451,155487,0.0824,3629205,0,3629205,N/A,5557929,77869536,72311607,0.0714
1992,335,330,36623,4203029,4166406,0.0087,31056,3953399,3922343,0.0079,0,0,0,N/A,1267,72506,71239,0.0175,121230,0,121230,N/A,45824,4765847,4720023,0.0096
1993,350,350,30803,3026732,2995929,0.0102,23972,2639407,2615435,0.0091,0,0,0,N/A,1426,95768,94342,0.0149,153132,0,153132,N/A,93216,13194944,13101728,0.0071
1994,246,246,1590,35274,33684,0.0451,1281,31460,30179,0.0407,0,0,0,N/A,54,660,606,0.0818,5616,0,5616,N/A,3691,122539,118848,0.0301
1995,255,255,1882,90517,88635,0.0208,1319,70948,69629,0.0186,0,0,0,N/A,48,2948,2900,0.0163,15856,0,15856,N/A,9456,815622,806166,0.0116
1996,263,263,2533,72101,69568,0.0351,2083,62543,60460,0.0333,0,0,0,N/A,96,2911,2815,0.033,5904,0,5904,N/A,4824,182610,177786,0.0264
1997,260,255,77910,586003,508093,0.133,63350,474516,411166,0.1335,0,0,0,N/A,1781,13156,11375,0.1354,193274,0,193274,N/A,304194,4147540,3843346,0.0733
1998,265,265,229,991,762,0.2311,145,739,594,0.1962,0,0,0,N/A,7,18,11,0.3889,1097,0,1097,N/A,553,4106,3553,0.1347
1999,260,220,3518,44323,40805,0.0794,3081,39714,36633,0.0776,0,0,0,N/A,115,1338,1223,0.0859,5028,0,5028,N/A,5188,105717,100529,0.0491
