order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1100,220,220,183,359,176,0.5097,140,283,143,0.4947,0,0,0,N/A,2,5,3,0.4,202,0,202,N/A,29,55,26,0.5273
1101,210,200,863,5231,4368,0.165,612,4127,3515,0.1483,0,0,0,N/A,28,177,149,0.1582,5354,0,5354,N/A,3658,37220,33562,0.0983
1102,220,220,524,934,410,0.561,376,684,308,0.5497,0,0,0,N/A,16,17,1,0.9412,1179,0,1179,N/A,759,1422,663,0.5338
1103,260,255,1263,23489,22226,0.0538,1034,21028,19994,0.0492,0,0,0,N/A,60,694,634,0.0865,2990,0,2990,N/A,1992,48599,46607,0.041
1104,220,220,136,298,162,0.4564,97,226,129,0.4292,0,0,0,N/A,2,3,1,0.6667,258,0,258,N/A,91,182,91,0.5
1105,220,220,268,366,98,0.7322,212,294,82,0.7211,0,0,0,N/A,5,8,3,0.625,248,0,248,N/A,154,178,24,0.8652
1106,210,210,867,17323,16456,0.05,645,15330,14685,0.0421,0,0,0,N/A,36,567,531,0.0635,2137,0,2137,N/A,1053,31088,30035,0.0339
1107,213,200,1346,4449,3103,0.3025,1163,4128,2965,0.2817,0,0,0,N/A,35,85,50,0.4118,2344,0,2344,N/A,1888,4782,2894,0.3948
1108,220,220,162,298,136,0.5436,143,272,129,0.5257,0,0,0,N/A,1,2,1,0.5,181,0,181,N/A,71,116,45,0.6121
1109,220,220,151,266,115,0.5677,127,235,108,0.5404,0,0,0,N/A,2,4,2,0.5,168,0,168,N/A,86,139,53,0.6187
1110,200,200,165,260,95,0.6346,144,236,92,0.6102,0,0,0,N/A,0,0,0,N/A,159,0,159,N/A,87,151,64,0.5762
1111,220,220,421,616,195,0.6834,279,359,80,0.7772,0,0,0,N/A,13,9,4,1.4444,975,0,975,N/A,135,275,140,0.4909
1112,220,220,160,253,93,0.6324,140,227,87,0.6167,0,0,0,N/A,1,2,1,0.5,132,0,132,N/A,79,118,39,0.6695
1113,220,220,128,208,80,0.6154,112,187,75,0.5989,0,0,0,N/A,0,0,0,N/A,155,0,155,N/A,104,179,75,0.581
1114,220,220,143,240,97,0.5958,121,213,92,0.5681,0,0,0,N/A,1,1,0,1.0,156,0,156,N/A,75,134,59,0.5597
1115,220,220,171,288,117,0.5938,152,265,113,0.5736,0,0,0,N/A,1,1,0,1.0,162,0,162,N/A,57,102,45,0.5588
1116,270,270,293,4486,4193,0.0653,188,3660,3472,0.0514,0,0,0,N/A,15,175,160,0.0857,1448,0,1448,N/A,809,18281,17472,0.0443
1117,220,220,167,257,90,0.6498,123,194,71,0.634,0,0,0,N/A,0,0,0,N/A,127,0,127,N/A,76,113,37,0.6726
1118,220,220,119,230,111,0.5174,79,166,87,0.4759,0,0,0,N/A,1,1,0,1.0,169,0,169,N/A,70,128,58,0.5469
1119,220,220,131,287,156,0.4564,93,217,124,0.4286,0,0,0,N/A,0,0,0,N/A,259,0,259,N/A,88,191,103,0.4607
1120,220,220,141,247,106,0.5709,99,171,72,0.5789,0,0,0,N/A,1,1,0,1.0,168,0,168,N/A,86,148,62,0.5811
1121,220,220,122,240,118,0.5083,103,211,108,0.4882,0,0,0,N/A,2,5,3,0.4,187,0,187,N/A,81,150,69,0.54
1122,220,220,204,271,67,0.7528,142,191,49,0.7435,0,0,0,N/A,3,3,0,1.0,128,0,128,N/A,284,345,61,0.8232
1123,220,220,419,738,319,0.5678,289,512,223,0.5645,0,0,0,N/A,12,15,3,0.8,992,0,992,N/A,511,859,348,0.5949
1124,220,220,503,1309,806,0.3843,439,1222,783,0.3592,0,0,0,N/A,15,26,11,0.5769,809,0,809,N/A,134,301,167,0.4452
1125,220,220,129,258,129,0.5,89,185,96,0.4811,0,0,0,N/A,1,3,2,0.3333,189,0,189,N/A,73,133,60,0.5489
1126,220,220,195,325,130,0.6,150,255,105,0.5882,0,0,0,N/A,2,4,2,0.5,156,0,156,N/A,43,69,26,0.6232
