order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1300,220,220,170,282,112,0.6028,149,260,111,0.5731,0,0,0,N/A,0,0,0,N/A,206,0,206,N/A,127,221,94,0.5747
1301,266,263,1510,41618,40108,0.0363,1076,31926,30850,0.0337,0,0,0,N/A,63,2266,2203,0.0278,5997,0,5997,N/A,5692,240916,235224,0.0236
1302,255,220,4473,2880,1593,1.5531,3891,2597,1294,1.4983,0,0,0,N/A,123,44,79,2.7955,12829,0,12829,N/A,4493,6218,1725,0.7226
1303,220,220,206,348,142,0.592,183,317,134,0.5773,0,0,0,N/A,2,5,3,0.4,197,0,197,N/A,83,138,55,0.6014
1304,220,220,211,358,147,0.5894,188,331,143,0.568,0,0,0,N/A,1,1,0,1.0,220,0,220,N/A,95,168,73,0.5655
1305,220,220,189,303,114,0.6238,143,234,91,0.6111,0,0,0,N/A,1,1,0,1.0,192,0,192,N/A,114,192,78,0.5938
1306,266,266,2914,84279,81365,0.0346,2392,75244,72852,0.0318,0,0,0,N/A,103,2799,2696,0.0368,6460,0,6460,N/A,4551,153998,149447,0.0296
1307,263,263,5230,338498,333268,0.0155,4458,311851,307393,0.0143,0,0,0,N/A,218,10647,10429,0.0205,8501,0,8501,N/A,4055,295431,291376,0.0137
1308,200,200,168,245,77,0.6857,145,218,73,0.6651,0,0,0,N/A,0,0,0,N/A,151,0,151,N/A,145,219,74,0.6621
1309,200,200,155,245,90,0.6327,131,218,87,0.6009,0,0,0,N/A,0,0,0,N/A,185,0,185,N/A,132,227,95,0.5815
1310,220,220,303,593,290,0.511,236,481,245,0.4906,0,0,0,N/A,6,10,4,0.6,412,0,412,N/A,201,629,428,0.3196
1311,220,220,179,360,181,0.4972,158,332,174,0.4759,0,0,0,N/A,1,3,2,0.3333,257,0,257,N/A,80,156,76,0.5128
1312,260,200,332,698,366,0.4756,250,549,299,0.4554,0,0,0,N/A,12,10,2,1.2,960,0,960,N/A,981,1474,493,0.6655
1313,260,255,13508,129696,116188,0.1042,12104,121767,109663,0.0994,0,0,0,N/A,411,3196,2785,0.1286,19426,0,19426,N/A,7811,77544,69733,0.1007
