order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
2100,280,280,1977,35597,33620,0.0555,1601,32548,30947,0.0492,0,0,0,N/A,46,577,531,0.0797,8417,0,8417,N/A,3446,79315,75869,0.0434
2101,300,280,26523,1177611,1151088,0.0225,22692,1077499,1054807,0.0211,0,0,0,N/A,516,17731,17215,0.0291,67691,0,67691,N/A,54626,2686961,2632335,0.0203
2102,300,268,1085,7451,6366,0.1456,883,6719,5836,0.1314,0,0,0,N/A,32,108,76,0.2963,3316,0,3316,N/A,788,5335,4547,0.1477
2103,310,280,112762,1716034,1603272,0.0657,98424,1583690,1485266,0.0621,0,0,0,N/A,1814,29221,27407,0.0621,306949,0,306949,N/A,192668,3507717,3315049,0.0549
2104,266,263,2710,13633,10923,0.1988,2294,11586,9292,0.198,0,0,0,N/A,82,483,401,0.1698,5392,0,5392,N/A,4799,43565,38766,0.1102
2105,260,215,1051,161863,160812,0.0065,911,150805,149894,0.006,0,0,0,N/A,39,2870,2831,0.0136,1972,0,1972,N/A,866,442841,441975,0.002
2106,300,300,2761,3948,1187,0.6993,2220,3405,1185,0.652,0,0,0,N/A,35,38,3,0.9211,15122,0,15122,N/A,5023,10107,5084,0.497
2107,300,300,6809,246515,239706,0.0276,5587,227607,222020,0.0245,0,0,0,N/A,185,4577,4392,0.0404,28470,0,28470,N/A,16095,421305,405210,0.0382
2108,400,380,11454,672274,660820,0.017,8132,574234,566102,0.0142,0,0,0,N/A,251,11691,11440,0.0215,64511,0,64511,N/A,43703,2864435,2820732,0.0153
2109,300,280,36979,3646113,3609134,0.0101,31244,3260373,3229129,0.0096,0,0,0,N/A,834,68434,67600,0.0122,86007,0,86007,N/A,90110,10204792,10114682,0.0088
2110,400,400,62624,1248915,1186291,0.0501,54544,1136193,1081649,0.048,0,0,0,N/A,1798,26935,25137,0.0668,161655,0,161655,N/A,75578,2558327,2482749,0.0295
2111,246,215,2114,34794,32680,0.0608,1572,29307,27735,0.0536,0,0,0,N/A,84,742,658,0.1132,7734,0,7734,N/A,10578,169037,158459,0.0626
2112,310,310,596,1692,1096,0.3522,475,1438,963,0.3303,0,0,0,N/A,6,10,4,0.6,1928,0,1928,N/A,550,2471,1921,0.2226
2113,220,220,1520,2070,550,0.7343,1303,1868,565,0.6975,0,0,0,N/A,14,7,7,2.0,4407,0,4407,N/A,2994,3834,840,0.7809
2114,400,400,185594,9179488,8993894,0.0202,158253,8616292,8458039,0.0184,0,0,0,N/A,5245,138798,133553,0.0378,768090,0,768090,N/A,371907,16799208,16427301,0.0221
2115,255,246,6437,182290,175853,0.0353,5323,161389,156066,0.033,0,0,0,N/A,195,2957,2762,0.0659,19996,0,19996,N/A,14199,618372,604173,0.023
2116,300,300,22272,3763541,3741269,0.0059,18899,3448799,3429900,0.0055,0,0,0,N/A,533,76898,76365,0.0069,55912,0,55912,N/A,40167,6357777,6317610,0.0063
2117,220,220,2922,21749,18827,0.1344,2428,18225,15797,0.1332,0,0,0,N/A,76,742,666,0.1024,8103,0,8103,N/A,8341,112777,104436,0.074
2118,270,265,14425,243613,229188,0.0592,9271,206271,197000,0.0449,0,0,0,N/A,252,3299,3047,0.0764,129119,0,129119,N/A,103254,1472530,1369276,0.0701
2119,350,335,524063,79802162,79278099,0.0066,466699,75002865,74536166,0.0062,0,0,0,N/A,11537,1094873,1083336,0.0105,1146698,0,1146698,N/A,589961,98090786,97500825,0.006
2120,300,300,10607,1449515,1438908,0.0073,8103,1229425,1221322,0.0066,0,0,0,N/A,323,39182,38859,0.0082,43936,0,43936,N/A,34538,6235765,6201227,0.0055
2121,310,300,4777,38383,33606,0.1245,3974,35708,31734,0.1113,0,0,0,N/A,148,626,478,0.2364,18942,0,18942,N/A,6854,57068,50214,0.1201

2123,300,300,6952,82411,75459,0.0844,5732,76665,70933,0.0748,0,0,0,N/A,230,1736,1506,0.1325,27028,0,27028,N/A,14172,100367,86195,0.1412

2125,400,400,25420,783089,757669,0.0325,21196,710276,689080,0.0298,0,0,0,N/A,624,12890,12266,0.0484,90457,0,90457,N/A,44107,1930410,1886303,0.0228
2126,260,260,5174,40130,34956,0.1289,4356,36821,32465,0.1183,0,0,0,N/A,179,917,738,0.1952,15069,0,15069,N/A,11089,67614,56525,0.164

2128,330,330,300796,7639194,7338398,0.0394,258720,7116264,6857544,0.0364,0,0,0,N/A,5793,92635,86842,0.0625,1263522,0,1263522,N/A,668375,18575514,17907139,0.036
2129,268,268,19393,1366346,1346953,0.0142,17184,1259267,1242083,0.0136,0,0,0,N/A,572,27407,26835,0.0209,27231,0,27231,N/A,23283,2229582,2206299,0.0104
2130,280,280,25776,6428001,6402225,0.004,22056,6035580,6013524,0.0037,0,0,0,N/A,408,95415,95007,0.0043,95375,0,95375,N/A,52365,8581720,8529355,0.0061
2131,310,310,592,7787,7195,0.076,486,7301,6815,0.0666,0,0,0,N/A,14,139,125,0.1007,2574,0,2574,N/A,853,7056,6203,0.1209
2132,310,310,31272,1807743,1776471,0.0173,26616,1666026,1639410,0.016,0,0,0,N/A,634,31417,30783,0.0202,94378,0,94378,N/A,45117,2963848,2918731,0.0152
2133,268,268,3276,120640,117364,0.0272,2845,111545,108700,0.0255,0,0,0,N/A,88,2470,2382,0.0356,7822,0,7822,N/A,3327,173610,170283,0.0192
2134,270,268,2203,41410,39207,0.0532,1766,34540,32774,0.0511,0,0,0,N/A,84,1999,1915,0.042,6667,0,6667,N/A,4843,149840,144997,0.0323
2135,266,266,707,7170,6463,0.0986,555,6063,5508,0.0915,0,0,0,N/A,20,253,233,0.0791,2656,0,2656,N/A,1206,25182,23976,0.0479
2136,300,300,3522,134246,130724,0.0262,2903,124325,121422,0.0234,0,0,0,N/A,128,2716,2588,0.0471,11409,0,11409,N/A,4351,170282,165931,0.0256
2137,310,280,2895,21188,18293,0.1366,2534,19664,17130,0.1289,0,0,0,N/A,73,545,472,0.1339,7579,0,7579,N/A,2180,25007,22827,0.0872
2138,300,268,55866,2206260,2150394,0.0253,49481,1996008,1946527,0.0248,0,0,0,N/A,851,60016,59165,0.0142,109753,0,109753,N/A,90181,5044815,4954634,0.0179
2139,268,268,1840,18432,16592,0.0998,1417,15826,14409,0.0895,0,0,0,N/A,46,374,328,0.123,7050,0,7050,N/A,6027,71014,64987,0.0849
2140,255,220,7377,134538,127161,0.0548,5730,109837,104107,0.0522,0,0,0,N/A,160,3809,3649,0.042,29308,0,29308,N/A,29892,821783,791891,0.0364
2141,200,200,313,522,209,0.5996,281,486,205,0.5782,0,0,0,N/A,1,1,0,1.0,502,0,502,N/A,323,616,293,0.5244
2142,280,280,4785,145840,141055,0.0328,4107,137034,132927,0.03,0,0,0,N/A,162,2391,2229,0.0678,13664,0,13664,N/A,4601,154961,150360,0.0297
2143,333,310,1289966,60853184,59563218,0.0212,1035306,55422906,54387600,0.0187,0,0,0,N/A,25668,801672,776004,0.032,4749316,0,4749316,N/A,4235768,159374358,155138590,0.0266
2144,0,0,1088,244284,243196,0.0045,721,180464,179743,0.004,0,0,0,N/A,21,5128,5107,0.0041,10555,0,10555,N/A,7253,2972516,2965263,0.0024
2145,330,310,699951,39979108,39279157,0.0175,624721,37441788,36817067,0.0167,0,0,0,N/A,11283,589047,577764,0.0192,1624452,0,1624452,N/A,1067149,65183441,64116292,0.0164
2146,268,268,4557,55962,51405,0.0814,4018,51225,47207,0.0784,0,0,0,N/A,125,1493,1368,0.0837,7701,0,7701,N/A,4945,81006,76061,0.061
