order_id,topx_limit,time_taken (min),(seconds),score,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2300,-1,9,18,280,152207,114147,4223,677299,806423,0,1602092
2300,1,0,1,0,6,0,0,0,1,176,177
2300,2,0,6,280,364,3,21,46,268,14489,14827
2300,3,0,14,280,1085,82,92,353,1289,39650,41466
2300,4,0,28,280,2359,282,177,1371,3850,83459,89139
2300,5,0,45,280,4040,710,308,3516,7519,129804,141857
2300,6,1,23,280,7864,1777,590,9396,15668,232364,259795
2300,7,2,49,280,17342,4858,1343,23682,36885,454942,521710
2300,8,4,12,280,27008,8588,1930,42324,62498,662564,777904
2300,9,4,26,280,29949,10848,1973,51317,72784,670948,807870
2300,10,4,29,280,32348,13032,1982,59194,81664,661501,817373
2300,11,4,34,280,34906,15414,2006,66754,90516,649818,824508
2300,12,4,32,280,37470,17885,2007,74105,99175,635953,829125
2300,13,4,35,280,40067,20464,2007,80840,107639,619112,830062
2300,14,4,38,280,42676,23073,2007,87361,116089,601532,830062
2300,15,4,35,280,45418,25814,2007,93513,124775,583952,830061
2301,-1,0,13,270,3900,2973,176,14408,12556,0,30113
2301,1,0,1,0,3,0,0,0,1,76,77
2301,2,0,2,0,36,0,1,4,32,1224,1261
2301,3,0,1,0,59,1,3,40,69,1980,2093
2301,4,0,2,0,62,3,3,81,85,1959,2131
2301,5,0,3,0,114,12,6,187,184,3288,3677
2301,6,0,5,0,412,95,29,608,714,10252,11698
2301,7,0,10,0,1007,331,57,1473,1859,22316,26036
2301,8,0,14,0,1456,553,78,2250,2900,28599,34380
2301,9,0,16,0,1880,812,89,3042,3895,33138,40976
2301,10,0,16,0,2009,941,89,3462,4325,32159,40976
2301,11,0,17,0,2108,1040,89,3910,4757,31180,40976
2301,12,0,16,0,2200,1132,89,4349,5205,30201,40976
2301,13,0,17,0,2273,1205,89,4770,5690,29222,40976
2301,14,0,17,0,2375,1307,89,5229,6108,28243,40976
2301,15,0,16,0,2455,1387,89,5733,6503,27264,40976
2302,-1,46,21,363,842238,688777,17470,2954089,2339305,0,5999641
2302,1,0,2,0,3,0,0,0,1,60,61
2302,2,0,1,0,21,0,1,1,20,681,703
2302,3,0,5,0,273,26,24,80,319,9523,9972
2302,4,0,20,388,1485,328,161,888,1595,45784,48756
2302,5,1,6,388,6009,2040,497,3974,7357,147974,161842
2302,6,6,2,375,36868,14125,2181,32255,54171,851100,953832
2302,7,10,54,375,75965,34723,3955,72645,112293,1489518,1713134
2302,8,13,40,375,101001,50083,4948,109362,157251,1784388,2106032
2302,9,15,41,375,124094,66140,5710,144174,201637,1959297,2376958
2302,10,16,48,375,141347,79761,5951,175454,239215,2029216,2529597
2302,11,17,51,375,160077,95079,6272,206334,279185,2088449,2675319
2302,12,18,16,375,173399,107549,6343,230531,309680,2054845,2708948
2302,13,18,22,375,184649,118795,6343,251904,336524,1995378,2708944
2302,14,18,25,375,195433,129435,6354,274532,364357,1940328,2715006
2302,15,18,16,375,204908,138908,6354,297654,391352,1880736,2715004
2303,-1,3,53,280,39719,23700,248,400670,340983,0,765601
2303,1,0,2,0,3,0,0,0,1,66,67
2303,2,0,1,0,71,0,0,8,65,2938,3011
2303,3,0,3,0,179,1,1,80,275,7767,8124
2303,4,0,7,0,471,8,6,303,1058,20175,21550
2303,5,0,15,0,1076,62,14,1079,2850,44632,48637
2303,6,0,27,0,2183,235,31,3007,6318,84461,94052
2303,7,0,41,0,3535,528,63,6523,10556,124913,142583
2303,8,0,59,280,5090,907,100,11994,15554,171854,200409
2303,9,1,4,280,5746,1204,105,16455,17702,182416,217882
2303,10,1,4,280,6030,1410,105,20061,19025,180998,221599
2303,11,1,4,280,6278,1607,105,23421,20489,178386,224008
2303,12,1,5,280,6497,1819,105,26372,21965,174094,224355
2303,13,1,7,280,6711,2028,105,29054,23690,169677,224554
2303,14,1,5,280,6984,2300,105,31360,25684,165104,224553
2303,15,1,6,280,7309,2624,105,33436,27856,160531,224552
2304,-1,0,47,300,14680,11403,368,53500,51712,0,116983
2304,1,0,0,0,4,0,0,0,1,96,97
2304,2,0,2,0,35,0,0,1,36,1086,1123
2304,3,0,1,0,78,0,0,47,112,2175,2334
2304,4,0,2,0,112,1,0,115,221,2804,3141
2304,5,0,5,355,452,107,9,466,757,10039,11378
2304,6,0,37,353,4742,2107,276,2790,6598,89363,101134
2304,7,0,54,300,7749,3784,493,5255,11215,119073,139820
2304,8,1,13,300,11446,6497,710,9003,13349,166732,196291
2304,9,0,54,300,9602,5930,573,8052,10189,114069,138813
2304,10,1,6,300,12505,8047,701,11318,13683,136613,170362
2304,11,1,7,300,13009,8608,691,13062,14657,130899,167917
2304,12,1,8,300,13672,9204,694,15353,16161,129026,170438
2304,13,1,7,300,14198,9727,694,17395,17397,125466,170679
2304,14,1,5,300,14930,10402,705,19622,18850,123512,173091
2304,15,1,10,300,15548,11020,705,21608,20060,119698,173091
2306,-1,5,2,350,140579,123430,4189,390827,145090,0,663536
2306,1,0,1,0,3,0,0,0,1,66,67
2306,2,0,1,0,13,0,0,0,15,324,339
2306,3,0,1,0,21,0,0,18,27,456,501
2306,4,0,2,0,29,0,0,53,38,610,701
2306,5,0,2,420,169,49,13,182,174,3292,3710
2306,6,0,4,420,333,82,36,473,466,6529,7586
2306,7,0,11,413,1384,638,144,1173,1558,19684,23197
2306,8,0,36,380,5766,3358,516,4162,5054,70022,83112
2306,9,0,33,380,5437,3175,490,5169,5204,63681,77719
2306,10,0,35,380,5763,3533,453,6221,5562,62437,78206
2306,11,0,37,380,6826,4483,459,7172,6556,65151,83821
2306,12,0,37,380,7357,5013,459,7885,7180,63283,83820
2306,13,0,36,380,7898,5551,459,8578,7814,61415,83817
2306,14,0,38,380,8357,6010,459,9413,8388,59547,83817
2306,15,0,37,380,8742,6394,459,10336,8946,57681,83816
2307,-1,14,20,350,423629,373288,9030,1103648,617876,0,2103842
2307,1,0,2,0,3,0,0,0,1,66,67
2307,2,0,1,0,27,0,0,2,27,875,904
2307,3,0,6,420,249,20,15,84,306,11446,11871
2307,4,0,5,420,261,29,16,210,389,10642,11286
2307,5,0,15,350,1457,463,142,1166,1602,39303,42676
2307,6,1,29,350,11178,5081,1089,6926,11884,228399,253379
2307,7,1,55,350,16356,8651,1401,10667,17013,282273,320005
2307,8,2,43,350,25537,14898,1957,18746,25059,381588,442248
2307,9,3,6,350,31149,19071,2180,25745,32050,430541,509587
2307,10,3,7,350,33556,21478,2180,30203,35067,420659,509587
2307,11,3,3,350,35918,23840,2180,34804,37986,410777,509587
2307,12,3,9,350,38121,26043,2180,39825,40644,400895,509587
2307,13,3,4,350,40242,28163,2180,44931,43299,391013,509586
2307,14,3,9,350,42238,30159,2180,50113,46003,381131,509586
2307,15,3,7,350,44309,32229,2180,55133,48791,371252,509585
2308,-1,2,59,310,100914,89493,1948,385052,115650,0,592143
2308,1,0,1,0,3,0,0,0,1,66,67
2308,2,0,1,0,25,0,0,2,25,763,790
2308,3,0,2,333,72,19,0,35,46,2007,2107
2308,4,0,2,333,105,26,1,114,85,2710,2936
2308,5,0,4,330,383,128,15,418,354,8106,9021
2308,6,0,11,330,1490,642,135,1485,1237,25425,28924
