order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2300,280,263,244545,7909937,7665392,0.0309,189551,6697189,6507638,0.0283,6568,194453,187885,0.0338,117031,0,117031,,1982648,43324717,41342069,0.0458,1982648,43324717,0,
2301,270,270,4246,232494,228248,0.0183,3319,188142,184823,0.0176,176,12316,12140,0.0143,3083,0,3083,,23535,1056497,1032962,0.0223,23535,1056497,0,
2302,363,350,946578,53330964,52384386,0.0177,786131,47323980,46537849,0.0166,18599,768976,750377,0.0242,751094,0,751094,,4689562,196145008,191455446,0.0239,4689562,196145008,0,
2303,280,280,53085,11564881,11511796,0.0046,34265,8952344,8918079,0.0038,276,71040,70764,0.0039,27186,0,27186,,838136,122371359,121533223,0.0068,838136,122371359,0,
2304,300,300,76091,2456347,2380256,0.031,62907,2203812,2140905,0.0285,1990,43000,41010,0.0463,55662,0,55662,,351050,6517347,6166297,0.0539,351050,6517347,0,
2306,350,350,146696,46564270,46417574,0.0032,129308,43963554,43834246,0.0029,4283,652097,647814,0.0066,199988,0,199988,,337134,47993481,47656347,0.007,337134,47993481,0,
2307,350,333,443431,37780810,37337379,0.0117,392725,35415306,35022581,0.0111,9107,609451,600344,0.0149,436000,0,436000,,1280274,51335177,50054903,0.0249,1280274,51335177,0,
2308,310,300,109812,195700,85888,0.5611,97815,187523,89708,0.5216,2065,1348,717,1.5319,195076,0,195076,,327624,310572,17052,1.0549,327624,310572,0,
2309,240,240,24242,1100174,1075932,0.022,15343,719715,704372,0.0213,233,19349,19116,0.012,5593,0,5593,,340059,14433242,14093183,0.0236,340059,14433242,0,
2310,300,300,13140,23823,10683,0.5516,11662,22226,10564,0.5247,274,303,29,0.9043,23291,0,23291,,36008,33487,2521,1.0753,36008,33487,0,
2312,270,268,58440,92578,34138,0.6313,48311,81507,33196,0.5927,1030,1671,641,0.6164,32712,0,32712,,339605,426813,87208,0.7957,339605,426813,0,
2313,400,400,91711,1045048,953337,0.0878,80578,966701,886123,0.0834,2548,19451,16903,0.131,79932,0,79932,,229565,1765530,1535965,0.13,229565,1765530,0,
2314,300,300,36834,3770839,3734005,0.0098,30549,3344289,3313740,0.0091,759,69646,68887,0.0109,22014,0,22014,,174685,11529592,11354907,0.0152,174685,11529592,0,
2315,317,300,893353,584087,309266,1.5295,774738,539832,234906,1.4351,15702,5790,9912,2.7119,941540,0,941540,,3776038,1658151,2117887,2.2773,3776038,1658151,0,
2316,290,268,3036895,101928354,98891459,0.0298,2338885,83726237,81387352,0.0279,40830,1189691,1148861,0.0343,1433141,0,1433141,,30704568,822239935,791535367,0.0373,30704568,822239935,0,
2317,280,262,409729,91690632,91280903,0.0045,325710,81896076,81570366,0.004,12422,1890784,1878362,0.0066,245334,0,245334,,3128060,337399323,334271263,0.0093,3128060,337399323,0,
2318,280,280,35668,2118754,2083086,0.0168,30904,1916378,1885474,0.0161,789,39266,38477,0.0201,24490,0,24490,,106206,4614705,4508499,0.023,106206,4614705,0,
2319,300,300,2722,26278,23556,0.1036,2159,22314,20155,0.0968,72,637,565,0.113,3307,0,3307,,14830,111245,96415,0.1333,14830,111245,0,
2320,345,335,277234,40703345,40426111,0.0068,237068,37443994,37206926,0.0063,5453,720807,715354,0.0076,263598,0,263598,,1195863,86267399,85071536,0.0139,1195863,86267399,0,
2321,260,260,8893,814411,805518,0.0109,7410,691462,684052,0.0107,208,28012,27804,0.0074,5849,0,5849,,48109,4152103,4103994,0.0116,48109,4152103,0,
2322,260,260,21255,2300135,2278880,0.0092,19167,2178847,2159680,0.0088,554,53797,53243,0.0103,21200,0,21200,,31090,838372,807282,0.0371,31090,838372,0,
2323,333,333,176456,25583394,25406938,0.0069,142603,22689241,22546638,0.0063,3431,342364,338933,0.01,179374,0,179374,,1053280,87797371,86744091,0.012,1053280,87797371,0,
2324,300,300,12314,114443,102129,0.1076,9376,83340,73964,0.1125,227,1524,1297,0.149,10526,0,10526,,89200,1025186,935986,0.087,89200,1025186,0,
2325,260,260,3345,109947,106602,0.0304,2992,104768,101776,0.0286,105,2422,2317,0.0434,4256,0,4256,,2925,10458,7533,0.2797,2925,10458,0,
