order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1100,220,220,184,359,175,0.5125,141,283,142,0.4982,2,5,3,0.4,175,0,175,,55,55,0,1.0,55,55,0,
1101,210,200,1001,5231,4230,0.1914,750,4127,3377,0.1817,28,177,149,0.1582,731,0,731,,8143,37220,29077,0.2188,8143,37220,0,
1102,220,220,545,934,389,0.5835,397,684,287,0.5804,16,17,1,0.9412,511,0,511,,1406,1422,16,0.9887,1406,1422,0,
1103,260,255,1326,23489,22163,0.0565,1096,21028,19932,0.0521,60,694,634,0.0865,1322,0,1322,,3597,48599,45002,0.074,3597,48599,0,
1104,220,220,139,298,159,0.4664,100,226,126,0.4425,2,3,1,0.6667,163,0,163,,183,182,1,1.0055,183,182,0,
1105,220,220,269,366,97,0.735,213,294,81,0.7245,5,8,3,0.625,159,0,159,,242,178,64,1.3596,242,178,0,
1106,210,210,890,17323,16433,0.0514,668,15330,14662,0.0436,36,567,531,0.0635,969,0,969,,2198,31088,28890,0.0707,2198,31088,0,
1107,213,200,1351,4449,3098,0.3037,1167,4128,2961,0.2827,35,85,50,0.4118,970,0,970,,3257,4782,1525,0.6811,3257,4782,0,
1108,220,220,163,298,135,0.547,144,272,128,0.5294,1,2,1,0.5,135,0,135,,116,116,0,1.0,116,116,0,
1109,220,220,151,266,115,0.5677,127,235,108,0.5404,2,4,2,0.5,115,0,115,,139,139,0,1.0,139,139,0,
1110,200,200,166,260,94,0.6385,145,236,91,0.6144,0,0,0,,94,0,94,,151,151,0,1.0,151,151,0,
1111,220,220,427,616,189,0.6932,285,359,74,0.7939,13,9,4,1.4444,759,0,759,,345,275,70,1.2545,345,275,0,
1112,220,220,160,253,93,0.6324,140,227,87,0.6167,1,2,1,0.5,93,0,93,,118,118,0,1.0,118,118,0,
1113,220,220,130,208,78,0.625,114,187,73,0.6096,0,0,0,,78,0,78,,179,179,0,1.0,179,179,0,
1114,220,220,144,240,96,0.6,122,213,91,0.5728,1,1,0,1.0,96,0,96,,134,134,0,1.0,134,134,0,
1115,220,220,172,288,116,0.5972,153,265,112,0.5774,1,1,0,1.0,116,0,116,,102,102,0,1.0,102,102,0,
1116,270,270,325,4486,4161,0.0724,220,3660,3440,0.0601,15,175,160,0.0857,302,0,302,,1923,18281,16358,0.1052,1923,18281,0,
1117,220,220,168,257,89,0.6537,124,194,70,0.6392,0,0,0,,89,0,89,,113,113,0,1.0,113,113,0,
1118,220,220,122,230,108,0.5304,82,166,84,0.494,1,1,0,1.0,108,0,108,,128,128,0,1.0,128,128,0,
1119,220,220,134,287,153,0.4669,96,217,121,0.4424,0,0,0,,153,0,153,,191,191,0,1.0,191,191,0,
1120,220,220,143,247,104,0.5789,101,171,70,0.5906,1,1,0,1.0,104,0,104,,148,148,0,1.0,148,148,0,
1121,220,220,124,240,116,0.5167,105,211,106,0.4976,2,5,3,0.4,116,0,116,,150,150,0,1.0,150,150,0,
1122,220,220,204,271,67,0.7528,142,191,49,0.7435,3,3,0,1.0,67,0,67,,345,345,0,1.0,345,345,0,
1123,220,220,428,738,310,0.5799,298,512,214,0.582,12,15,3,0.8,472,0,472,,1022,859,163,1.1898,1022,859,0,
1124,220,220,506,1309,803,0.3866,442,1222,780,0.3617,15,26,11,0.5769,671,0,671,,269,301,32,0.8937,269,301,0,
1125,220,220,131,258,127,0.5078,91,185,94,0.4919,1,3,2,0.3333,127,0,127,,133,133,0,1.0,133,133,0,
1126,220,220,195,325,130,0.6,150,255,105,0.5882,2,4,2,0.5,130,0,130,,69,69,0,1.0,69,69,0,
1127,220,220,92,172,80,0.5349,74,150,76,0.4933,0,0,0,,80,0,80,,194,194,0,1.0,194,194,0,
1128,220,220,144,260,116,0.5538,105,195,90,0.5385,1,1,0,1.0,116,0,116,,123,123,0,1.0,123,123,0,
1129,260,220,1428,3167,1739,0.4509,1163,2516,1353,0.4622,51,144,93,0.3542,862,0,862,,4232,10049,5817,0.4211,4232,10049,0,
1130,220,220,157,254,97,0.6181,112,188,76,0.5957,1,1,0,1.0,97,0,97,,105,105,0,1.0,105,105,0,
1131,220,220,725,1121,396,0.6467,570,882,312,0.6463,18,21,3,0.8571,582,0,582,,925,887,38,1.0428,925,887,0,
1132,200,200,128,231,103,0.5541,105,199,94,0.5276,0,0,0,,103,0,103,,145,145,0,1.0,145,145,0,
1133,220,220,131,251,120,0.5219,108,218,110,0.4954,2,5,3,0.4,120,0,120,,144,144,0,1.0,144,144,0,
1134,220,220,118,208,90,0.5673,99,182,83,0.544,1,1,0,1.0,90,0,90,,164,164,0,1.0,164,164,0,
1135,220,220,141,235,94,0.6,121,210,89,0.5762,1,1,0,1.0,94,0,94,,136,136,0,1.0,136,136,0,
1136,200,200,129,270,141,0.4778,90,200,110,0.45,0,0,0,,141,0,141,,134,134,0,1.0,134,134,0,
1137,220,220,140,239,99,0.5858,116,208,92,0.5577,2,4,2,0.5,99,0,99,,147,147,0,1.0,147,147,0,
1138,220,220,636,444,192,1.4324,520,374,146,1.3904,10,5,5,2.0,400,0,400,,2984,698,2286,4.2751,2984,698,0,
1139,220,220,150,239,89,0.6276,111,182,71,0.6099,1,1,0,1.0,89,0,89,,110,110,0,1.0,110,110,0,
1140,266,213,193,1870,1677,0.1032,130,1563,1433,0.0832,9,46,37,0.1957,224,0,224,,493,1751,1258,0.2816,493,1751,0,
1141,220,220,181,302,121,0.5993,138,231,93,0.5974,1,1,0,1.0,121,0,121,,127,127,0,1.0,127,127,0,
1142,220,220,108,253,145,0.4269,75,182,107,0.4121,2,5,3,0.4,145,0,145,,165,165,0,1.0,165,165,0,
