order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2053,265,265,77930,8629345,8551415,0.009,55421,6712509,6657088,0.0083,560,80636,80076,0.0069,32103,0,32103,,1007058,86925243,85918185,0.0116,1007058,86925243,0,
2054,266,266,414227,6291803,5877576,0.0658,331213,4971181,4639968,0.0666,10721,165486,154765,0.0648,184494,0,184494,,2974430,51307120,48332690,0.058,2974430,51307120,0,
2055,280,280,48524,2390617,2342093,0.0203,41547,2157023,2115476,0.0193,1207,45606,44399,0.0265,27863,0,27863,,159009,5466166,5307157,0.0291,159009,5466166,0,
2056,260,260,8767,618445,609678,0.0142,7848,577661,569813,0.0136,239,16285,16046,0.0147,7031,0,7031,,11583,446513,434930,0.0259,11583,446513,0,
2057,260,260,841,13594,12753,0.0619,649,11560,10911,0.0561,30,453,423,0.0662,915,0,915,,4666,61556,56890,0.0758,4666,61556,0,
2058,330,310,492130,979189,487059,0.5026,428408,905466,477058,0.4731,8209,18692,10483,0.4392,356318,0,356318,,1580283,1467301,112982,1.077,1580283,1467301,0,
2059,300,282,6598,717930,711332,0.0092,4455,566076,561621,0.0079,257,18730,18473,0.0137,6028,0,6028,,85812,6760125,6674313,0.0127,85812,6760125,0,
2060,350,333,225177,6647054,6421877,0.0339,200280,6236075,6035795,0.0321,4811,84370,79559,0.057,302482,0,302482,,676237,13006396,12330159,0.052,676237,13006396,0,
2061,300,300,9453,42678,33225,0.2215,7875,39342,31467,0.2002,207,631,424,0.3281,17549,0,17549,,46785,88313,41528,0.5298,46785,88313,0,
2062,280,280,20821,1029262,1008441,0.0202,17225,915333,898108,0.0188,556,21988,21432,0.0253,12475,0,12475,,86133,2670479,2584346,0.0323,86133,2670479,0,
2063,310,310,29498,1388924,1359426,0.0212,25198,1277782,1252584,0.0197,641,24012,23371,0.0267,35666,0,35666,,92337,2339638,2247301,0.0395,92337,2339638,0,
2064,280,260,5802,75793,69991,0.0766,4338,65783,61445,0.0659,39,783,744,0.0498,5986,0,5986,,55393,369783,314390,0.1498,55393,369783,0,
2065,270,268,424,1857,1433,0.2283,293,1392,1099,0.2105,16,52,36,0.3077,330,0,330,,2716,11225,8509,0.242,2716,11225,0,
2066,280,280,19348,1210673,1191325,0.016,15142,1049302,1034160,0.0144,346,19938,19592,0.0174,18772,0,18772,,154489,5878520,5724031,0.0263,154489,5878520,0,
2067,220,220,8840,6147,2693,1.4381,7427,5468,1959,1.3583,195,107,88,1.8224,6296,0,6296,,68911,32702,36209,2.1072,68911,32702,0,
2068,263,263,90791,932790,841999,0.0973,69197,806482,737285,0.0858,1858,15918,14060,0.1167,50536,0,50536,,825880,4442005,3616125,0.1859,825880,4442005,0,
2069,310,300,97937,63819,34118,1.5346,84561,58133,26428,1.4546,1336,708,628,1.887,106428,0,106428,,431299,204459,226840,2.1095,431299,204459,0,
2071,266,263,4215,71371,67156,0.0591,3656,67514,63858,0.0542,104,1675,1571,0.0621,4873,0,4873,,10599,19467,8868,0.5445,10599,19467,0,
2072,263,255,50640,2151474,2100834,0.0235,45182,2049652,2004470,0.022,949,26916,25967,0.0353,59989,0,59989,,143581,1924994,1781413,0.0746,143581,1924994,0,
2073,310,300,2872,11965,9093,0.24,2519,11142,8623,0.2261,83,307,224,0.2704,4415,0,4415,,4121,8983,4862,0.4588,4121,8983,0,
2074,220,220,289,569,280,0.5079,246,507,261,0.4852,1,1,0,1.0,280,0,280,,796,796,0,1.0,796,796,0,
2075,310,310,5432,42783,37351,0.127,4644,39608,34964,0.1172,88,534,446,0.1648,8133,0,8133,,20044,81444,61400,0.2461,20044,81444,0,
2076,300,266,19985,2332528,2312543,0.0086,16847,2136037,2119190,0.0079,495,54074,53579,0.0092,18399,0,18399,,79428,4229216,4149788,0.0188,79428,4229216,0,
2077,300,300,1078,10440,9362,0.1033,815,8646,7831,0.0943,26,184,158,0.1413,1300,0,1300,,6674,51716,45042,0.1291,6674,51716,0,
2078,260,260,657,7512,6855,0.0875,541,6960,6419,0.0777,24,186,162,0.129,623,0,623,,1001,4486,3485,0.2231,1001,4486,0,
2079,300,280,9022,119208,110186,0.0757,7175,102958,95783,0.0697,115,1586,1471,0.0725,7758,0,7758,,66165,594187,528022,0.1114,66165,594187,0,
2080,260,246,15514,185545,170031,0.0836,13255,166734,153479,0.0795,442,5318,4876,0.0831,11904,0,11904,,61746,498171,436425,0.1239,61746,498171,0,
2081,310,300,5047,156540,151493,0.0322,4119,139321,135202,0.0296,128,4006,3878,0.032,6524,0,6524,,27792,527996,500204,0.0526,27792,527996,0,
2082,268,260,310663,4031979,3721316,0.077,278002,3852961,3574959,0.0722,8836,70720,61884,0.1249,245572,0,245572,,710436,1657587,947151,0.4286,710436,1657587,0,
2083,280,280,6388,68772,62384,0.0929,5315,61604,56289,0.0863,162,1236,1074,0.1311,5481,0,5481,,23230,168577,145347,0.1378,23230,168577,0,
2084,375,375,5731,238672,232941,0.024,4765,227088,222323,0.021,163,3321,3158,0.0491,13240,0,13240,,17779,183873,166094,0.0967,17779,183873,0,
2085,300,300,9334,483313,473979,0.0193,7623,428805,421182,0.0178,319,14321,14002,0.0223,11855,0,11855,,48315,1571727,1523412,0.0307,48315,1571727,0,
2086,310,310,1892,69764,67872,0.0271,1552,66194,64642,0.0234,54,1177,1123,0.0459,3002,0,3002,,2444,25776,23332,0.0948,2444,25776,0,
2087,280,280,115119,13512574,13397455,0.0085,95971,12318196,12222225,0.0078,3934,348774,344840,0.0113,84158,0,84158,,535178,28407110,27871932,0.0188,535178,28407110,0,
2088,300,282,14391,1395535,1381144,0.0103,11147,1144112,1132965,0.0097,311,31302,30991,0.0099,9003,0,9003,,94331,7570361,7476030,0.0125,94331,7570361,0,
2089,333,310,206940,5587923,5380983,0.037,187289,5322867,5135578,0.0352,4803,84820,80017,0.0566,242718,0,242718,,305803,3664735,3358932,0.0834,305803,3664735,0,
2090,260,220,2193,14525,12332,0.151,1831,13348,11517,0.1372,89,191,102,0.466,1870,0,1870,,7361,32811,25450,0.2243,7361,32811,0,
2091,220,220,257,453,196,0.5673,230,421,191,0.5463,0,0,0,,196,0,196,,578,578,0,1.0,578,578,0,
2092,246,230,830,23708,22878,0.035,655,20980,20325,0.0312,41,544,503,0.0754,1034,0,1034,,3306,73091,69785,0.0452,3306,73091,0,
2093,263,263,62842,961981,899139,0.0653,41943,847622,805679,0.0495,396,10860,10464,0.0365,32718,0,32718,,915222,4428404,3513182,0.2067,915222,4428404,0,
2094,280,280,669,5376,4707,0.1244,533,4797,4264,0.1111,18,105,87,0.1714,1185,0,1185,,2673,12147,9474,0.2201,2673,12147,0,
2095,280,280,156107,20738701,20582594,0.0075,119902,17233622,17113720,0.007,2921,324270,321349,0.009,66427,0,66427,,1207938,118806804,117598866,0.0102,1207938,118806804,0,
2096,310,300,16385,463777,447392,0.0353,13753,422342,408589,0.0326,476,6879,6403,0.0692,21513,0,21513,,63832,1271831,1207999,0.0502,63832,1271831,0,
2097,310,300,6854,41449,34595,0.1654,5604,38183,32579,0.1468,177,591,414,0.2995,10424,0,10424,,29720,74766,45046,0.3975,29720,74766,0,
2098,310,310,474,1825,1351,0.2597,392,1686,1294,0.2325,13,21,8,0.619,1084,0,1084,,1201,2295,1094,0.5233,1201,2295,0,
2099,260,255,53360,1172955,1119595,0.0455,46784,1089317,1042533,0.0429,1258,20557,19299,0.0612,43070,0,43070,,146864,1823730,1676866,0.0805,146864,1823730,0,
