order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1400,266,263,358,3126,2768,0.1145,259,2593,2334,0.0999,13,80,67,0.1625,344,0,344,,1013,5956,4943,0.1701,1013,5956,0,
1401,270,270,2511,95911,93400,0.0262,2014,88696,86682,0.0227,107,3172,3065,0.0337,3559,0,3559,,7880,71008,63128,0.111,7880,71008,0,
1402,210,210,582,5766,5184,0.1009,449,5138,4689,0.0874,24,163,139,0.1472,691,0,691,,2076,12782,10706,0.1624,2076,12782,0,
1403,210,210,1771,44836,43065,0.0395,1457,38566,37109,0.0378,53,1463,1410,0.0362,1259,0,1259,,7899,197808,189909,0.0399,7899,197808,0,
1404,260,213,1339,38005,36666,0.0352,1137,35276,34139,0.0322,63,1021,958,0.0617,1510,0,1510,,1873,29033,27160,0.0645,1873,29033,0,
1405,220,220,163,281,118,0.5801,138,251,113,0.5498,2,4,2,0.5,118,0,118,,256,256,0,1.0,256,256,0,
1406,260,220,8740,12058,3318,0.7248,7823,10855,3032,0.7207,237,323,86,0.7337,5429,0,5429,,15446,17060,1614,0.9054,15446,17060,0,
1407,260,260,4597,98196,93599,0.0468,3992,91090,87098,0.0438,116,2474,2358,0.0469,4254,0,4254,,9407,84131,74724,0.1118,9407,84131,0,
1408,260,213,483,4430,3947,0.109,381,4022,3641,0.0947,14,68,54,0.2059,567,0,567,,1876,6640,4764,0.2825,1876,6640,0,
1409,268,266,1142,13530,12388,0.0844,894,11639,10745,0.0768,40,419,379,0.0955,1110,0,1110,,4687,36774,32087,0.1275,4687,36774,0,
1410,213,213,1178,16631,15453,0.0708,904,15050,14146,0.0601,35,439,404,0.0797,1139,0,1139,,1999,18175,16176,0.11,1999,18175,0,
1411,200,200,807,821,14,0.9829,667,731,64,0.9124,22,10,12,2.2,451,0,451,,3349,1486,1863,2.2537,3349,1486,0,
1412,200,200,991,535,456,1.8523,815,438,377,1.8607,23,2,21,11.5,544,0,544,,3297,882,2415,3.7381,3297,882,0,
1413,260,255,8422,75738,67316,0.1112,7319,69245,61926,0.1057,232,1986,1754,0.1168,6195,0,6195,,24870,144981,120111,0.1715,24870,144981,0,
1414,280,268,4955,9701,4746,0.5108,4152,8311,4159,0.4996,140,301,161,0.4651,4474,0,4474,,16199,27604,11405,0.5868,16199,27604,0,
1415,280,280,6135,478834,472699,0.0128,5334,451691,446357,0.0118,237,9518,9281,0.0249,7203,0,7203,,10067,343186,333119,0.0293,10067,343186,0,
