order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2265,310,300,1794383,1107062,687321,1.6209,1376172,971997,404175,1.4158,22757,19511,3246,1.1664,1001203,0,1001203,,13820609,4019153,9801456,3.4387,13820609,4019153,0,
2266,300,300,1825,42960,41135,0.0425,1523,40015,38492,0.0381,78,906,828,0.0861,2938,0,2938,,4675,45933,41258,0.1018,4675,45933,0,
2267,310,310,3261,155766,152505,0.0209,2881,148235,145354,0.0194,91,2584,2493,0.0352,4941,0,4941,,4188,68343,64155,0.0613,4188,68343,0,
2268,349,335,8366,273388,265022,0.0306,7173,259595,252422,0.0276,221,3821,3600,0.0578,15291,0,15291,,22907,241409,218502,0.0949,22907,241409,0,
2269,300,300,11059,325387,314328,0.034,9418,297001,287583,0.0317,261,9250,8989,0.0282,12184,0,12184,,45092,632543,587451,0.0713,45092,632543,0,
2270,310,310,1077,8455,7378,0.1274,847,7479,6632,0.1133,20,198,178,0.101,1383,0,1383,,4472,18813,14341,0.2377,4472,18813,0,
2271,310,310,6240,191868,185628,0.0325,5107,174160,169053,0.0293,254,5941,5687,0.0428,8469,0,8469,,23263,365889,342626,0.0636,23263,365889,0,
2272,266,266,10233,755411,745178,0.0135,8355,677490,669135,0.0123,334,30288,29954,0.011,9587,0,9587,,47135,1290855,1243720,0.0365,47135,1290855,0,
2273,300,290,146329,9491374,9345045,0.0154,128492,8569339,8440847,0.015,2347,160806,158459,0.0146,77522,0,77522,,457123,26240535,25783412,0.0174,457123,26240535,0,
2274,333,333,638364,94991798,94353434,0.0067,556449,87654980,87098531,0.0063,11060,1008739,997679,0.011,638397,0,638397,,2707569,272768252,270060683,0.0099,2707569,272768252,0,
2275,400,350,95966,3837568,3741602,0.025,75820,3393846,3318026,0.0223,2232,54834,52602,0.0407,148877,0,148877,,712296,16595996,15883700,0.0429,712296,16595996,0,
2276,300,300,17751,225482,207731,0.0787,16005,207630,191625,0.0771,266,4150,3884,0.0641,20802,0,20802,,36574,442213,405639,0.0827,36574,442213,0,
2277,300,300,49602,3089114,3039512,0.0161,33706,2140614,2106908,0.0157,641,51107,50466,0.0125,16285,0,16285,,521321,31519148,30997827,0.0165,521321,31519148,0,
2278,300,280,87034,1332143,1245109,0.0653,72679,1175557,1102878,0.0618,2037,25171,23134,0.0809,82900,0,82900,,414492,4796523,4382031,0.0864,414492,4796523,0,
2279,310,300,7707,13390,5683,0.5756,6002,11835,5833,0.5071,189,143,46,1.3217,14527,0,14527,,46643,34490,12153,1.3524,46643,34490,0,
2280,310,310,73227,4845235,4772008,0.0151,59569,4365713,4306144,0.0136,1473,70380,68907,0.0209,77852,0,77852,,368375,13052150,12683775,0.0282,368375,13052150,0,
2281,260,260,11217,85969,74752,0.1305,5669,55039,49370,0.103,56,2186,2130,0.0256,4585,0,4585,,268919,1449074,1180155,0.1856,268919,1449074,0,
2282,280,280,2453,39114,36661,0.0627,2053,35852,33799,0.0573,86,974,888,0.0883,2551,0,2551,,8872,67144,58272,0.1321,8872,67144,0,
2283,310,310,501873,7211288,6709415,0.0696,434055,6794425,6360370,0.0639,7837,117256,109419,0.0668,412939,0,412939,,2401144,7106426,4705282,0.3379,2401144,7106426,0,
2284,266,266,9920,547759,537839,0.0181,8752,499958,491206,0.0175,367,15490,15123,0.0237,7530,0,7530,,16712,884148,867436,0.0189,16712,884148,0,
2285,260,260,19091,1836360,1817269,0.0104,17257,1713647,1696390,0.0101,474,46623,46149,0.0102,12679,0,12679,,31969,1703945,1671976,0.0188,31969,1703945,0,
2286,280,280,81023,15255672,15174649,0.0053,51226,11717014,11665788,0.0044,350,92739,92389,0.0038,40063,0,40063,,1367277,166402780,165035503,0.0082,1367277,166402780,0,
2287,295,290,114658,44919476,44804818,0.0026,98834,41677806,41578972,0.0024,2034,522728,520694,0.0039,114637,0,114637,,539529,105715162,105175633,0.0051,539529,105715162,0,
2289,375,362,716142,313313294,312597152,0.0023,633288,289555496,288922208,0.0022,14051,4049026,4034975,0.0035,717878,0,717878,,2427126,820699722,818272596,0.003,2427126,820699722,0,
2290,280,270,341694,14692574,14350880,0.0233,293825,13531491,13237666,0.0217,8059,377966,369907,0.0213,186001,0,186001,,1417839,23743584,22325745,0.0597,1417839,23743584,0,
2291,300,300,11780,270556,258776,0.0435,9605,236864,227259,0.0406,254,5149,4895,0.0493,10394,0,10394,,67928,1062318,994390,0.0639,67928,1062318,0,
2292,300,300,46943,1337693,1290750,0.0351,40181,1191488,1151307,0.0337,1134,24162,23028,0.0469,35547,0,35547,,173592,3694348,3520756,0.047,173592,3694348,0,
2293,335,330,593696,123138333,122544637,0.0048,532929,116171217,115638288,0.0046,9934,1795948,1786014,0.0055,540054,0,540054,,1442023,135105496,133663473,0.0107,1442023,135105496,0,
2294,220,220,17866,409179,391313,0.0437,13482,346773,333291,0.0389,197,4111,3914,0.0479,8969,0,8969,,269049,3963084,3694035,0.0679,269049,3963084,0,
2295,310,310,41301,1563976,1522675,0.0264,30088,1331744,1301656,0.0226,478,17072,16594,0.028,37181,0,37181,,391088,8101305,7710217,0.0483,391088,8101305,0,
2296,300,300,204829,18346528,18141699,0.0112,153934,15409835,15255901,0.01,1619,204799,203180,0.0079,107074,0,107074,,2249410,119151249,116901839,0.0189,2249410,119151249,0,
2297,310,310,1089617,18776042,17686425,0.058,962134,17565972,16603838,0.0548,13279,322546,309267,0.0412,731151,0,731151,,4177708,24316251,20138543,0.1718,4177708,24316251,0,
2298,280,280,64614,2698056,2633442,0.0239,55978,2432257,2376279,0.023,1268,46026,44758,0.0275,37456,0,37456,,230100,7791883,7561783,0.0295,230100,7791883,0,
2299,310,300,121835,32143572,32021737,0.0038,107788,29899162,29791374,0.0036,2107,487491,485384,0.0043,128862,0,128862,,368969,61056627,60687658,0.006,368969,61056627,0,
