order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2100,280,280,2525,35597,33072,0.0709,2067,32548,30481,0.0635,62,577,515,0.1075,3322,0,3322,,11153,79315,68162,0.1406,11153,79315,0,
2101,300,280,27498,1177611,1150113,0.0234,23573,1077499,1053926,0.0219,523,17731,17208,0.0295,20817,0,20817,,103551,2686961,2583410,0.0385,103551,2686961,0,
2102,300,268,1118,7451,6333,0.15,916,6719,5803,0.1363,32,108,76,0.2963,1978,0,1978,,2093,5335,3242,0.3923,2093,5335,0,
2103,310,280,120983,1716034,1595051,0.0705,106089,1583690,1477601,0.067,1885,29221,27336,0.0645,109283,0,109283,,406730,3507717,3100987,0.116,406730,3507717,0,
2104,266,263,1212,13633,12421,0.0889,979,11586,10607,0.0845,27,483,456,0.0559,928,0,928,,4115,43565,39450,0.0945,4115,43565,0,
2105,260,215,1081,161863,160782,0.0067,941,150805,149864,0.0062,39,2870,2831,0.0136,1107,0,1107,,1701,442841,441140,0.0038,1701,442841,0,
2106,300,300,3463,3948,485,0.8772,2854,3405,551,0.8382,39,38,1,1.0263,5060,0,5060,,18015,10107,7908,1.7824,18015,10107,0,
2107,300,300,7858,246515,238657,0.0319,6537,227607,221070,0.0287,199,4577,4378,0.0435,8623,0,8623,,39425,421305,381880,0.0936,39425,421305,0,
2108,400,380,12916,672274,659358,0.0192,9595,574234,564639,0.0167,232,11691,11459,0.0198,8971,0,8971,,96547,2864435,2767888,0.0337,96547,2864435,0,
2109,300,280,131273,3646113,3514840,0.036,113081,3260373,3147292,0.0347,2918,68434,65516,0.0426,77187,0,77187,,471399,10204792,9733393,0.0462,471399,10204792,0,
