order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1840,268,265,6626,125155,118529,0.0529,5325,104414,99089,0.051,181,5700,5519,0.0318,4443,0,4443,,40060,491668,451608,0.0815,40060,491668,0,
1841,270,270,2539,71055,68516,0.0357,1930,54533,52603,0.0354,81,3762,3681,0.0215,1681,0,1681,,15660,423171,407511,0.037,15660,423171,0,
1842,263,263,11078,1072879,1061801,0.0103,9673,987166,977493,0.0098,306,32734,32428,0.0093,8699,0,8699,,23209,1157462,1134253,0.0201,23209,1157462,0,
1843,220,220,278,438,160,0.6347,249,405,156,0.6148,1,1,0,1.0,160,0,160,,469,469,0,1.0,469,469,0,
1844,266,266,10820,32209,21389,0.3359,8006,25926,17920,0.3088,125,411,286,0.3041,6059,0,6059,,113131,249537,136406,0.4534,113131,249537,0,
1845,220,220,346,551,205,0.6279,293,480,187,0.6104,2,4,2,0.5,205,0,205,,647,647,0,1.0,647,647,0,
1846,300,280,1426,31849,30423,0.0448,1169,29520,28351,0.0396,50,615,565,0.0813,1919,0,1919,,3138,31706,28568,0.099,3138,31706,0,
1847,266,263,8193,541311,533118,0.0151,6951,466235,459284,0.0149,234,24451,24217,0.0096,5304,0,5304,,26732,1537029,1510297,0.0174,26732,1537029,0,
1848,260,255,75116,342705,267589,0.2192,67098,320703,253605,0.2092,1544,5148,3604,0.2999,57410,0,57410,,188910,512818,323908,0.3684,188910,512818,0,
1849,220,220,210,417,207,0.5036,191,398,207,0.4799,0,0,0,,207,0,207,,507,507,0,1.0,507,507,0,
1850,220,220,828,1848,1020,0.4481,723,1696,973,0.4263,11,17,6,0.6471,580,0,580,,2719,4110,1391,0.6616,2719,4110,0,
1851,268,268,6281,111117,104836,0.0565,5549,101554,96005,0.0546,247,3164,2917,0.0781,5869,0,5869,,7828,170576,162748,0.0459,7828,170576,0,
1852,220,220,1105,1856,751,0.5954,921,1621,700,0.5682,4,7,3,0.5714,708,0,708,,3116,3205,89,0.9722,3116,3205,0,
1853,270,270,1963,42081,40118,0.0466,1501,32407,30906,0.0463,63,2267,2204,0.0278,1423,0,1423,,10864,241561,230697,0.045,10864,241561,0,
1854,268,268,4196,232276,228080,0.0181,3290,187987,184697,0.0175,175,12315,12140,0.0142,2999,0,2999,,21819,1053265,1031446,0.0207,21819,1053265,0,
1855,220,220,293,468,175,0.6261,240,389,149,0.617,1,2,1,0.5,175,0,175,,407,407,0,1.0,407,407,0,
1856,260,260,13560,346300,332740,0.0392,11526,318398,306872,0.0362,445,10662,10217,0.0417,14039,0,14039,,47670,439295,391625,0.1085,47670,439295,0,
1857,220,220,940,5033,4093,0.1868,682,4089,3407,0.1668,14,101,87,0.1386,692,0,692,,2122,13491,11369,0.1573,2122,13491,0,
1858,260,260,5082,191895,186813,0.0265,4390,175360,170970,0.025,196,5611,5415,0.0349,4106,0,4106,,12897,334974,322077,0.0385,12897,334974,0,
1859,260,260,2201,41308,39107,0.0533,1794,36663,34869,0.0489,92,1262,1170,0.0729,1937,0,1937,,8491,120819,112328,0.0703,8491,120819,0,
1860,260,260,1541,25200,23659,0.0612,1252,20121,18869,0.0622,46,1230,1184,0.0374,847,0,847,,5799,115061,109262,0.0504,5799,115061,0,
1861,268,268,3577,104502,100925,0.0342,2842,88596,85754,0.0321,91,2570,2479,0.0354,2190,0,2190,,18437,423248,404811,0.0436,18437,423248,0,
1862,220,220,1616,3156,1540,0.512,1336,2723,1387,0.4906,9,25,16,0.36,1002,0,1002,,6190,10217,4027,0.6059,6190,10217,0,
1863,266,266,4587,60317,55730,0.076,3902,54926,51024,0.071,161,2050,1889,0.0785,3949,0,3949,,9169,68183,59014,0.1345,9169,68183,0,
1864,200,200,170,488,318,0.3484,143,428,285,0.3341,2,2,0,1.0,248,0,248,,872,898,26,0.971,872,898,0,
1865,280,280,1052,26873,25821,0.0391,890,25440,24550,0.035,40,354,314,0.113,1921,0,1921,,1294,18226,16932,0.071,1294,18226,0,
1866,222,220,2751,957,1794,2.8746,2397,865,1532,2.7711,79,12,67,6.5833,3432,0,3432,,6597,1174,5423,5.6193,6597,1174,0,
1867,280,280,4021,55599,51578,0.0723,3463,51310,47847,0.0675,98,891,793,0.11,4325,0,4325,,10630,89695,79065,0.1185,10630,89695,0,
1868,300,280,13366,832335,818969,0.0161,11087,750015,738928,0.0148,325,12559,12234,0.0259,12380,0,12380,,64287,2522768,2458481,0.0255,64287,2522768,0,
1869,255,220,1577,4912,3335,0.3211,1337,4327,2990,0.309,45,100,55,0.45,1272,0,1272,,3473,11528,8055,0.3013,3473,11528,0,
1870,260,260,1716,17047,15331,0.1007,1150,11715,10565,0.0982,20,480,460,0.0417,586,0,586,,24590,230153,205563,0.1068,24590,230153,0,
1871,268,266,3260,50203,46943,0.0649,2817,46366,43549,0.0608,105,1557,1452,0.0674,4336,0,4336,,6189,42861,36672,0.1444,6189,42861,0,
1872,300,300,743,2740,1997,0.2712,526,2049,1523,0.2567,14,64,50,0.2188,943,0,943,,3277,12879,9602,0.2544,3277,12879,0,
1873,300,300,1080,11226,10146,0.0962,871,10326,9455,0.0844,36,197,161,0.1827,1891,0,1891,,4121,17194,13073,0.2397,4121,17194,0,
1874,280,280,1183,17407,16224,0.068,988,16178,15190,0.0611,42,309,267,0.1359,1903,0,1903,,2947,20472,17525,0.144,2947,20472,0,
1875,260,260,3808,141653,137845,0.0269,3192,117606,114414,0.0271,105,5057,4952,0.0208,1942,0,1942,,18192,824347,806155,0.0221,18192,824347,0,
1876,262,260,15047,115148,100101,0.1307,12377,107487,95110,0.1151,183,2829,2646,0.0647,14485,0,14485,,93201,112955,19754,0.8251,93201,112955,0,
1877,266,263,7580,984049,976469,0.0077,6278,874993,868715,0.0072,268,37939,37671,0.0071,7653,0,7653,,30779,2224386,2193607,0.0138,30779,2224386,0,
1878,266,266,24020,1152752,1128732,0.0208,21046,1057449,1036403,0.0199,613,36509,35896,0.0168,21330,0,21330,,52893,1521328,1468435,0.0348,52893,1521328,0,
1879,220,220,278,419,141,0.6635,248,388,140,0.6392,1,1,0,1.0,141,0,141,,392,392,0,1.0,392,392,0,
1880,280,268,44202,1148178,1103976,0.0385,38851,1051678,1012827,0.0369,1109,36381,35272,0.0305,32655,0,32655,,108774,1496909,1388135,0.0727,108774,1496909,0,
1881,266,266,2967,66443,63476,0.0447,2333,56645,54312,0.0412,94,2777,2683,0.0338,1837,0,1837,,10076,190045,179969,0.053,10076,190045,0,
1882,263,263,14218,2032499,2018281,0.007,12455,1898632,1886177,0.0066,400,53834,53434,0.0074,14757,0,14757,,27064,1649944,1622880,0.0164,27064,1649944,0,
1883,260,260,709,10967,10258,0.0646,585,9847,9262,0.0594,30,349,319,0.086,765,0,765,,1986,18515,16529,0.1073,1986,18515,0,
1884,263,263,4081,105371,101290,0.0387,3228,92019,88791,0.0351,119,4102,3983,0.029,3832,0,3832,,13318,250460,237142,0.0532,13318,250460,0,
1885,265,265,1016,6559,5543,0.1549,763,5567,4804,0.1371,21,171,150,0.1228,1249,0,1249,,2282,14786,12504,0.1543,2282,14786,0,
1886,280,266,22683,1350975,1328292,0.0168,20059,1260802,1240743,0.0159,561,26375,25814,0.0213,21715,0,21715,,47275,1586482,1539207,0.0298,47275,1586482,0,
1887,265,265,3112,54613,51501,0.057,2548,48479,45931,0.0526,75,1081,1006,0.0694,3733,0,3733,,13133,157583,144450,0.0833,13133,157583,0,
1888,300,300,17326,90253,72927,0.192,15334,77656,62322,0.1975,266,3568,3302,0.0746,18885,0,18885,,50933,359222,308289,0.1418,50933,359222,0,
1889,268,268,1026,12273,11247,0.0836,809,11302,10493,0.0716,39,323,284,0.1207,1627,0,1627,,1342,6325,4983,0.2122,1342,6325,0,
1890,280,280,9489,463927,454438,0.0205,7641,414429,406788,0.0184,270,9448,9178,0.0286,8135,0,8135,,45967,1290025,1244058,0.0356,45967,1290025,0,
1891,260,260,7634,378641,371007,0.0202,6732,343498,336766,0.0196,201,11255,11054,0.0179,5115,0,5115,,19319,764460,745141,0.0253,19319,764460,0,
1892,268,268,1237,36336,35099,0.034,923,31670,30747,0.0291,36,632,596,0.057,1026,0,1026,,8491,152891,144400,0.0555,8491,152891,0,
1893,300,300,2075,60059,57984,0.0345,1810,57061,55251,0.0317,53,802,749,0.0661,3515,0,3515,,2723,33046,30323,0.0824,2723,33046,0,
1894,330,310,16464,25971,9507,0.6339,12823,22235,9412,0.5767,415,569,154,0.7293,14404,0,14404,,93257,90715,2542,1.028,93257,90715,0,
1895,260,260,14301,263633,249332,0.0542,12445,246711,234266,0.0504,301,5410,5109,0.0556,10986,0,10986,,38912,271938,233026,0.1431,38912,271938,0,
1896,300,300,6500,290107,283607,0.0224,5275,256231,250956,0.0206,208,6227,6019,0.0334,5853,0,5853,,27661,826072,798411,0.0335,27661,826072,0,
1897,220,220,2596,2510,86,1.0343,2157,2228,71,0.9681,43,25,18,1.72,1903,0,1903,,14458,2753,11705,5.2517,14458,2753,0,
1898,268,266,2041,9029,6988,0.226,1258,7211,5953,0.1745,46,316,270,0.1456,950,0,950,,23564,43161,19597,0.546,23564,43161,0,
1899,263,260,3279,230524,227245,0.0142,2710,215422,212712,0.0126,210,7440,7230,0.0282,4702,0,4702,,7871,117210,109339,0.0672,7871,117210,0,
