order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1755,280,280,643,8371,7728,0.0768,528,7821,7293,0.0675,25,140,115,0.1786,1198,0,1198,,1774,8857,7083,0.2003,1774,8857,0,
1756,260,260,4554,235728,231174,0.0193,3917,213221,209304,0.0184,149,7245,7096,0.0206,4040,0,4040,,12905,495220,482315,0.0261,12905,495220,0,
1757,300,300,817,9052,8235,0.0903,643,8231,7588,0.0781,22,143,121,0.1538,1364,0,1364,,2189,11816,9627,0.1853,2189,11816,0,
1758,280,280,10245,362357,352112,0.0283,8941,339055,330114,0.0264,330,7030,6700,0.0469,9069,0,9069,,22007,367445,345438,0.0599,22007,367445,0,
1759,260,260,1157,17214,16057,0.0672,952,14781,13829,0.0644,29,552,523,0.0525,802,0,802,,5077,74475,69398,0.0682,5077,74475,0,
1760,310,310,440,1154,714,0.3813,344,972,628,0.3539,6,10,4,0.6,625,0,625,,1702,2968,1266,0.5735,1702,2968,0,
1761,280,280,3375,57733,54358,0.0585,2692,51110,48418,0.0527,102,1175,1073,0.0868,3040,0,3040,,12926,152790,139864,0.0846,12926,152790,0,
1762,270,270,285,644,359,0.4425,187,431,244,0.4339,7,18,11,0.3889,130,0,130,,2439,5457,3018,0.4469,2439,5457,0,
1763,200,200,174,291,117,0.5979,150,263,113,0.5703,0,0,0,,117,0,117,,351,351,0,1.0,351,351,0,
1764,220,220,255,425,170,0.6,217,377,160,0.5756,1,2,1,0.5,170,0,170,,400,400,0,1.0,400,400,0,
1765,260,260,412,4074,3662,0.1011,331,3731,3400,0.0887,22,108,86,0.2037,530,0,530,,1213,5086,3873,0.2385,1213,5086,0,
1766,270,270,15330,674989,659659,0.0227,12673,596620,583947,0.0212,380,27596,27216,0.0138,11163,0,11163,,69070,1516704,1447634,0.0455,69070,1516704,0,
1767,280,266,2158,12797,10639,0.1686,1775,11621,9846,0.1527,44,280,236,0.1571,2246,0,2246,,8392,16778,8386,0.5002,8392,16778,0,
1768,270,270,290,1703,1413,0.1703,215,1334,1119,0.1612,9,68,59,0.1324,208,0,208,,1665,8916,7251,0.1867,1665,8916,0,
1769,300,268,60049,2701001,2640952,0.0222,53841,2485317,2431476,0.0217,1055,74617,73562,0.0141,57200,0,57200,,153169,4444754,4291585,0.0345,153169,4444754,0,
1770,266,266,1330,24135,22805,0.0551,1065,19250,18185,0.0553,43,1122,1079,0.0383,744,0,744,,5715,114812,109097,0.0498,5715,114812,0,
1771,266,266,474,2784,2310,0.1703,357,2145,1788,0.1664,12,117,105,0.1026,250,0,250,,2834,14930,12096,0.1898,2834,14930,0,
1772,260,260,4940,179058,174118,0.0276,4429,167257,162828,0.0265,159,4346,4187,0.0366,4173,0,4173,,5938,168127,162189,0.0353,5938,168127,0,
1773,300,300,800,5191,4391,0.1541,501,4397,3896,0.1139,27,133,106,0.203,1176,0,1176,,2711,5703,2992,0.4754,2711,5703,0,
1774,270,270,493,4245,3752,0.1161,383,3553,3170,0.1078,15,155,140,0.0968,556,0,556,,2136,15140,13004,0.1411,2136,15140,0,
1775,260,255,2912,67554,64642,0.0431,2582,62883,60301,0.0411,92,1623,1531,0.0567,2311,0,2311,,2843,59868,57025,0.0475,2843,59868,0,
1776,255,255,5250,121327,116077,0.0433,4308,106799,102491,0.0403,182,4314,4132,0.0422,5135,0,5135,,22752,354705,331953,0.0641,22752,354705,0,
1777,220,220,223,404,181,0.552,200,378,178,0.5291,0,0,0,,181,0,181,,383,383,0,1.0,383,383,0,
1778,300,300,3225,155784,152559,0.0207,2685,143099,140414,0.0188,90,2580,2490,0.0349,4096,0,4096,,9478,269090,259612,0.0352,9478,269090,0,
1779,222,222,799,7748,6949,0.1031,656,6953,6297,0.0943,31,177,146,0.1751,879,0,879,,3410,25442,22032,0.134,3410,25442,0,
1780,260,220,2881,4138,1257,0.6962,2525,3780,1255,0.668,98,75,23,1.3067,2816,0,2816,,4048,3097,951,1.3071,4048,3097,0,
1781,220,220,271,547,276,0.4954,227,488,261,0.4652,5,9,4,0.5556,219,0,219,,967,1314,347,0.7359,967,1314,0,
1782,260,260,1286,13514,12228,0.0952,1054,12244,11190,0.0861,26,335,309,0.0776,953,0,953,,7067,31026,23959,0.2278,7067,31026,0,
1783,266,266,2004,57358,55354,0.0349,1722,52283,50561,0.0329,84,1985,1901,0.0423,2106,0,2106,,2858,64520,61662,0.0443,2858,64520,0,
1784,268,265,4271,54282,50011,0.0787,3362,43025,39663,0.0781,95,2369,2274,0.0401,2317,0,2317,,22138,285222,263084,0.0776,22138,285222,0,
1785,260,260,15247,2277533,2262286,0.0067,13193,2091937,2078744,0.0063,518,73415,72897,0.0071,16640,0,16640,,36326,2951325,2914999,0.0123,36326,2951325,0,
1786,263,263,608,4353,3745,0.1397,468,3617,3149,0.1294,19,118,99,0.161,470,0,470,,2582,15872,13290,0.1627,2582,15872,0,
1787,220,220,205,333,128,0.6156,178,300,122,0.5933,1,2,1,0.5,128,0,128,,369,369,0,1.0,369,369,0,
1788,300,300,2971,138093,135122,0.0215,2387,123826,121439,0.0193,111,3572,3461,0.0311,4099,0,4099,,11625,317776,306151,0.0366,11625,317776,0,
1789,260,260,8612,351867,343255,0.0245,7753,325558,317805,0.0238,263,9309,9046,0.0283,5373,0,5373,,11757,478557,466800,0.0246,11757,478557,0,
1790,260,260,14362,224632,210270,0.0639,12224,200315,188091,0.061,212,5713,5501,0.0371,14223,0,14223,,62035,581798,519763,0.1066,62035,581798,0,
1791,220,220,2284,9494,7210,0.2406,1836,8150,6314,0.2253,52,219,167,0.2374,1932,0,1932,,17341,64395,47054,0.2693,17341,64395,0,
1792,263,263,10517,969934,959417,0.0108,9078,889492,880414,0.0102,421,33777,33356,0.0125,10277,0,10277,,21849,1033773,1011924,0.0211,21849,1033773,0,
1793,300,280,4820,551137,546317,0.0087,3501,471692,468191,0.0074,224,22311,22087,0.01,4684,0,4684,,42611,2383512,2340901,0.0179,42611,2383512,0,
1794,268,268,61548,562484,500936,0.1094,54568,503361,448793,0.1084,1540,19449,17909,0.0792,39144,0,39144,,133505,1118072,984567,0.1194,133505,1118072,0,
1795,263,263,3251,13495,10244,0.2409,2398,11737,9339,0.2043,95,252,157,0.377,2807,0,2807,,22364,39881,17517,0.5608,22364,39881,0,
1796,255,220,3477,1666,1811,2.087,2941,1313,1628,2.2399,86,10,76,8.6,3048,0,3048,,12876,1970,10906,6.536,12876,1970,0,
1797,220,220,208,323,115,0.644,179,290,111,0.6172,0,0,0,,115,0,115,,347,347,0,1.0,347,347,0,
1798,263,263,1205,12855,11650,0.0937,979,10971,9992,0.0892,41,481,440,0.0852,1087,0,1087,,4413,39234,34821,0.1125,4413,39234,0,
1799,210,200,1061,4346,3285,0.2441,875,3931,3056,0.2226,35,105,70,0.3333,1268,0,1268,,4181,10953,6772,0.3817,4181,10953,0,
