order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2500,300,300,609486,10183509,9574023,0.0599,520993,9061280,8540287,0.0575,8412,163381,154969,0.0515,373807,0,373807,,3074531,38908761,35834230,0.079,3074531,38908761,0,
2501,300,300,282302,3681264,3398962,0.0767,246782,3433300,3186518,0.0719,4771,43229,38458,0.1104,283595,0,283595,,1128794,6111646,4982852,0.1847,1128794,6111646,0,
2502,280,266,214597,21002673,20788076,0.0102,180356,18671237,18490881,0.0097,3190,312867,309677,0.0102,110487,0,110487,,1160015,78674412,77514397,0.0147,1160015,78674412,0,
2503,260,260,5715,166121,160406,0.0344,4501,138000,133499,0.0326,118,5706,5588,0.0207,2600,0,2600,,44934,1000432,955498,0.0449,44934,1000432,0,
2504,360,350,1469660,32045204,30575544,0.0459,1362104,30673441,29311337,0.0444,23948,408989,385041,0.0586,1342235,0,1342235,,1683657,21447320,19763663,0.0785,1683657,21447320,0,
2506,300,300,42606,75137,32531,0.567,36725,64940,28215,0.5655,759,783,24,0.9693,55699,0,55699,,189317,310538,121221,0.6096,189317,310538,0,
2508,310,310,17072,990526,973454,0.0172,14919,940202,925283,0.0159,551,17040,16489,0.0323,24249,0,24249,,32616,606142,573526,0.0538,32616,606142,0,
2509,220,220,2177,3166,989,0.6876,1871,2838,967,0.6593,12,12,0,1.0,989,0,989,,12334,12334,0,1.0,12334,12334,0,
2510,312,310,158553,1838736,1680183,0.0862,142941,1756774,1613833,0.0814,3103,11078,7975,0.2801,206050,0,206050,,353166,3242610,2889444,0.1089,353166,3242610,0,
2512,310,310,139351,12454240,12314889,0.0112,123317,11664836,11541519,0.0106,1664,187566,185902,0.0089,140421,0,140421,,576688,16361314,15784626,0.0352,576688,16361314,0,
2513,400,390,599007,160095459,159496452,0.0037,511264,143646119,143134855,0.0036,14986,4241875,4226889,0.0035,551595,0,551595,,2749178,488356624,485607446,0.0056,2749178,488356624,0,
2516,328,310,1075953,298637243,297561290,0.0036,912168,278998694,278086526,0.0033,23042,3762075,3739033,0.0061,851743,0,851743,,4261744,506042901,501781157,0.0084,4261744,506042901,0,
2517,300,300,479,1562,1083,0.3067,372,1255,883,0.2964,9,26,17,0.3462,680,0,680,,3287,8396,5109,0.3915,3287,8396,0,
2518,282,280,59605,664422,604817,0.0897,53674,622135,568461,0.0863,549,11032,10483,0.0498,44101,0,44101,,277666,858013,580347,0.3236,277666,858013,0,
2519,455,455,139804,899359,759555,0.1554,117396,806988,689592,0.1455,3699,16348,12649,0.2263,181513,0,181513,,694902,2644339,1949437,0.2628,694902,2644339,0,
2522,262,260,165798,4443321,4277523,0.0373,98974,3304410,3205436,0.03,452,13187,12735,0.0343,65293,0,65293,,3492165,60692080,57199915,0.0575,3492165,60692080,0,
2524,310,310,31149,657939,626790,0.0473,27659,616549,588890,0.0449,711,11837,11126,0.0601,41796,0,41796,,83909,644721,560812,0.1301,83909,644721,0,
