order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1500,260,260,5936,289124,283188,0.0205,5209,258833,253624,0.0201,169,9030,8861,0.0187,3893,0,3893,,14915,777519,762604,0.0192,14915,777519,0,
1501,266,266,330,2591,2261,0.1274,253,2246,1993,0.1126,12,80,68,0.15,328,0,328,,951,5238,4287,0.1816,951,5238,0,
1502,280,280,3048,171627,168579,0.0178,2519,160464,157945,0.0157,258,5426,5168,0.0475,5548,0,5548,,3146,103013,99867,0.0305,3146,103013,0,
1503,266,246,1038,8367,7329,0.1241,801,7226,6425,0.1108,46,248,202,0.1855,1484,0,1484,,3213,18624,15411,0.1725,3213,18624,0,
1504,220,220,1110,1744,634,0.6365,860,1417,557,0.6069,16,19,3,0.8421,930,0,930,,1100,1053,47,1.0446,1100,1053,0,
1505,260,255,2985,45287,42302,0.0659,2520,41388,38868,0.0609,121,1244,1123,0.0973,3220,0,3220,,7344,66045,58701,0.1112,7344,66045,0,
1506,220,220,389,984,595,0.3953,332,901,569,0.3685,9,20,11,0.45,373,0,373,,872,981,109,0.8889,872,981,0,
1507,280,280,24987,2903319,2878332,0.0086,21974,2697762,2675788,0.0081,823,62155,61332,0.0132,19810,0,19810,,50801,3490915,3440114,0.0146,50801,3490915,0,
1508,260,260,14585,1374126,1359541,0.0106,13215,1297485,1284270,0.0102,360,31846,31486,0.0113,11677,0,11677,,15634,634046,618412,0.0247,15634,634046,0,
1509,220,220,197,353,156,0.5581,170,318,148,0.5346,2,5,3,0.4,156,0,156,,277,277,0,1.0,277,277,0,
1510,220,220,1110,2779,1669,0.3994,895,2313,1418,0.3869,15,69,54,0.2174,861,0,861,,1908,6179,4271,0.3088,1908,6179,0,
1511,260,260,1654,44659,43005,0.037,1410,40515,39105,0.0348,63,1285,1222,0.049,1452,0,1452,,4876,93656,88780,0.0521,4876,93656,0,
1512,220,220,365,826,461,0.4419,313,763,450,0.4102,9,19,10,0.4737,358,0,358,,819,1231,412,0.6653,819,1231,0,
1513,263,263,3286,80903,77617,0.0406,2785,72131,69346,0.0386,100,2669,2569,0.0375,2743,0,2743,,8362,149754,141392,0.0558,8362,149754,0,
1514,220,220,628,620,8,1.0129,434,394,40,1.1015,13,8,5,1.625,740,0,740,,3212,757,2455,4.2431,3212,757,0,
1515,270,270,637,4444,3807,0.1433,450,3039,2589,0.1481,24,208,184,0.1154,349,0,349,,4496,37845,33349,0.1188,4496,37845,0,
1516,300,270,309,2044,1735,0.1512,202,1657,1455,0.1219,9,39,30,0.2308,387,0,387,,2135,6767,4632,0.3155,2135,6767,0,
1517,220,220,172,352,180,0.4886,128,273,145,0.4689,0,0,0,,180,0,180,,290,290,0,1.0,290,290,0,
1518,268,268,2685,88709,86024,0.0303,2195,78428,76233,0.028,137,3803,3666,0.036,2810,0,2810,,7555,176456,168901,0.0428,7555,176456,0,
1519,260,260,3950,196548,192598,0.0201,3340,175886,172546,0.019,168,6821,6653,0.0246,3722,0,3722,,9715,358509,348794,0.0271,9715,358509,0,
