order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1000,220,220,102,201,99,0.5075,79,165,86,0.4788,1,4,3,0.25,99,0,99,,135,135,0,1.0,135,135,0,
1001,200,200,86,203,117,0.4236,68,176,108,0.3864,0,0,0,,117,0,117,,132,132,0,1.0,132,132,0,
1002,220,220,469,751,282,0.6245,371,639,268,0.5806,16,17,1,0.9412,420,0,420,,1406,1422,16,0.9887,1406,1422,0,
1003,220,220,109,216,107,0.5046,75,157,82,0.4777,2,6,4,0.3333,107,0,107,,111,111,0,1.0,111,111,0,
1004,268,200,127,613,486,0.2072,74,431,357,0.1717,7,13,6,0.5385,170,0,170,,457,1392,935,0.3283,457,1392,0,
1005,200,200,123,208,85,0.5913,108,186,78,0.5806,0,0,0,,85,0,85,,121,121,0,1.0,121,121,0,
1006,220,220,126,223,97,0.565,105,198,93,0.5303,1,1,0,1.0,97,0,97,,119,119,0,1.0,119,119,0,
1007,200,200,124,173,49,0.7168,107,153,46,0.6993,0,0,0,,49,0,49,,127,127,0,1.0,127,127,0,
1008,220,220,123,215,92,0.5721,85,153,68,0.5556,1,2,1,0.5,92,0,92,,120,120,0,1.0,120,120,0,
1009,220,220,70,127,57,0.5512,58,114,56,0.5088,1,1,0,1.0,57,0,57,,179,179,0,1.0,179,179,0,
1010,266,266,82,297,215,0.2761,39,177,138,0.2203,5,10,5,0.5,85,0,85,,560,1608,1048,0.3483,560,1608,0,
1011,220,220,127,270,143,0.4704,90,197,107,0.4569,2,6,4,0.3333,143,0,143,,74,74,0,1.0,74,74,0,
1012,200,200,165,280,115,0.5893,147,251,104,0.5857,0,0,0,,115,0,115,,96,96,0,1.0,96,96,0,
1013,220,220,147,237,90,0.6203,106,169,63,0.6272,1,1,0,1.0,90,0,90,,127,127,0,1.0,127,127,0,
1014,220,220,139,225,86,0.6178,123,203,80,0.6059,2,4,2,0.5,86,0,86,,83,83,0,1.0,83,83,0,
1015,220,220,149,213,64,0.6995,128,186,58,0.6882,1,1,0,1.0,64,0,64,,109,109,0,1.0,109,109,0,
1016,200,200,111,191,80,0.5812,91,159,68,0.5723,0,0,0,,80,0,80,,157,157,0,1.0,157,157,0,
