order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
2420,335,333,127310,18370910,18243600,0.0069,112256,17090300,16978044,0.0066,2713,303398,300685,0.0089,142647,0,142647,,325632,28121847,27796215,0.0116,325632,28121847,0,
2422,300,300,228317,3349598,3121281,0.0682,203240,3128630,2925390,0.065,3117,46829,43712,0.0666,181327,0,181327,,801885,4882900,4081015,0.1642,801885,4882900,0,
2423,375,333,12494,398687,386193,0.0313,10411,373476,363065,0.0279,377,4553,4176,0.0828,29326,0,29326,,53772,768485,714713,0.07,53772,768485,0,
2425,350,335,818779,146064555,145245776,0.0056,708413,136988740,136280327,0.0052,13131,1717240,1704109,0.0076,1095130,0,1095130,,3682000,250629377,246947377,0.0147,3682000,250629377,0,
2426,262,262,11550,509026,497476,0.0227,9576,455922,446346,0.021,254,11255,11001,0.0226,10821,0,10821,,75837,1933691,1857854,0.0392,75837,1933691,0,
2427,280,280,43347,2225014,2181667,0.0195,37386,2037185,1999799,0.0184,877,39297,38420,0.0223,37939,0,37939,,163757,5045020,4881263,0.0325,163757,5045020,0,
2428,333,330,474613,34781413,34306800,0.0136,420619,33081224,32660605,0.0127,9474,390507,381033,0.0243,620640,0,620640,,1295739,39186952,37891213,0.0331,1295739,39186952,0,
2429,360,360,271157,44787447,44516290,0.0061,240490,42421856,42181366,0.0057,5527,515837,510310,0.0107,399860,0,399860,,736336,60186828,59450492,0.0122,736336,60186828,0,
2430,310,300,2344645,10965164,8620519,0.2138,2067249,10168799,8101550,0.2033,45164,165306,120142,0.2732,1619047,0,1619047,,6745659,19642932,12897273,0.3434,6745659,19642932,0,
2431,280,280,9113,532729,523616,0.0171,7521,482282,474761,0.0156,193,8142,7949,0.0237,8688,0,8688,,48409,1620503,1572094,0.0299,48409,1620503,0,
2432,280,262,1176,17992,16816,0.0654,977,16720,15743,0.0584,46,237,191,0.1941,2159,0,2159,,3118,27702,24584,0.1126,3118,27702,0,
2433,335,333,297804,27705334,27407530,0.0107,270201,26420143,26149942,0.0102,6337,344390,338053,0.0184,333903,0,333903,,489931,22841423,22351492,0.0214,489931,22841423,0,
2434,350,335,163008,19396321,19233313,0.0084,143426,18087964,17944538,0.0079,3882,307527,303645,0.0126,175657,0,175657,,469969,32603842,32133873,0.0144,469969,32603842,0,
2437,265,265,15289,1089026,1073737,0.014,13216,987749,974533,0.0134,298,27950,27652,0.0107,10364,0,10364,,58091,2419940,2361849,0.024,58091,2419940,0,
2438,310,310,373,986,613,0.3783,306,867,561,0.3529,6,10,4,0.6,531,0,531,,1567,2574,1007,0.6088,1567,2574,0,
2439,420,400,10908481,85104985,74196504,0.1282,9431257,77612853,68181596,0.1215,246460,2255442,2008982,0.1093,9882584,0,9882584,,43280436,205731106,162450670,0.2104,43280436,205731106,0,
2440,295,295,138555,26520549,26381994,0.0052,106552,20427589,20321037,0.0052,2362,648212,645850,0.0036,82445,0,82445,,1249201,242954174,241704973,0.0051,1249201,242954174,0,
2441,310,310,1561,61459,59898,0.0254,1269,57072,55803,0.0222,38,1314,1276,0.0289,2142,0,2142,,8047,85280,77233,0.0944,8047,85280,0,
2442,330,330,13922,564860,550938,0.0246,11841,533315,521474,0.0222,350,6758,6408,0.0518,25540,0,25540,,51682,740057,688375,0.0698,51682,740057,0,
2443,200,200,324,497,173,0.6519,291,461,170,0.6312,0,0,0,,173,0,173,,775,775,0,1.0,775,775,0,
2444,255,255,7818,189722,181904,0.0412,7058,177898,170840,0.0397,189,4833,4644,0.0391,6388,0,6388,,10761,124109,113348,0.0867,10761,124109,0,
2446,262,262,20766,757569,736803,0.0274,17781,696085,678304,0.0255,166,3778,3612,0.0439,15167,0,15167,,116300,2475798,2359498,0.047,116300,2475798,0,
2447,310,310,83697,5339514,5255817,0.0157,74519,5042411,4967892,0.0148,1925,85034,83109,0.0226,94070,0,94070,,152910,4334872,4181962,0.0353,152910,4334872,0,
2449,280,280,295687,48572462,48276775,0.0061,236814,40459376,40222562,0.0059,3231,610637,607406,0.0053,111778,0,111778,,2268232,327213234,324945002,0.0069,2268232,327213234,0,
2450,375,372,66591,9648789,9582198,0.0069,60495,9277343,9216848,0.0065,1447,118930,117483,0.0122,119653,0,119653,,90298,5666558,5576260,0.0159,90298,5666558,0,
2451,375,375,104739,26379595,26274856,0.004,88822,24629149,24540327,0.0036,2864,393754,390890,0.0073,148386,0,148386,,365494,41352853,40987359,0.0088,365494,41352853,0,
2452,266,266,5641,20206,14565,0.2792,4677,17852,13175,0.262,153,450,297,0.34,3547,0,3547,,24689,59751,35062,0.4132,24689,59751,0,
2453,300,290,70899,8776359,8705460,0.0081,54690,7279976,7225286,0.0075,905,216181,215276,0.0042,40289,0,40289,,648781,58843578,58194797,0.011,648781,58843578,0,
2454,310,310,131066,18986576,18855510,0.0069,113370,17600878,17487508,0.0064,3306,282173,278867,0.0117,147361,0,147361,,380248,31992479,31612231,0.0119,380248,31992479,0,
2456,268,266,59998,5240283,5180285,0.0114,49120,4742270,4693150,0.0104,1667,121394,119727,0.0137,34006,0,34006,,368504,15603605,15235101,0.0236,368504,15603605,0,
2457,335,335,32979,3600471,3567492,0.0092,23819,2881969,2858150,0.0083,1148,89824,88676,0.0128,29150,0,29150,,380362,33341433,32961071,0.0114,380362,33341433,0,
2458,240,220,9509,200836,191327,0.0473,8324,185469,177145,0.0449,121,3481,3360,0.0348,8425,0,8425,,48960,722451,673491,0.0678,48960,722451,0,
2459,320,316,261468,46800912,46539444,0.0056,223762,43574631,43350869,0.0051,5735,502827,497092,0.0114,299988,0,299988,,949940,92777891,91827951,0.0102,949940,92777891,0,
2460,300,300,662,5134,4472,0.1289,565,4852,4287,0.1164,18,66,48,0.2727,1300,0,1300,,1377,3164,1787,0.4352,1377,3164,0,
2464,295,280,111525,1651277,1539752,0.0675,74053,1483086,1409033,0.0499,2715,35427,32712,0.0766,76831,0,76831,,1643130,4790197,3147067,0.343,1643130,4790197,0,
2466,335,317,107934,22165867,22057933,0.0049,87066,19845827,19758761,0.0044,2672,375199,372527,0.0071,127949,0,127949,,781190,88802017,88020827,0.0088,781190,88802017,0,
2467,262,262,79780,24480174,24400394,0.0033,57448,21041107,20983659,0.0027,2060,426681,424621,0.0048,60584,0,60584,,903689,139664357,138760668,0.0065,903689,139664357,0,
2468,375,360,219561,28434759,28215198,0.0077,191985,26572369,26380384,0.0072,4954,361466,356512,0.0137,327379,0,327379,,727433,57874486,57147053,0.0126,727433,57874486,0,
2469,314,310,187342,53763,133579,3.4846,159500,48616,110884,3.2808,3589,683,2906,5.2548,216064,0,216064,,725002,150106,574896,4.8299,725002,150106,0,
2470,280,280,191237,20147494,19956257,0.0095,138331,16006206,15867875,0.0086,1390,186775,185385,0.0074,84006,0,84006,,2262755,185075223,182812468,0.0122,2262755,185075223,0,
2471,330,310,199663,39443221,39243558,0.0051,170938,36544544,36373606,0.0047,4658,643208,638550,0.0072,231060,0,231060,,830210,79258549,78428339,0.0105,830210,79258549,0,
2472,300,300,26177,1178662,1152485,0.0222,23050,1092135,1069085,0.0211,664,25739,25075,0.0258,22893,0,22893,,58516,1525507,1466991,0.0384,58516,1525507,0,
2473,350,342,141428,41463859,41322431,0.0034,127563,39175009,39047446,0.0033,2829,545894,543065,0.0052,151925,0,151925,,284028,57362067,57078039,0.005,284028,57362067,0,
2474,300,300,1087,12284,11197,0.0885,919,11630,10711,0.079,37,221,184,0.1674,2034,0,2034,,2864,6079,3215,0.4711,2864,6079,0,
2475,310,300,339417,467056,127639,0.7267,291385,435195,143810,0.6696,7525,6800,725,1.1066,389163,0,389163,,1297701,930956,366745,1.3939,1297701,930956,0,
2477,380,380,20933,1508492,1487559,0.0139,17454,1426566,1409112,0.0122,709,19265,18556,0.0368,42746,0,42746,,78444,1875664,1797220,0.0418,78444,1875664,0,
2478,300,295,101111,3383679,3282568,0.0299,84943,2821346,2736403,0.0301,1681,96618,94937,0.0174,88619,0,88619,,546008,19961014,19415006,0.0274,546008,19961014,0,
2480,268,265,15432,305006,289574,0.0506,13210,256674,243464,0.0515,476,13554,13078,0.0351,12823,0,12823,,55022,1131825,1076803,0.0486,55022,1131825,0,
2481,330,310,413469,70754671,70341202,0.0058,352385,66212895,65860510,0.0053,9834,944990,935156,0.0104,490559,0,490559,,1457644,107979555,106521911,0.0135,1457644,107979555,0,
2482,300,280,4861,128270,123409,0.0379,3898,114599,110701,0.034,194,3032,2838,0.064,3943,0,3943,,21944,312421,290477,0.0702,21944,312421,0,
2484,300,300,25232,1852124,1826892,0.0136,18280,1541887,1523607,0.0119,287,19215,18928,0.0149,22527,0,22527,,289721,12868906,12579185,0.0225,289721,12868906,0,
2485,220,220,12361,3369,8992,3.669,10855,3033,7822,3.579,184,34,150,5.4118,7079,0,7079,,57219,9776,47443,5.853,57219,9776,0,
2486,350,350,1348443,40525731,39177288,0.0333,1222185,38289240,37067055,0.0319,24008,593177,569169,0.0405,1159780,0,1159780,,2985130,50580447,47595317,0.059,2985130,50580447,0,
2488,310,290,6813,323056,316243,0.0211,5885,275881,269996,0.0213,131,8727,8596,0.015,9326,0,9326,,20646,1698629,1677983,0.0122,20646,1698629,0,
2489,350,350,1498861,184334740,182835879,0.0081,1300056,175036924,173736868,0.0074,26089,2373843,2347754,0.011,1225467,0,1225467,,6730274,220746910,214016636,0.0305,6730274,220746910,0,
2492,335,335,249595,43868058,43618463,0.0057,213254,40183903,39970649,0.0053,4810,593279,588469,0.0081,261952,0,261952,,1162333,125014782,123852449,0.0093,1162333,125014782,0,
2493,300,300,23528,47795,24267,0.4923,20978,43034,22056,0.4875,653,1997,1344,0.327,29189,0,29189,,34662,82622,47960,0.4195,34662,82622,0,
2494,333,333,938126,136564635,135626509,0.0069,842854,129322187,128479333,0.0065,17515,1501666,1484151,0.0117,973073,0,973073,,1969635,157778844,155809209,0.0125,1969635,157778844,0,
2495,300,266,134511,3849257,3714746,0.0349,113655,3385169,3271514,0.0336,1867,68113,66246,0.0274,61133,0,61133,,699875,15139407,14439532,0.0462,699875,15139407,0,
2496,310,300,133839,13703,120136,9.7671,114190,12454,101736,9.1689,3272,148,3124,22.1081,197447,0,197447,,528661,28585,500076,18.4944,528661,28585,0,
2499,350,350,1512039,76719773,75207734,0.0197,1372637,72578561,71205924,0.0189,28117,1162823,1134706,0.0242,1421313,0,1421313,,3422255,80447161,77024906,0.0425,3422255,80447161,0,
