order_id,topx_limit,time_taken (min),(seconds),score,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
1600,-1,0,3,268,851,644,27,735,4370,0,5776
1600,1,0,1,0,3,0,0,0,1,66,67
1600,2,0,1,268,60,4,1,4,46,1868,1923
1600,3,0,1,268,111,18,7,20,127,3004,3176
1600,4,0,2,268,129,31,8,35,192,3008,3274
1600,5,0,1,268,150,51,8,48,247,2919,3273
1600,6,0,2,268,167,68,8,68,299,2830,3273
1600,7,0,1,268,181,81,8,91,350,2742,3272
1600,8,0,1,268,197,96,8,108,405,2654,3271
1600,9,0,2,268,213,111,8,120,465,2566,3270
1600,10,0,1,268,231,128,8,129,526,2478,3269
1600,11,0,2,268,245,141,8,145,584,2390,3268
1600,12,0,1,268,265,161,8,154,643,2302,3268
1600,13,0,2,268,285,181,8,163,702,2214,3268
1600,14,0,1,268,305,201,8,174,759,2126,3268
1600,15,0,2,268,324,220,8,181,821,2038,3268
1601,-1,0,21,260,11005,9628,186,7527,35857,0,53198
1601,1,0,1,0,7,0,0,0,1,192,193
1601,2,0,2,266,192,15,12,13,123,6856,7019
1601,3,0,3,263,231,46,19,50,187,6016,6318
1601,4,0,2,263,285,100,23,96,243,5748,6210
1601,5,0,5,263,594,263,46,213,583,10786,11891
1601,6,0,6,263,973,484,66,449,1068,16034,18101
1601,7,0,10,263,1652,867,109,909,2107,26287,30279
1601,8,0,11,263,1877,1039,113,1203,2630,27392,32377
1601,9,0,8,263,2062,1184,118,1532,3126,27914,33874
1601,10,0,12,263,2233,1324,121,1848,3665,28104,35062
1601,11,0,12,263,2387,1478,121,2048,4085,27330,35062
1601,12,0,12,263,2578,1669,121,2189,4527,26556,35062
1601,13,0,12,263,2785,1876,121,2286,4997,25782,35062
1601,14,0,12,263,3017,2108,121,2338,5487,25008,35062
1601,15,0,12,263,3212,2303,121,2397,6007,24234,35062
1602,-1,0,11,260,7959,7106,261,6452,9268,0,23087
1602,1,0,1,0,14,0,0,0,1,589,590
1602,2,0,1,260,83,11,14,8,23,2150,2206
1602,3,0,3,260,318,107,57,72,66,6118,6420
1602,4,0,4,260,554,246,87,170,152,8631,9286
1602,5,0,5,260,924,499,122,274,307,11628,12830
1602,6,0,6,260,1374,821,162,456,498,14657,16594
1602,7,0,8,260,1799,1138,197,721,699,16879,19634
1602,8,0,9,260,2286,1503,236,1083,965,19380,23167
1602,9,0,10,260,2581,1768,244,1313,1179,19640,24144
1602,10,0,10,260,2892,2053,253,1529,1375,19706,24916
1602,11,0,11,260,3101,2261,253,1729,1545,19127,24915
1602,12,0,10,260,3349,2495,258,1953,1748,18788,25242
1602,13,0,11,260,3531,2677,258,2155,1951,18201,25242
1602,14,0,10,260,3750,2896,258,2331,2143,17614,25242
1602,15,0,11,260,3949,3094,258,2499,2363,17027,25241
1603,-1,0,6,255,1500,1089,31,1240,13953,0,16313
1603,1,0,2,0,3,0,0,0,1,76,77
1603,2,0,2,0,59,0,0,1,60,2368,2429
1603,3,0,2,0,108,6,1,27,171,4067,4272
1603,4,0,3,260,170,24,4,81,309,5687,6105
1603,5,0,5,260,306,51,14,176,708,9840,10789
1603,6,0,4,260,310,56,16,299,795,9659,10825
1603,7,0,5,260,513,166,21,404,1329,12873,14793
1603,8,0,7,260,720,263,30,512,2150,16196,19151
1603,9,0,6,260,842,349,32,597,2662,17010,20650
1603,10,0,9,260,1086,446,59,725,3935,20613,25778
1603,11,0,9,260,1145,503,59,821,4376,20129,25888
1603,12,0,8,260,1227,574,61,914,4849,19812,26210
1603,13,0,9,260,1301,648,61,980,5291,19230,26210
1603,14,0,9,260,1366,711,61,1039,5777,18729,26317
1603,15,0,9,260,1434,779,61,1093,6239,18145,26317
1604,-1,0,3,255,1614,1387,43,2090,3285,0,6805
1604,1,0,0,0,3,0,0,0,1,60,61
1604,2,0,1,0,12,0,0,0,14,344,358
1604,3,0,1,280,57,13,3,18,45,1593,1672
1604,4,0,2,280,116,42,14,45,75,2310,2486
1604,5,0,1,280,149,60,20,70,121,2620,2891
1604,6,0,3,260,242,107,29,131,245,4116,4628
1604,7,0,3,260,377,182,51,221,381,5500,6335
1604,8,0,2,260,400,199,53,283,459,5475,6469
1604,9,0,3,260,510,271,70,384,579,6119,7423
1604,10,0,4,260,536,295,70,441,659,5956,7421
1604,11,0,3,260,583,337,72,501,748,5901,7559
1604,12,0,3,260,642,394,72,530,826,5735,7557
1604,13,0,4,260,681,432,72,569,914,5569,7556
1604,14,0,3,260,723,474,72,604,1003,5403,7556
1604,15,0,4,260,761,511,72,654,1081,5237,7555
1605,-1,0,4,220,1913,1606,40,2417,5549,0,9612
1605,1,0,0,0,3,0,0,0,1,60,61
1605,2,0,1,0,12,0,0,0,14,344,358
1605,3,0,2,246,115,12,1,29,150,5105,5297
1605,4,0,1,246,130,34,10,47,159,4182,4432
1605,5,0,2,246,169,60,14,72,219,4451,4816
1605,6,0,2,246,233,100,19,104,299,5120,5642
1605,7,0,2,246,259,126,19,132,350,5015,5642
1605,8,0,2,246,282,148,19,164,400,4910,5641
1605,9,0,1,246,309,174,19,191,451,4805,5640
1605,10,0,2,246,328,190,19,227,501,4700,5637
1605,11,0,2,246,352,212,19,262,547,4595,5635
1605,12,0,2,246,372,230,19,309,585,4490,5633
1605,13,0,2,246,401,256,19,339,631,4385,5630
1605,14,0,2,246,433,287,19,370,673,4280,5629
1605,15,0,2,246,463,317,19,396,722,4175,5629
1606,-1,0,2,200,514,412,5,206,2721,0,3344
1606,1,0,0,0,3,0,0,0,1,74,75
1606,2,0,1,0,40,1,1,0,38,1334,1374
1606,3,0,2,0,103,10,5,20,144,3258,3437
1606,4,0,1,200,153,53,7,46,173,3517,3796
1606,5,0,1,200,92,40,1,20,138,1846,2045
1606,6,0,1,200,116,57,2,23,191,1976,2249
1606,7,0,2,200,134,74,2,29,228,1961,2294
1606,8,0,1,200,151,90,2,37,258,1906,2293
1606,9,0,1,200,168,107,2,39,294,1851,2293
1606,10,0,2,200,179,118,2,44,333,1796,2293
1606,11,0,1,200,190,129,2,48,373,1741,2293
1606,12,0,1,200,194,133,2,58,414,1686,2293
1606,13,0,2,200,201,140,2,64,456,1631,2293
1606,14,0,1,200,205,144,2,72,499,1576,2293
1606,15,0,1,200,213,152,2,78,540,1521,2293
1607,-1,0,1,266,754,630,26,721,1766,0,3143
1607,1,0,1,0,5,0,0,0,1,128,129
1607,2,0,1,266,56,6,3,2,36,1742,1789
1607,3,0,1,263,160,45,23,39,71,3348,3526
1607,4,0,2,263,194,75,25,65,109,3325,3599
1607,5,0,2,263,239,119,25,85,136,3233,3598
1607,6,0,1,263,271,150,25,107,174,3141,3597
1607,7,0,2,263,293,171,25,136,214,3050,3596
1607,8,0,2,263,322,200,25,156,256,2959,3596
1607,9,0,1,263,348,226,25,175,302,2868,3596
1607,10,0,2,263,374,252,25,198,344,2777,3596
1607,11,0,2,263,396,274,25,220,391,2686,3596
1607,12,0,1,263,424,300,25,246,428,2595,3594
1607,13,0,2,263,447,323,25,269,473,2504,3594
1607,14,0,2,263,470,346,25,299,511,2413,3594
1607,15,0,2,263,492,368,25,320,559,2322,3594
1608,-1,0,5,280,2768,2363,115,3903,5076,0,11457
1608,1,0,0,0,3,0,0,0,1,60,61
1608,2,0,1,280,57,7,9,1,22,1629,1668
1608,3,0,4,280,453,140,95,33,162,9301,9731
1608,4,0,3,280,576,223,110,116,272,10200,10921
1608,5,0,4,280,643,286,112,200,372,10043,11013
1608,6,0,3,280,686,328,112,315,457,9800,11012
1608,7,0,4,280,711,352,112,453,536,9558,11011
1608,8,0,4,280,717,360,112,606,603,9220,10901
1608,9,0,3,280,736,378,112,761,669,8980,10900
1608,10,0,4,280,758,399,112,918,730,8740,10899
1608,11,0,4,280,818,458,112,1044,784,8500,10898
1608,12,0,4,280,865,505,112,1196,825,8260,10898
1608,13,0,4,280,920,559,112,1309,897,8020,10897
1608,14,0,4,280,1008,646,112,1377,981,7780,10896
1608,15,0,4,280,1131,769,112,1410,1065,7540,10896
1609,-1,0,1,263,316,261,9,464,840,0,1574
1609,1,0,0,0,3,0,0,0,1,60,61
1609,2,0,1,0,9,0,0,0,11,200,211
1609,3,0,0,0,19,4,1,5,21,327,358
1609,4,0,1,0,22,7,1,8,30,312,358
1609,5,0,0,0,25,10,1,9,41,297,358
1609,6,0,0,0,26,11,1,10,54,282,358
1609,7,0,1,0,27,12,1,13,64,268,358
1609,8,0,0,0,28,13,1,14,76,254,358
1609,9,0,1,0,33,18,1,15,84,240,358
1609,10,0,1,0,33,18,1,16,97,226,358
1609,11,0,0,0,36,21,1,18,106,212,358
1609,12,0,1,0,40,25,1,18,116,198,358
1609,13,0,1,0,41,26,1,19,128,184,358
1609,14,0,0,0,45,30,1,21,136,170,358
1609,15,0,1,0,46,31,1,21,149,156,358
1610,-1,0,2,300,687,528,26,965,2906,0,4425
1610,1,0,1,0,3,0,0,0,1,60,61
1610,2,0,0,0,23,3,3,0,13,440,459
1610,3,0,1,300,124,33,8,17,105,2680,2843
1610,4,0,4,300,547,203,53,104,497,10703,11560
1610,5,0,6,300,828,340,79,258,934,15027,16638
1610,6,0,5,300,742,328,66,354,962,12270,13980
1610,7,0,5,300,758,344,66,516,1126,11928,13980
1610,8,0,5,300,780,366,66,650,1312,11586,13980
1610,9,0,4,300,818,404,66,779,1487,11244,13980
1610,10,0,6,300,860,445,66,934,1632,10902,13979
1610,11,0,5,300,974,558,66,1015,1779,10560,13978
1610,12,0,5,300,1121,704,66,1059,1930,10218,13977
1610,13,0,6,300,1220,802,66,1098,2134,9876,13976
1610,14,0,5,300,1313,893,66,1127,2354,9534,13974
1610,15,0,5,300,1401,980,66,1160,2575,9192,13973
1611,-1,2,4,263,54176,45111,1895,39154,251258,0,337418
1611,1,0,1,0,3,0,0,0,1,66,67
1611,2,0,2,280,159,5,10,8,119,6157,6299
1611,3,0,11,263,1120,193,104,102,1244,36805,38448
1611,4,0,22,263,2494,594,309,415,3451,70880,75649
1611,5,0,41,263,5130,1698,607,1445,7540,122639,133929
1611,6,0,43,263,6565,3161,458,1887,9218,128046,142770
1611,7,0,47,263,8081,4163,589,3357,11857,141294,161260
1611,8,0,56,263,9823,5572,685,4417,14278,147462,172414
1611,9,0,55,263,11011,6621,726,5194,16741,147558,176840
1611,10,1,0,263,12376,7789,776,6166,19524,149330,183585
1611,11,1,5,263,13466,8859,776,6985,21641,146248,184509
1611,12,1,7,263,14319,9712,776,7876,23723,142422,184509
1611,13,1,3,263,15030,10423,776,8773,25941,138596,184509
1611,14,0,59,263,15823,11216,776,9455,28292,134770,184509
1611,15,1,8,263,16599,11992,776,10018,30779,130944,184509
1612,-1,0,5,260,2566,2221,85,1727,4625,0,8658
1612,1,0,1,0,5,0,0,0,1,132,133
1612,2,0,2,260,190,15,19,10,110,6440,6594
1612,3,0,3,260,191,40,30,51,118,4584,4823
1612,4,0,2,260,239,83,32,85,164,4529,4893
1612,5,0,2,260,458,218,53,153,309,6737,7470
1612,6,0,5,260,713,402,67,223,510,8776,9978
1612,7,0,5,260,792,480,67,267,627,8536,9977
1612,8,0,4,260,854,542,67,335,737,8296,9977
1612,9,0,4,260,883,570,67,426,857,8056,9976
1612,10,0,5,260,915,602,67,523,968,7816,9976
1612,11,0,4,260,970,656,67,590,1086,7576,9975
1612,12,0,5,260,1033,718,67,658,1195,7336,9974
1612,13,0,4,260,1087,771,67,722,1317,7096,9973
1612,14,0,4,260,1184,867,67,744,1438,6856,9972
1612,15,0,4,260,1264,946,67,776,1566,6616,9971
1613,-1,0,1,220,183,154,2,162,462,0,780
1613,1,0,0,0,3,0,0,0,1,76,77
1613,2,0,2,220,120,9,7,9,79,5485,5589
1613,3,0,1,220,38,12,3,7,24,1046,1092
1613,4,0,1,220,42,16,3,17,33,1023,1092
1613,5,0,1,220,49,25,3,18,33,813,892
1613,6,0,0,220,57,35,3,21,36,735,830
1613,7,0,1,220,59,37,3,27,46,717,830
1613,8,0,1,220,63,41,3,34,53,699,830
1613,9,0,1,220,70,48,3,37,61,681,830
1613,10,0,1,220,74,52,3,43,69,663,830
1613,11,0,1,220,78,56,3,49,77,645,830
1613,12,0,1,220,81,59,3,56,85,627,830
1613,13,0,0,220,85,63,3,62,93,609,830
1613,14,0,1,220,92,70,3,64,102,591,830
1613,15,0,1,220,98,76,3,66,112,573,830
1614,-1,0,3,266,1214,993,39,1091,4275,0,6398
1614,1,0,0,0,3,0,0,0,1,74,75
1614,2,0,1,0,53,0,0,6,49,1929,1984
1614,3,0,2,266,62,9,3,18,70,1632,1732
1614,4,0,1,266,76,17,4,36,108,1679,1844
1614,5,0,2,266,163,51,13,73,254,2626,3017
1614,6,0,2,266,233,92,16,111,400,3135,3754
1614,7,0,3,266,284,129,16,131,550,3328,4154
1614,8,0,2,266,317,160,16,152,649,3233,4210
1614,9,0,2,266,338,181,16,176,743,3094,4210
1614,10,0,3,266,365,208,16,198,833,2955,4210
1614,11,0,2,266,387,230,16,216,932,2816,4210
1614,12,0,2,266,408,251,16,237,1029,2677,4210
1614,13,0,3,266,439,282,16,247,1127,2538,4210
1614,14,0,2,266,465,308,16,256,1231,2399,4210
1614,15,0,3,266,490,333,16,267,1334,2260,4210
1615,-1,0,1,260,445,352,22,569,1551,0,2494
1615,1,0,1,0,3,0,0,0,1,60,61
1615,2,0,1,0,15,0,0,2,15,476,493
1615,3,0,1,0,96,13,14,32,82,2924,3065
1615,4,0,1,260,97,30,8,37,98,2337,2510
1615,5,0,1,260,117,49,8,42,131,2279,2509
1615,6,0,1,260,130,62,8,57,161,2221,2509
1615,7,0,1,260,136,68,8,82,187,2164,2509
1615,8,0,2,260,141,73,8,107,214,2107,2509
1615,9,0,1,260,149,81,8,123,247,2050,2509
1615,10,0,1,260,159,91,8,132,285,1993,2509
1615,11,0,1,260,170,101,8,140,323,1936,2508
1615,12,0,1,260,181,112,8,146,363,1879,2508
1615,13,0,2,260,185,115,8,161,401,1822,2507
1615,14,0,1,260,191,121,8,176,437,1765,2507
1615,15,0,1,260,199,129,8,192,470,1708,2507
1616,-1,0,1,200,252,226,0,120,356,0,702
1616,1,0,1,0,5,0,0,0,1,140,141
1616,2,0,1,200,35,9,0,1,16,1214,1240
1616,3,0,0,200,32,13,0,6,19,878,916
1616,4,0,1,200,39,21,0,11,22,801,855
1616,5,0,1,200,48,30,0,12,30,783,855
1616,6,0,0,200,60,42,0,13,35,765,855
1616,7,0,1,200,66,48,0,15,44,748,855
1616,8,0,1,200,74,56,0,18,50,731,855
1616,9,0,0,200,77,59,0,22,60,714,855
1616,10,0,1,200,86,68,0,25,65,697,855
1616,11,0,1,200,92,74,0,26,75,680,855
1616,12,0,0,200,95,77,0,33,82,663,855
1616,13,0,1,200,94,78,0,35,72,547,732
1616,14,0,1,200,100,84,0,38,78,532,732
1616,15,0,0,200,105,89,0,41,85,517,732
1617,-1,0,1,220,230,202,0,178,410,0,790
1617,1,0,2,0,6,0,0,0,1,200,201
1617,2,0,1,220,74,8,0,3,55,4133,4199
1617,3,0,2,220,41,14,0,5,35,1568,1622
1617,4,0,1,220,51,17,0,12,73,2060,2162
1617,5,0,1,220,43,22,0,17,45,1071,1155
1617,6,0,1,220,48,27,0,21,57,1050,1155
1617,7,0,1,220,53,32,0,27,66,1030,1155
1617,8,0,1,220,57,34,0,32,93,1159,1318
1617,9,0,1,220,63,39,0,34,116,1200,1389
1617,10,0,1,220,66,42,0,39,131,1177,1389
1617,11,0,2,220,72,47,0,41,157,1229,1474
1617,12,0,1,220,76,51,0,45,173,1205,1474
1617,13,0,1,220,80,55,0,47,191,1196,1489
1617,14,0,1,220,86,60,0,51,205,1172,1488
1617,15,0,1,220,92,66,0,52,222,1148,1488
1618,-1,0,2,246,609,486,23,1125,932,0,2566
1618,1,0,0,0,3,0,0,0,1,60,61
1618,2,0,1,260,37,1,0,3,30,1461,1495
1618,3,0,2,246,150,45,6,20,115,4377,4563
1618,4,0,1,246,199,88,6,36,169,4588,4887
1618,5,0,2,246,238,127,6,49,218,4487,4887
1618,6,0,2,246,261,150,6,80,265,4386,4887
1618,7,0,1,246,268,157,6,127,311,4286,4887
1618,8,0,2,246,269,158,6,181,356,4186,4887
1618,9,0,2,246,277,166,6,234,395,4086,4887
1618,10,0,2,246,279,168,6,282,445,3986,4887
1618,11,0,1,246,284,173,6,340,482,3886,4887
1618,12,0,2,246,298,186,6,391,517,3786,4886
1618,13,0,2,246,305,192,6,447,554,3686,4885
1618,14,0,2,246,313,199,6,511,582,3586,4884
1618,15,0,1,246,335,220,6,565,606,3486,4883
1619,-1,0,3,255,1294,1088,39,1246,2629,0,5002
1619,1,0,1,0,3,0,0,0,1,60,61
1619,2,0,0,260,31,4,1,3,18,933,959
1619,3,0,1,260,80,25,10,15,37,1560,1647
1619,4,0,1,260,94,39,10,28,54,1516,1647
1619,5,0,1,260,114,52,12,42,89,1657,1852
1619,6,0,2,260,223,114,26,75,194,2779,3188
1619,7,0,2,260,291,153,36,116,299,3348,3952
1619,8,0,2,260,307,168,36,151,348,3248,3951
1619,9,0,2,260,349,204,38,174,419,3276,4111
1619,10,0,2,260,367,221,38,208,471,3172,4110
1619,11,0,2,260,384,237,38,245,521,3068,4109
1619,12,0,2,260,401,253,38,274,579,2964,4108
1619,13,0,2,260,411,263,38,305,642,2860,4108
1619,14,0,2,260,420,272,38,329,713,2756,4108
1619,15,0,2,260,436,288,38,344,786,2652,4108
1620,-1,0,2,220,403,329,2,404,1073,0,1808
1620,1,0,2,0,6,0,0,0,1,177,178
1620,2,0,2,220,42,6,1,4,24,1730,1765
1620,3,0,1,220,28,9,1,9,17,880,916
1620,4,0,1,220,33,14,1,16,23,862,916
1620,5,0,0,220,41,21,1,19,35,910,986
1620,6,0,1,220,45,25,1,26,43,891,986
1620,7,0,2,220,51,31,1,30,51,873,986
1620,8,0,0,220,53,33,1,35,62,855,986
1620,9,0,2,220,58,38,1,41,69,837,986
1620,10,0,1,220,64,44,1,42,80,819,986
1620,11,0,1,220,68,48,1,47,89,801,986
1620,12,0,0,220,69,49,1,53,100,783,986
1620,13,0,1,220,71,50,1,58,111,765,985
1620,14,0,1,220,77,56,1,59,122,747,985
1620,15,0,1,220,81,60,1,63,132,729,985
1621,-1,0,2,0,475,371,19,452,2935,0,3777
1621,1,0,3,0,3,0,0,0,1,60,61
1621,2,0,1,200,28,5,0,2,14,908,929
1621,3,0,0,200,35,8,0,13,27,1037,1085
1621,4,0,1,200,35,12,0,23,34,872,941
