order_id,topx_limit,time_taken (min),(seconds),score,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2800,-1,243,38,375,3728699,2849197,46280,23110355,19363560,0,45369392
2800,1,0,1,0,3,0,0,0,1,60,61
2800,2,0,2,0,9,0,0,0,11,200,211
2800,3,0,1,0,12,0,0,10,17,235,262
2800,4,0,1,0,20,0,0,35,29,398,462
2800,5,0,3,455,134,39,2,110,201,3188,3540
2800,6,8,14,390,40308,6920,977,33568,120458,1489705,1651628
2800,7,39,31,390,208974,53777,4803,211807,631829,7099368,8001584
2800,8,61,14,385,346009,115920,7915,401671,1029462,10057029,11611997
2800,9,97,46,380,609965,225382,12554,858113,1879721,16421677,19397447
2800,10,145,21,380,950044,387273,18387,1570781,2922371,23396861,28295673
2800,11,181,1,380,1265965,565825,22941,2352731,3829740,28616175,35387412
2800,12,205,0,380,1515774,731576,26234,3031621,4547447,31354667,39691545
2800,13,222,24,380,1689965,867804,27801,3534729,5101082,32074824,41606240
2800,14,224,40,380,1829157,992589,28407,3917977,5566090,31821075,42326138
2800,15,224,31,380,1943713,1104546,28494,4213955,6001261,31104907,42453163
2801,-1,255,33,350,4339264,3573428,68442,16223032,14650233,0,34515135
2801,1,0,2,0,3,0,0,0,1,80,81
2801,2,0,1,0,12,0,0,0,14,352,366
2801,3,0,2,0,24,0,0,24,27,755,806
2801,4,0,1,0,29,0,0,57,34,856,947
2801,5,0,2,0,46,1,0,121,63,1345,1530
2801,6,10,6,410,64108,34977,2036,24784,73672,1218755,1354224
2801,7,13,9,385,88555,49803,3015,57084,104414,1598518,1812834
2801,8,42,19,373,285641,167499,8398,199655,392374,5140501,5908427
2801,9,77,28,370,538330,322878,15009,441536,823695,9343021,10946139
2801,10,86,40,370,649269,403752,17483,583728,1046829,10377171,12428963
2801,11,87,21,370,709325,456782,18411,682277,1183262,10372013,12712745
2801,12,89,11,370,768811,510335,18893,778985,1326546,10372524,13007283
2801,13,196,46,370,1709161,1158175,45686,1804768,3054366,20917901,26980896
2801,14,299,12,370,2772477,1918524,74989,3065748,5066591,30896457,41022309
2801,15,303,8,370,2936342,2069722,76333,3398973,5518231,30481267,41544526
2802,-1,1,26,400,47854,42212,1414,129438,51734,0,224798
2802,1,0,1,0,3,0,0,0,1,60,61
2802,2,0,1,0,9,0,0,0,11,200,211
2802,3,0,1,0,12,0,0,10,17,235,262
2802,4,0,2,0,20,0,0,35,29,398,462
2802,5,0,1,0,47,0,1,90,98,890,1079
2802,6,0,3,0,159,0,1,322,473,3669,4465
2802,7,0,14,440,2246,1264,182,1679,1625,33770,38520
2802,8,0,35,440,6806,4120,607,5500,4292,89999,104518
2802,9,1,13,413,14814,9460,987,8493,15894,185971,220805
2802,10,1,24,413,17199,11381,1095,11393,18524,196611,239004
2802,11,3,5,413,35964,23140,2913,30747,42085,409561,508446
2802,12,4,27,413,51290,34100,3563,52694,59318,567401,717076
2802,13,4,36,413,53922,36672,3581,61523,61998,555223,718997
2802,14,4,25,413,56605,39351,3581,69367,65148,541608,719055
2802,15,4,25,413,59432,42178,3581,76370,68967,527959,719055
2803,-1,94,25,455,1255160,958894,22908,8059085,6268327,0,15309214
2803,1,0,1,0,3,0,0,0,1,60,61
2803,2,0,1,0,9,0,0,0,11,200,211
2803,3,0,2,0,12,0,0,10,17,235,262
2803,4,0,1,0,20,0,0,35,29,398,462
2803,5,0,2,0,68,0,0,121,156,1436,1713
2803,6,0,2,0,132,0,0,285,381,3013,3679
2803,7,0,18,520,1556,585,73,1796,2723,40510,45687
2803,8,1,18,520,6227,1561,313,9198,19229,186934,217235
2803,9,7,31,520,35051,8335,2171,50798,134729,990329,1186362
2803,10,20,4,520,97580,29384,6769,133268,382898,2419482,2971801
2803,11,45,8,500,206213,62828,15681,318767,878802,5181930,6458008
2803,12,58,7,500,289665,96169,20882,491275,1289282,6882845,8780453
2803,13,88,56,480,454913,160041,29926,860217,2127939,10638804,13816927
2803,14,100,19,480,523664,196700,32531,1074879,2522319,11534736,15361165
2803,15,123,45,480,691733,280484,40596,1471492,3395175,13900131,19087878
2805,-1,3,5,250,52004,39261,918,574368,296053,0,910600
2805,1,0,2,0,6,0,0,0,1,181,182
2805,2,0,2,0,22,0,0,0,24,770,794
2805,3,0,1,0,26,1,0,22,30,852,905
2805,4,0,2,0,36,3,0,55,45,1142,1245
2805,5,0,2,0,55,6,0,85,110,1714,1915
2805,6,0,24,262,1794,269,12,2339,4921,94624,102165
2805,7,0,34,262,2884,656,12,4214,8364,135859,149105
2805,8,0,55,262,5342,1679,42,8571,14997,219557,244846
2805,9,1,5,262,6636,2365,48,11847,19458,252466,286184
2805,10,1,9,262,7347,2858,48,14511,22478,261347,301242
2805,11,1,9,262,7678,3171,48,16709,24580,257930,302438
2805,12,1,8,262,7981,3464,48,18949,26608,254056,303125
2805,13,1,9,262,8206,3684,48,21198,28660,249880,303470
2805,14,1,9,262,8403,3877,48,23460,30723,245648,303756
2805,15,1,10,262,8574,4048,48,25762,32720,241178,303756
2807,-1,22,29,350,401909,339924,7854,1834576,965696,0,3148050
2807,1,0,2,0,3,0,0,0,1,76,77
2807,2,0,2,0,25,0,0,2,25,856,883
2807,3,0,3,0,37,0,0,37,40,1210,1287
2807,4,0,2,0,56,0,0,112,60,1857,2029
