order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
1400,266,263,333,3126,2793,0.1065,234,2593,2359,0.0902,0,0,0,N/A,13,80,67,0.1625,876,0,876,N/A,506,5956,5450,0.085
1401,270,270,2439,95911,93472,0.0254,1953,88696,86743,0.022,0,0,0,N/A,107,3172,3065,0.0337,7885,0,7885,N/A,3123,71008,67885,0.044
1402,210,210,562,5766,5204,0.0975,429,5138,4709,0.0835,0,0,0,N/A,24,163,139,0.1472,1899,0,1899,N/A,888,12782,11894,0.0695
1403,210,210,1668,44836,43168,0.0372,1354,38566,37212,0.0351,0,0,0,N/A,53,1463,1410,0.0362,5026,0,5026,N/A,4235,197808,193573,0.0214
1404,260,213,1332,38005,36673,0.035,1130,35276,34146,0.032,0,0,0,N/A,63,1021,958,0.0617,2485,0,2485,N/A,905,29033,28128,0.0312
1405,220,220,159,281,122,0.5658,134,251,117,0.5339,0,0,0,N/A,2,4,2,0.5,256,0,256,N/A,122,256,134,0.4766
1406,260,220,8657,12058,3401,0.7179,7740,10855,3115,0.713,0,0,0,N/A,237,323,86,0.7337,11097,0,11097,N/A,9861,17060,7199,0.578
1407,260,260,4486,98196,93710,0.0457,3881,91090,87209,0.0426,0,0,0,N/A,116,2474,2358,0.0469,8936,0,8936,N/A,4836,84131,79295,0.0575
1408,260,213,464,4430,3966,0.1047,365,4022,3657,0.0908,0,0,0,N/A,14,68,54,0.2059,1645,0,1645,N/A,817,6640,5823,0.123
1409,268,266,1051,13530,12479,0.0777,803,11639,10836,0.069,0,0,0,N/A,40,419,379,0.0955,3561,0,3561,N/A,2327,36774,34447,0.0633
