order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r2_no_guarantee,r2_with_guarantee,r2_diff_abs,r2_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,dedupe_no_guarantee,dedupe_with_guarantee,dedupe_diff_abs,dedupe_diff_factor,symbreak_no_guarantee,symbreak_with_guarantee,symbreak_diff_abs,symbreak_diff_factor
2300,280,263,152207,7909937,7757730,0.0192,114147,6697189,6583042,0.017,0,0,0,N/A,4223,194453,190230,0.0217,677299,0,677299,N/A,806423,43324717,42518294,0.0186
2301,270,270,3900,232494,228594,0.0168,2973,188142,185169,0.0158,0,0,0,N/A,176,12316,12140,0.0143,14408,0,14408,N/A,12556,1056497,1043941,0.0119

2303,280,280,39719,11564881,11525162,0.0034,23700,8952344,8928644,0.0026,0,0,0,N/A,248,71040,70792,0.0035,400670,0,400670,N/A,340983,122371359,122030376,0.0028
2304,300,300,14680,2456347,2441667,0.006,11403,2203812,2192409,0.0052,0,0,0,N/A,368,43000,42632,0.0086,53500,0,53500,N/A,51712,6517347,6465635,0.0079

2306,350,350,140579,46564270,46423691,0.003,123430,43963554,43840124,0.0028,0,0,0,N/A,4189,652097,647908,0.0064,390827,0,390827,N/A,145090,47993481,47848391,0.003
2307,350,333,423629,37780810,37357181,0.0112,373288,35415306,35042018,0.0105,0,0,0,N/A,9030,609451,600421,0.0148,1103648,0,1103648,N/A,617876,51335177,50717301,0.012
2308,310,300,100914,195700,94786,0.5157,89493,187523,98030,0.4772,0,0,0,N/A,1948,1348,600,1.4451,385052,0,385052,N/A,115650,310572,194922,0.3724
2309,240,240,19991,1100174,1080183,0.0182,11736,719715,707979,0.0163,0,0,0,N/A,203,19349,19146,0.0105,109258,0,109258,N/A,212639,14433242,14220603,0.0147
2310,300,300,12253,23823,11570,0.5143,10829,22226,11397,0.4872,0,0,0,N/A,266,303,37,0.8779,44442,0,44442,N/A,12688,33487,20799,0.3789

2312,270,268,27118,92578,65460,0.2929,21963,81507,59544,0.2695,0,0,0,N/A,501,1671,1170,0.2998,87184,0,87184,N/A,102628,426813,324185,0.2405
2313,400,400,11591,1045048,1033457,0.0111,9019,966701,957682,0.0093,0,0,0,N/A,367,19451,19084,0.0189,46508,0,46508,N/A,26723,1765530,1738807,0.0151
2314,300,300,27509,3770839,3743330,0.0073,22358,3344289,3321931,0.0067,0,0,0,N/A,582,69646,69064,0.0084,77196,0,77196,N/A,84708,11529592,11444884,0.0073
2315,330,300,779134,584087,195047,1.3339,673168,539832,133336,1.247,0,0,0,N/A,14265,5790,8475,2.4637,2735211,0,2735211,N/A,1485085,1658151,173066,0.8956

2318,280,280,16393,2118754,2102361,0.0077,13819,1916378,1902559,0.0072,0,0,0,N/A,346,39266,38920,0.0088,40423,0,40423,N/A,35068,4614705,4579637,0.0076
2319,300,300,2405,26278,23873,0.0915,1894,22314,20420,0.0849,0,0,0,N/A,68,637,569,0.1068,10780,0,10780,N/A,5896,111245,105349,0.053
2320,345,335,246481,40703345,40456864,0.0061,208149,37443994,37235845,0.0056,0,0,0,N/A,5175,720807,715632,0.0072,875169,0,875169,N/A,543025,86267399,85724374,0.0063
2321,260,260,8241,814411,806170,0.0101,6768,691462,684694,0.0098,0,0,0,N/A,206,28012,27806,0.0074,28349,0,28349,N/A,25901,4152103,4126202,0.0062
2322,260,260,20874,2300135,2279261,0.0091,18774,2178847,2160073,0.0086,0,0,0,N/A,554,53797,53243,0.0103,38405,0,38405,N/A,15114,838372,823258,0.018
2323,333,333,153647,25583394,25429747,0.006,121151,22689241,22568090,0.0053,0,0,0,N/A,3308,342364,339056,0.0097,722289,0,722289,N/A,472664,87797371,87324707,0.0054
2324,300,300,5444,114443,108999,0.0476,4162,83340,79178,0.0499,0,0,0,N/A,122,1524,1402,0.0801,24609,0,24609,N/A,19029,1025186,1006157,0.0186
2325,260,260,3294,109947,106653,0.03,2944,104768,101824,0.0281,0,0,0,N/A,105,2422,2317,0.0434,5827,0,5827,N/A,1405,10458,9053,0.1343
2326,375,375,352271,80373042,80020771,0.0044,275915,68185852,67909937,0.004,0,0,0,N/A,5849,1073073,1067224,0.0055,2533349,0,2533349,N/A,1561004,605163836,603602832,0.0026

2328,400,400,72076,5930730,5858654,0.0122,57146,5310656,5253510,0.0108,0,0,0,N/A,2225,103134,100909,0.0216,361943,0,361943,N/A,207503,20969347,20761844,0.0099

2330,300,300,311498,2275264,1963766,0.1369,277627,2051068,1773441,0.1354,0,0,0,N/A,4185,47272,43087,0.0885,741988,0,741988,N/A,478167,5159346,4681179,0.0927
2331,310,310,5983,76483,70500,0.0782,5131,71689,66558,0.0716,0,0,0,N/A,174,1407,1233,0.1237,16826,0,16826,N/A,4316,61267,56951,0.0704
2332,300,280,21227,1361244,1340017,0.0156,17401,1240010,1222609,0.014,0,0,0,N/A,419,18976,18557,0.0221,82261,0,82261,N/A,70240,4145192,4074952,0.0169
2333,333,333,2469,51156,48687,0.0483,1822,46137,44315,0.0395,0,0,0,N/A,75,758,683,0.0989,15410,0,15410,N/A,5783,130307,124524,0.0444
2334,300,300,12171,1310628,1298457,0.0093,8166,975309,967143,0.0084,0,0,0,N/A,237,24950,24713,0.0095,71731,0,71731,N/A,73514,11422583,11349069,0.0064

2336,280,268,15777,176360,160583,0.0895,13354,156318,142964,0.0854,0,0,0,N/A,437,6240,5803,0.07,35823,0,35823,N/A,29816,399526,369710,0.0746
2337,260,260,2491,34863,32372,0.0715,2048,31434,29386,0.0652,0,0,0,N/A,52,615,563,0.0846,9133,0,9133,N/A,7089,103148,96059,0.0687
2338,375,350,18420,1224141,1205721,0.015,16032,1171214,1155182,0.0137,0,0,0,N/A,551,13330,12779,0.0413,66913,0,66913,N/A,14288,973080,958792,0.0147
2339,310,310,24604,1428483,1403879,0.0172,21401,1349903,1328502,0.0159,0,0,0,N/A,747,22932,22185,0.0326,64743,0,64743,N/A,18370,1404013,1385643,0.0131
2340,400,375,33368,5751498,5718130,0.0058,24733,5203969,5179236,0.0048,0,0,0,N/A,796,83231,82435,0.0096,239575,0,239575,N/A,127857,18671932,18544075,0.0068

2342,300,300,8346,273661,265315,0.0305,5250,186887,181637,0.0281,0,0,0,N/A,114,2758,2644,0.0413,41242,0,41242,N/A,61284,2870284,2809000,0.0214

2346,300,280,21280,4039550,4018270,0.0053,18473,3714766,3696293,0.005,0,0,0,N/A,392,61780,61388,0.0063,60151,0,60151,N/A,33316,9164102,9130786,0.0036

2348,254,246,2240,123166,120926,0.0182,1877,112562,110685,0.0167,0,0,0,N/A,53,2585,2532,0.0205,10785,0,10785,N/A,3842,425747,421905,0.009

2350,363,350,563305,25949796,25386491,0.0217,458674,23158233,22699559,0.0198,0,0,0,N/A,12952,364931,351979,0.0355,2212315,0,2212315,N/A,1528868,92445544,90916676,0.0165

2352,300,300,9624,887372,877748,0.0108,7396,759598,752202,0.0097,0,0,0,N/A,279,20214,19935,0.0138,36382,0,36382,N/A,32276,3428464,3396188,0.0094
