order_id,topx_limit,time_taken (min),(seconds),score,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
1500,-1,0,10,260,5798,5071,169,9818,9128,0,24186
1500,1,0,0,0,9,0,0,0,1,362,363
1500,2,0,5,0,339,2,3,40,291,14778,15114
1500,3,0,4,260,391,64,56,164,252,11718,12254
1500,4,0,4,260,443,131,62,267,278,10643,11381
1500,5,0,4,260,663,281,77,429,418,12741,13946
1500,6,0,6,260,938,474,101,644,566,14759,16544
1500,7,0,7,260,1220,673,113,988,794,17313,19881
1500,8,0,8,260,1521,897,128,1361,1044,19405,22835
1500,9,0,7,260,1661,1037,128,1542,1213,18915,22835
1500,10,0,8,260,1823,1202,129,1658,1375,18238,22602
1500,11,0,8,260,2019,1397,129,1757,1565,17753,22601
1500,12,0,8,260,2204,1582,129,1857,1765,17268,22601
1500,13,0,9,260,2370,1748,129,2004,1937,16783,22601
1500,14,0,8,260,2507,1884,129,2227,2062,16298,22600
1500,15,0,8,260,2621,1998,129,2494,2166,15813,22600
1500,16,0,9,260,2746,2123,129,2747,2273,15328,22600
1500,17,0,9,260,2850,2226,129,2979,2420,14845,22599
1500,18,0,7,260,2961,2336,129,3199,2572,14362,22598
1500,19,0,8,260,3044,2419,129,3447,2724,13879,22598
1500,20,0,9,260,3116,2491,129,3737,2845,13396,22598
1500,21,0,8,260,3203,2577,129,3996,2981,12914,22597
1500,22,0,7,260,3297,2671,129,4264,3101,12432,22597
1500,23,0,7,260,3408,2782,129,4514,3221,11951,22597
1500,24,0,9,260,3516,2890,129,4724,3384,11470,22597
1500,25,0,8,260,3669,3042,129,4896,3539,10990,22596
1500,26,0,9,260,3813,3185,129,5024,3747,10510,22595
1500,27,0,8,260,3996,3368,129,5134,3934,10030,22595
1500,28,0,9,260,4155,3526,129,5237,4152,9550,22594
1500,29,0,9,260,4314,3684,129,5369,4341,9070,22593
1500,30,0,8,260,4437,3806,129,5555,4512,8590,22592
1500,31,0,9,260,4564,3932,129,5752,4667,8111,22591
1500,32,0,9,260,4674,4042,129,5974,4814,7632,22591
1500,33,0,9,260,4764,4132,129,6216,4955,7159,22591
1500,34,0,9,260,4867,4235,129,6434,5101,6692,22591
1500,35,0,9,260,4975,4342,129,6618,5271,6230,22590
1500,36,0,8,260,5063,4429,129,6761,5480,5790,22589
1500,37,0,9,260,5153,4518,129,6880,5704,5357,22588
1500,38,0,9,260,5237,4602,129,7004,5919,4934,22588
1500,39,0,9,260,5296,4661,129,7147,6129,4522,22588
1500,40,0,9,260,5355,4719,129,7275,6344,4120,22587
1500,41,0,9,260,5407,4771,129,7377,6590,3720,22587
1500,42,0,9,260,5448,4812,129,7508,6810,3328,22587
1500,43,0,9,260,5488,4851,129,7654,7006,2946,22586
1500,44,0,6,260,5527,4889,129,7823,7173,2571,22585
1500,45,0,6,260,5553,4914,129,8018,7311,2212,22584
1500,46,0,5,260,5584,4945,129,8210,7436,1864,22584
1500,47,0,9,260,5608,4968,129,8398,7560,1528,22583
1500,48,0,9,260,5617,4976,129,8572,7679,1226,22582
1500,49,0,8,260,5628,4986,129,8708,7795,963,22581
1500,50,0,9,260,5640,4997,129,8801,7913,740,22580
1501,-1,0,0,266,313,236,12,824,472,0,1544
1501,1,0,0,0,5,0,1,0,0,83,84
1501,2,0,1,266,38,5,4,1,19,917,946
1501,3,0,1,266,48,15,4,14,25,888,946
1501,4,0,0,266,54,21,4,29,33,859,946
1501,5,0,0,266,60,27,4,42,43,830,946
