order_id,topx_limit,time_taken (min),(seconds),score,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2000,-1,1,25,400,26337,20731,1629,108769,49140,0,180269
2000,1,0,1,0,3,0,0,0,1,66,67
2000,2,0,1,0,25,0,0,2,25,763,790
2000,3,0,1,0,34,0,0,28,43,968,1039
2000,4,0,2,0,59,0,0,98,83,1689,1870
2000,5,0,2,0,155,1,1,281,334,4097,4714
2000,6,0,8,0,654,136,30,997,1283,15077,17523
2000,7,0,19,420,2059,808,201,2400,2883,36986,43278
2000,8,0,9,400,917,210,46,2138,2143,18547,23084
2000,9,0,6,400,1006,284,46,2569,2389,18266,23554
2000,10,0,6,400,1076,353,46,2919,2631,17604,23553
2000,11,0,7,400,1149,425,46,3262,2877,16942,23552
2000,12,0,10,400,1192,468,46,3629,3129,16280,23552
2000,13,0,11,400,1247,522,46,3955,3410,15618,23551
2000,14,0,10,400,1292,566,46,4272,3710,14956,23550
2000,15,0,10,400,1343,617,46,4627,3963,14297,23550
2000,16,0,11,400,1384,658,46,5001,4207,13638,23550
2000,17,0,10,400,1422,696,46,5370,4457,12981,23550
2000,18,0,11,400,1457,729,46,5742,4707,12324,23548
2000,19,0,10,400,1517,788,46,6070,4972,11671,23547
2000,20,0,10,400,1556,827,46,6399,5257,11018,23547
2000,21,0,11,400,1610,881,46,6722,5522,10376,23547
2000,22,0,10,400,1644,914,46,7047,5805,9734,23546
2000,23,0,11,400,1693,962,46,7339,6090,9108,23545
2000,24,0,11,400,1731,999,46,7662,6354,8483,23544
2000,25,0,10,400,1751,1019,46,7967,6637,7875,23544
2000,26,0,11,400,1779,1047,46,8265,6919,7267,23544
2000,27,0,11,400,1812,1079,46,8571,7164,6683,23543
2000,28,0,10,400,1837,1103,46,8905,7384,6104,23542
2000,29,0,8,400,1855,1121,46,9226,7601,5548,23542
2000,30,0,8,400,1873,1138,46,9558,7802,4997,23541
2000,31,0,11,400,1889,1154,46,9875,7982,4484,23541
2000,32,0,10,400,1898,1163,46,10183,8169,3980,23541
2000,33,0,8,400,1914,1179,46,10485,8327,3504,23541
2000,34,0,11,400,1929,1193,46,10775,8480,3046,23540
2000,35,0,11,400,1938,1202,46,11035,8604,2653,23540
2000,36,0,11,400,1951,1215,46,11256,8742,2281,23540
2000,37,0,11,400,1963,1226,46,11459,8835,1973,23539
2000,38,0,11,400,1978,1241,46,11642,8930,1680,23539
2000,39,0,11,400,1990,1253,46,11795,8994,1451,23539
2000,40,0,11,400,2003,1265,46,11921,9066,1240,23538
2000,41,0,11,400,2015,1276,46,12040,9098,1077,23537
2000,42,0,11,400,2024,1285,46,12140,9141,925,23537
2000,43,0,11,400,2037,1297,46,12219,9173,801,23536
2000,44,0,11,400,2047,1307,46,12298,9205,680,23536
2000,45,0,10,400,2055,1315,46,12369,9223,583,23536
2000,46,0,11,400,2065,1324,46,12431,9242,492,23535
2000,47,0,11,400,2071,1329,46,12473,9260,426,23534
2000,48,0,11,400,2074,1331,46,12512,9277,367,23533
2000,49,0,11,400,2077,1334,46,12550,9283,320,23533
2000,50,0,11,400,2079,1336,46,12582,9293,276,23533
2001,-1,0,17,280,6836,5658,266,23724,10409,0,40057
2001,1,0,1,0,3,0,0,0,1,66,67
2001,2,0,3,0,173,10,21,10,103,6312,6456
2001,3,0,2,300,139,30,16,48,89,3917,4100
2001,4,0,2,300,251,89,25,126,163,5637,6040
2001,5,0,5,280,617,254,62,414,439,12460,13629
2001,6,0,8,280,998,443,109,925,711,18386,20574
2001,7,0,8,280,1070,492,113,1371,750,18619,21345
2001,8,0,7,280,1081,503,113,1791,774,18164,21345
2001,9,0,8,280,1101,521,113,2166,834,17709,21343
2001,10,0,8,280,1144,562,113,2480,932,17254,21341
2001,11,0,8,280,1204,622,113,2718,1089,16799,21341
2001,12,0,8,280,1314,732,113,2926,1226,16344,21341
2001,13,0,8,280,1440,858,113,3094,1387,15889,21341
2001,14,0,8,280,1603,1021,113,3253,1520,15434,21341
2001,15,0,8,280,1746,1164,113,3418,1667,14979,21341
2001,16,0,8,280,1873,1291,113,3589,1824,14524,21341
2001,17,0,8,280,1958,1376,113,3819,1962,14071,21341
2001,18,0,8,280,2040,1458,113,4084,2068,13618,21341
2001,19,0,8,280,2115,1533,113,4393,2137,13165,21341
2001,20,0,8,280,2173,1591,113,4735,2190,12712,21341
2001,21,0,9,280,2238,1654,113,5069,2243,12260,21339
2001,22,0,8,280,2301,1717,113,5393,2308,11808,21339
2001,23,0,9,280,2347,1762,113,5725,2381,11357,21338
2001,24,0,6,280,2402,1816,113,6017,2485,10906,21337
2001,25,0,8,280,2472,1884,113,6263,2619,10456,21335
2001,26,0,9,280,2542,1953,113,6482,2780,10006,21334
2001,27,0,8,280,2602,2012,113,6704,2947,9557,21333
2001,28,0,9,280,2683,2091,113,6906,3113,9108,21331
2001,29,0,8,280,2757,2163,113,7119,3273,8661,21329
2001,30,0,9,280,2832,2237,113,7339,3425,8214,21328
2001,31,0,9,280,2924,2327,113,7571,3546,7769,21326
2001,32,0,8,280,2996,2397,113,7822,3668,7324,21324
2001,33,0,9,280,3071,2472,113,8084,3774,6881,21324
2001,34,0,9,280,3128,2527,113,8377,3867,6438,21322
