order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
1100,BFD,0.3025,220,0.726,100.0,64.98,75.49,97.11,2064,,,,,,
1100,BNB,0.4227,220,0.747,100.0,64.98,81.62,93.52,36,20.0,2.0,14.0,5.0,384.0,425.0
1100,FFD,0.0085,1395,0.116,100.0,10.25,14.41,603.07,166,,,,,,
1100,RANDOM,0.024,535,0.336,100.0,26.72,39.03,198.76,226,,,,,,
1101,BFD,0.2278,210,0.738,100.0,60.81,81.11,82.58,1128,,,,,,
1101,BNB,1.6669,0,0.0,0.0,,0.0,-1.0,176,36.0,19.0,112.0,322.0,5101.0,5590.0
1101,FFD,0.0103,1210,0.118,100.0,10.55,13.04,532.66,125,,,,,,
1101,RANDOM,0.0145,1116,0.143,100.0,11.44,19.82,418.18,136,,,,,,
1102,BFD,0.3066,260,0.674,100.0,50.56,80.63,86.62,2322,,,,,,
1102,BNB,0.6028,220,0.748,100.0,59.76,83.31,82.38,67,30.0,6.0,26.0,37.0,937.0,1036.0
1102,FFD,0.0103,1320,0.114,100.0,9.96,12.36,565.93,193,,,,,,
1102,RANDOM,0.0223,470,0.367,100.0,27.97,49.88,161.85,218,,,,,,
1103,BFD,0.2513,260,0.735,100.0,54.27,89.25,83.87,1698,,,,,,
1103,BNB,1.4049,260,0.683,100.0,54.27,78.8,96.38,227,96.0,18.0,79.0,249.0,3920.0,4362.0
1103,FFD,0.0117,1275,0.126,100.0,11.07,13.24,549.68,167,,,,,,
1103,RANDOM,0.0168,666,0.257,100.0,21.19,32.84,261.89,165,,,,,,
1104,BFD,0.2767,220,0.71,100.0,64.66,78.49,99.28,1566,,,,,,
1104,BNB,0.4641,220,0.719,100.0,64.66,77.66,97.68,42,16.0,2.0,24.0,44.0,748.0,834.0
1104,FFD,0.0062,1385,0.111,100.0,10.27,12.0,633.47,95,,,,,,
1104,RANDOM,0.0369,686,0.283,100.0,20.74,48.08,218.53,340,,,,,,
1105,BFD,0.2401,220,0.567,100.0,52.79,57.17,101.88,1554,,,,,,
1105,BNB,0.3409,220,0.664,100.0,52.79,76.67,81.55,29,15.0,1.0,15.0,11.0,372.0,414.0
1105,FFD,0.0086,1371,0.098,100.0,8.47,10.63,576.05,165,,,,,,
1105,RANDOM,0.0131,490,0.323,100.0,23.7,49.37,155.81,98,,,,,,
1106,BFD,0.251,260,0.736,100.0,57.81,82.94,94.6,1194,,,,,,
1106,BNB,1.6425,210,0.813,100.0,71.58,85.61,90.68,309,159.0,36.0,82.0,154.0,3610.0,4041.0
1106,FFD,0.007,1390,0.122,100.0,10.81,13.72,605.42,87,,,,,,
1106,RANDOM,0.017,645,0.301,100.0,23.3,39.65,228.15,144,,,,,,
1107,BFD,0.1767,215,0.72,100.0,64.21,75.21,94.46,1002,,,,,,
1107,BNB,1.7257,213,0.723,100.0,64.81,75.21,94.18,387,193.0,42.0,58.0,285.0,5075.0,5653.0
1107,FFD,0.0102,1365,0.116,100.0,10.11,12.82,584.53,149,,,,,,
1107,RANDOM,0.0235,495,0.325,100.0,27.89,39.0,206.42,220,,,,,,
1108,BFD,0.2351,220,0.602,100.0,53.66,62.74,96.58,1956,,,,,,
1108,BNB,0.3683,220,0.689,100.0,53.66,85.59,78.8,33,20.0,1.0,10.0,12.0,367.0,410.0
1108,FFD,0.0056,1297,0.1,100.0,9.1,10.82,584.89,87,,,,,,
1108,RANDOM,0.0317,1039,0.133,100.0,11.36,22.58,429.98,454,,,,,,
1109,BFD,0.28,220,0.664,100.0,55.12,72.16,87.42,1986,,,,,,
1109,BNB,0.3749,220,0.694,100.0,55.12,79.13,81.48,34,20.0,2.0,11.0,10.0,335.0,378.0
1109,FFD,0.0105,1365,0.103,100.0,8.88,11.81,572.5,176,,,,,,
1109,RANDOM,0.0171,468,0.347,100.0,25.91,52.66,154.25,150,,,,,,
1110,BFD,0.2543,200,0.539,100.0,46.57,60.22,84.29,1386,,,,,,
1110,BNB,0.346,200,0.607,100.0,46.57,79.45,69.61,33,18.0,0.0,13.0,9.0,383.0,423.0
1110,FFD,0.0098,1357,0.085,100.0,6.86,11.38,520.79,130,,,,,,
1110,RANDOM,0.0206,500,0.252,100.0,18.63,45.19,162.25,127,,,,,,
1111,BFD,0.2791,280,0.688,100.0,57.65,74.36,112.98,1410,,,,,,
1111,BNB,0.5086,220,0.811,100.0,73.38,82.56,98.41,54,23.0,5.0,19.0,22.0,627.0,696.0
1111,FFD,0.0085,1360,0.13,100.0,11.87,14.09,614.12,95,,,,,,
1111,RANDOM,0.0558,1360,0.137,100.0,11.87,29.55,576.11,441,,,,,,
1112,BFD,0.2347,220,0.517,100.0,48.46,52.34,102.59,1548,,,,,,
1112,BNB,0.3401,220,0.611,100.0,48.46,82.15,81.22,32,16.0,1.0,12.0,16.0,385.0,430.0
1112,FFD,0.0129,1310,0.096,100.0,8.14,11.19,538.62,195,,,,,,
1112,RANDOM,0.0149,510,0.253,100.0,20.91,38.97,201.27,119,,,,,,
1113,BFD,0.2739,220,0.481,100.0,38.51,53.73,82.68,1758,,,,,,
1113,BNB,0.4794,220,0.529,100.0,38.51,74.62,68.87,33,13.0,0.0,25.0,42.0,784.0,864.0
1113,FFD,0.0098,1165,0.081,100.0,7.27,10.33,513.88,156,,,,,,
1113,RANDOM,0.0124,410,0.26,100.0,20.66,32.84,152.09,108,,,,,,
1114,BFD,0.2653,220,0.516,100.0,48.23,55.66,102.27,1530,,,,,,
1114,BNB,0.3762,220,0.598,100.0,48.23,79.34,83.63,31,17.0,1.0,15.0,9.0,391.0,433.0
1114,FFD,0.0087,1375,0.081,100.0,7.72,8.91,655.19,161,,,,,,
1114,RANDOM,0.0198,383,0.327,100.0,27.71,45.91,157.24,177,,,,,,
1115,BFD,0.3209,220,0.588,100.0,51.72,62.3,94.96,1842,,,,,,
1115,BNB,0.4102,220,0.603,100.0,51.72,69.27,91.86,28,15.0,1.0,20.0,7.0,404.0,447.0
1115,FFD,0.0099,1365,0.092,100.0,8.34,11.38,608.18,135,,,,,,
1115,RANDOM,0.0259,598,0.248,100.0,19.03,41.97,207.6,245,,,,,,
1116,BFD,0.2404,270,0.732,100.0,63.18,78.33,113.5,1038,,,,,,
1116,BNB,0.8395,270,0.732,100.0,63.18,78.33,113.5,105,41.0,9.0,34.0,126.0,1578.0,1788.0
1116,FFD,0.0056,1365,0.139,100.0,12.5,16.61,606.29,83,,,,,,
1116,RANDOM,0.01,805,0.26,100.0,21.19,29.58,311.28,77,,,,,,
1117,BFD,0.2716,220,0.476,100.0,43.91,53.73,100.85,1662,,,,,,
1117,BNB,0.3655,220,0.599,100.0,43.91,79.36,70.06,30,16.0,0.0,16.0,9.0,366.0,407.0
1117,FFD,0.0257,1371,0.081,100.0,7.05,10.19,586.72,150,,,,,,
1117,RANDOM,0.0315,478,0.261,100.0,20.21,32.01,169.51,135,,,,,,
1118,BFD,0.2743,220,0.696,100.0,60.18,74.84,92.72,1638,,,,,,
1118,BNB,0.3963,220,0.697,100.0,60.18,74.84,92.67,26,12.0,1.0,17.0,12.0,381.0,423.0
1118,FFD,0.0087,1395,0.1,100.0,9.49,10.82,657.98,95,,,,,,
1118,RANDOM,0.0286,732,0.232,100.0,18.09,46.18,262.61,233,,,,,,
1119,BFD,0.3491,220,0.387,100.0,34.24,40.36,95.69,2256,,,,,,
1119,BNB,0.4585,220,0.49,100.0,34.24,75.48,62.54,30,15.0,0.0,15.0,20.0,506.0,556.0
1119,FFD,0.0072,1380,0.065,100.0,5.46,7.91,562.85,121,,,,,,
1119,RANDOM,0.0218,260,0.38,100.0,28.98,54.58,89.49,234,,,,,,
1120,BFD,0.3019,220,0.716,100.0,57.96,79.93,84.11,1944,,,,,,
1120,BNB,0.419,220,0.717,100.0,57.96,79.93,83.96,34,19.0,2.0,12.0,9.0,340.0,382.0
1120,FFD,0.0103,1371,0.107,100.0,9.3,11.81,584.77,194,,,,,,
1120,RANDOM,0.0307,600,0.291,100.0,21.25,45.67,188.71,303,,,,,,
1121,BFD,0.2774,220,0.685,100.0,57.9,73.88,89.92,1980,,,,,,
1121,BNB,0.3974,220,0.708,100.0,57.9,80.85,85.5,25,12.0,2.0,15.0,15.0,387.0,431.0
1121,FFD,0.0069,1365,0.102,100.0,9.33,11.81,618.03,101,,,,,,
1121,RANDOM,0.021,595,0.266,100.0,21.41,40.45,225.19,191,,,,,,
1122,BFD,0.218,220,0.568,100.0,50.48,59.3,96.22,1374,,,,,,
1122,BNB,0.3417,220,0.659,100.0,50.48,78.8,76.46,29,14.0,1.0,18.0,8.0,357.0,398.0
1122,FFD,0.0131,1390,0.096,100.0,7.99,12.54,558.87,215,,,,,,
1122,RANDOM,0.0156,543,0.267,100.0,20.45,35.62,188.87,128,,,,,,
1123,BFD,0.2951,260,0.712,100.0,54.36,83.41,89.65,1944,,,,,,
1123,BNB,0.63,220,0.784,100.0,64.24,86.09,85.71,56,16.0,5.0,32.0,57.0,982.0,1092.0
1123,FFD,0.0193,1325,0.117,100.0,10.67,13.24,597.1,104,,,,,,
1123,RANDOM,0.0317,593,0.299,100.0,23.83,42.91,220.68,135,,,,,,
1124,BFD,0.2408,260,0.76,100.0,63.43,79.41,104.27,1458,,,,,,
1124,BNB,0.3972,220,0.813,100.0,74.96,82.89,100.7,42,22.0,2.0,10.0,33.0,435.0,502.0
1124,FFD,0.0096,1370,0.142,100.0,12.04,17.32,559.78,119,,,,,,
1124,RANDOM,0.0208,1028,0.2,100.0,16.04,26.52,387.86,184,,,,,,
1125,BFD,0.2867,220,0.718,100.0,62.1,75.6,92.89,1890,,,,,,
1125,BNB,0.4045,220,0.718,100.0,62.1,75.6,92.84,38,22.0,2.0,9.0,13.0,343.0,389.0
1125,FFD,0.0083,1373,0.115,100.0,9.95,13.72,580.05,126,,,,,,
1125,RANDOM,0.0133,670,0.249,100.0,20.39,38.79,261.11,98,,,,,,
1126,BFD,0.2797,220,0.653,100.0,56.62,69.38,93.08,2106,,,,,,
1126,BNB,0.3835,220,0.722,100.0,56.62,85.26,79.68,40,24.0,2.0,11.0,4.0,356.0,397.0
1126,FFD,0.0091,1350,0.109,100.0,9.23,12.54,549.82,167,,,,,,
1126,RANDOM,0.0139,393,0.402,100.0,31.7,51.83,143.79,91,,,,,,
1127,BFD,0.2506,220,0.541,100.0,46.59,58.13,92.35,1548,,,,,,
1127,BNB,0.3599,220,0.589,100.0,46.59,79.02,80.9,30,18.0,0.0,14.0,11.0,413.0,456.0
1127,FFD,0.0091,1275,0.092,100.0,8.04,9.82,543.94,135,,,,,,
1127,RANDOM,0.0129,564,0.208,100.0,18.17,29.46,241.54,117,,,,,,
1128,BFD,0.251,220,0.627,100.0,55.67,66.22,96.14,2004,,,,,,
1128,BNB,0.3609,220,0.659,100.0,55.67,79.31,89.73,29,14.0,1.0,15.0,11.0,433.0,474.0
1128,FFD,0.0077,1392,0.098,100.0,8.8,11.81,614.02,111,,,,,,
1128,RANDOM,0.3874,570,0.204,81.82,15.64,32.22,197.48,4133,,,,,,
1129,BFD,0.2526,260,0.708,100.0,55.37,81.59,93.77,1566,,,,,,
1129,BNB,1.9988,260,0.708,100.0,55.37,81.59,93.66,286,121.0,21.0,113.0,316.0,4536.0,5107.0
1129,FFD,0.0089,1310,0.125,100.0,10.99,13.24,567.42,157,,,,,,
1129,RANDOM,0.0256,1144,0.154,100.0,12.58,25.87,445.19,236,,,,,,
1130,BFD,0.2691,220,0.608,100.0,55.86,65.41,100.18,1602,,,,,,
1130,BNB,0.4243,220,0.626,100.0,55.86,65.41,96.69,41,23.0,1.0,14.0,10.0,426.0,474.0
1130,FFD,0.0103,1390,0.098,100.0,8.84,12.54,616.32,152,,,,,,
1130,RANDOM,0.0096,648,0.256,100.0,18.97,45.91,211.21,60,,,,,,
1131,BFD,0.2829,260,0.716,100.0,54.68,83.74,89.76,1902,,,,,,
1131,BNB,1.823,220,0.788,100.0,64.62,86.42,85.84,334,172.0,44.0,123.0,98.0,4174.0,4611.0
1131,FFD,0.0094,1365,0.118,100.0,10.42,12.36,594.1,131,,,,,,
1131,RANDOM,0.021,668,0.254,100.0,21.28,35.95,269.82,195,,,,,,
1132,BFD,0.221,200,0.709,100.0,59.67,78.33,81.25,1194,,,,,,
1132,BNB,0.3639,200,0.72,100.0,59.67,78.33,79.29,36,20.0,0.0,9.0,35.0,509.0,573.0
1132,FFD,0.0095,1365,0.107,100.0,8.74,13.72,528.03,115,,,,,,
1132,RANDOM,0.0155,548,0.244,100.0,21.78,29.58,241.04,124,,,,,,
1133,BFD,0.2522,220,0.584,100.0,53.99,59.36,101.02,1512,,,,,,
1133,BNB,0.3568,220,0.643,100.0,53.99,76.08,88.91,29,15.0,2.0,17.0,9.0,365.0,408.0
1133,FFD,0.0077,1395,0.09,100.0,8.51,9.47,660.03,159,,,,,,
1133,RANDOM,0.0141,530,0.31,100.0,22.41,49.61,163.65,108,,,,,,
1134,BFD,0.2553,220,0.448,100.0,42.18,45.59,103.17,1374,,,,,,
1134,BNB,0.3534,220,0.501,100.0,42.18,62.3,89.29,24,12.0,1.0,15.0,16.0,380.0,424.0
1134,FFD,0.0064,1395,0.068,100.0,6.65,7.61,686.23,149,,,,,,
1134,RANDOM,0.0193,340,0.342,100.0,27.29,38.62,126.96,183,,,,,,
1135,BFD,0.2548,220,0.661,100.0,55.89,72.05,89.93,1716,,,,,,
1135,BNB,0.4955,220,0.664,100.0,55.89,72.05,89.25,32,19.0,1.0,15.0,8.0,385.0,428.0
1135,FFD,0.0084,1365,0.096,100.0,9.01,10.82,634.87,109,,,,,,
1135,RANDOM,0.0168,646,0.253,100.0,19.03,35.84,216.66,143,,,,,,
1136,BFD,0.2494,200,0.733,100.0,69.86,75.68,95.15,1272,,,,,,
1136,BNB,0.3839,200,0.783,100.0,69.86,87.95,87.85,43,25.0,0.0,11.0,26.0,439.0,501.0
1136,FFD,0.0065,1394,0.111,100.0,10.02,13.0,623.84,78,,,,,,
1136,RANDOM,0.0347,1298,0.117,100.0,10.76,28.47,590.12,333,,,,,,
1137,BFD,0.2831,220,0.627,100.0,56.08,65.41,96.96,1980,,,,,,
1137,BNB,0.3856,220,0.657,100.0,56.08,72.38,91.11,30,16.0,2.0,14.0,11.0,357.0,400.0
1137,FFD,0.007,1375,0.096,100.0,8.97,9.95,642.71,121,,,,,,
1137,RANDOM,0.0129,785,0.204,100.0,15.72,42.8,274.57,99,,,,,,
1138,BFD,0.3199,260,0.665,100.0,51.92,77.15,93.49,2124,,,,,,
1138,BNB,3.8027,260,0.63,100.0,51.92,70.18,102.21,403,85.0,34.0,282.0,735.0,12442.0,13578.0
1138,FFD,0.01,1380,0.115,100.0,9.78,13.24,571.3,138,,,,,,
1138,RANDOM,0.028,593,0.295,100.0,22.76,39.54,209.02,177,,,,,,
1139,BFD,0.2921,220,0.734,100.0,64.3,78.75,94.5,1842,,,,,,
1139,BNB,0.5634,220,0.735,100.0,64.3,78.75,94.23,57,28.0,5.0,25.0,18.0,774.0,850.0
1139,FFD,0.0067,1365,0.11,100.0,10.36,11.81,638.17,106,,,,,,
1139,RANDOM,0.03,675,0.283,100.0,20.96,38.95,219.78,271,,,,,,
1140,BFD,0.1912,266,0.746,100.0,61.24,80.43,103.98,930,,,,,,
1140,BNB,0.4098,213,0.858,100.0,76.48,89.38,93.53,61,31.0,4.0,17.0,42.0,634.0,728.0
1140,FFD,0.0089,1270,0.146,100.0,12.83,17.32,549.34,91,,,,,,
1140,RANDOM,0.0157,881,0.227,100.0,18.49,30.23,340.55,116,,,,,,
1141,BFD,0.3201,220,0.636,100.0,52.63,69.86,87.06,2196,,,,,,
1141,BNB,0.4245,220,0.637,100.0,52.63,69.86,86.84,29,15.0,1.0,18.0,8.0,363.0,405.0
1141,FFD,0.011,1399,0.104,100.0,8.28,13.24,515.79,171,,,,,,
1141,RANDOM,0.0317,490,0.296,100.0,23.63,38.38,183.25,312,,,,,,
1142,BFD,0.3326,220,0.744,100.0,70.54,75.38,103.95,1860,,,,,,
1142,BNB,0.4867,220,0.744,100.0,70.54,75.38,103.95,32,14.0,3.0,13.0,20.0,484.0,534.0
1142,FFD,0.0076,1385,0.127,100.0,11.2,14.41,598.64,142,,,,,,
1142,RANDOM,0.0131,730,0.29,100.0,21.26,45.32,232.37,99,,,,,,
1143,BFD,0.2835,220,0.702,100.0,58.92,76.34,88.86,2208,,,,,,
1143,BNB,0.3907,220,0.704,100.0,58.92,76.34,88.63,35,19.0,2.0,12.0,8.0,342.0,383.0
1143,FFD,0.0123,1350,0.116,100.0,9.6,13.24,537.15,158,,,,,,
1143,RANDOM,0.0144,593,0.303,100.0,21.86,45.7,182.06,110,,,,,,
1144,BFD,0.2558,260,0.766,100.0,63.23,81.91,102.51,1554,,,,,,
