order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3100,BFD,1.5194,490,0.85,100.0,74.25,89.23,209.63,16494,,,,,,
3100,BNB,2412.141,430,0.917,100.0,84.61,94.3,197.03,216675,82235.0,13422.0,55460.0,332885.0,6163983.0,6647985.0
3100,FFD,0.0546,1400,0.29,100.0,25.99,31.55,618.92,1390,,,,,,
3100,RANDOM,0.2286,1398,0.296,96.77,25.1,42.91,573.29,3355,,,,,,
3101,BFD,1.5388,483,0.866,100.0,77.33,89.64,212.49,17268,,,,,,
3101,BNB,2625.841,463,0.903,100.0,80.67,94.15,203.96,225062,71012.0,10441.0,43176.0,449707.0,5640494.0,6214830.0
3101,FFD,0.0431,1399,0.296,100.0,26.7,32.45,623.9,1110,,,,,,
3101,RANDOM,1.6783,1365,0.23,64.52,17.25,48.53,456.49,22629,,,,,,
3102,BFD,1.6254,480,0.882,100.0,75.6,92.93,200.16,15732,,,,,,
3102,BNB,92.821,465,0.892,100.0,78.04,94.29,199.25,7590,1169.0,212.0,926.0,22519.0,235767.0,260593.0
3102,FFD,0.0505,1395,0.276,100.0,26.01,29.42,653.83,1317,,,,,,
3102,RANDOM,0.2641,1388,0.308,96.77,25.21,44.84,541.04,3555,,,,,,
3103,BFD,2.3462,446,0.81,100.0,67.88,89.91,180.03,27486,,,,,,
3103,BNB,4641.9671,350,0.923,100.0,86.5,94.89,163.27,446763,135963.0,35528.0,98360.0,831152.0,13371257.0,14472260.0
3103,FFD,0.0545,1375,0.235,100.0,22.02,25.13,639.97,1528,,,,,,
3103,RANDOM,2.1854,864,0.232,64.52,17.39,37.04,287.05,22391,,,,,,
3104,BFD,1.9773,428,0.818,100.0,70.86,91.36,180.85,15786,,,,,,
3104,BNB,43173.8954,373,0.888,100.0,81.31,91.12,169.22,4624848,537392.0,9321.0,547428.0,15218304.0,166345876.0,182658321.0
3104,FFD,0.0905,1395,0.228,100.0,21.74,23.27,664.88,2391,,,,,,
3104,RANDOM,0.072,1321,0.29,100.0,22.96,51.83,487.56,591,,,,,,
3105,BFD,1.2479,466,0.885,100.0,79.82,93.76,207.53,14334,,,,,,
3105,BNB,1368.4371,463,0.891,100.0,80.34,93.28,206.21,84267,6952.0,982.0,17433.0,279930.0,2987551.0,3292848.0
3105,FFD,0.0358,1395,0.284,100.0,26.66,29.37,652.06,856,,,,,,
3105,RANDOM,1.5036,1398,0.228,67.74,17.33,47.03,477.21,20596,,,,,,
3106,BFD,1.5295,533,0.911,100.0,80.53,94.31,231.65,11340,,,,,,
3106,BNB,3.0109,0,0.0,0.0,,0.0,-1.0,148,0.0,0.0,72.0,525.0,3662.0,4259.0
3106,FFD,0.0461,1400,0.331,100.0,30.66,34.28,643.62,1097,,,,,,
3106,RANDOM,0.7187,1400,0.308,83.87,26.74,38.95,594.2,11490,,,,,,
3107,BFD,2.1899,342,0.904,100.0,80.1,93.78,149.04,17736,,,,,,
3107,BNB,979.6715,322,0.908,100.0,85.07,92.15,150.08,93289,24961.0,1886.0,20862.0,218014.0,4224064.0,4489787.0
3107,FFD,0.0463,1400,0.214,100.0,19.57,23.44,633.86,1194,,,,,,
3107,RANDOM,2.5896,706,0.188,58.06,13.67,43.76,220.82,26270,,,,,,
3108,BFD,1.7754,480,0.835,100.0,69.88,92.71,193.32,20934,,,,,,
3108,BNB,16629.594,415,0.903,100.0,80.83,94.39,183.08,1107312,185982.0,38407.0,171626.0,3135597.0,44378018.0,47909630.0
3108,FFD,0.0662,1399,0.261,100.0,23.98,28.17,638.56,1355,,,,,,
3108,RANDOM,2.7586,770,0.242,54.84,19.66,31.39,296.71,28301,,,,,,
3109,BFD,1.5292,520,0.864,100.0,74.29,92.52,217.74,13782,,,,,,
3109,BNB,867.2297,463,0.908,100.0,83.44,94.19,210.95,57722,6464.0,1596.0,15363.0,175185.0,1949062.0,2147670.0
3109,FFD,0.0473,1395,0.295,100.0,27.69,31.49,653.24,964,,,,,,
3109,RANDOM,0.8467,1380,0.266,83.87,23.67,39.54,604.18,11829,,,,,,
3110,BFD,2.1135,446,0.888,100.0,78.26,93.83,193.01,18894,,,,,,
3110,BNB,5852.7203,397,0.949,100.0,87.92,96.43,182.72,645804,283237.0,38117.0,178568.0,797673.0,16851153.0,18148748.0
3110,FFD,0.0413,1390,0.276,100.0,25.11,29.4,625.07,970,,,,,,
3110,RANDOM,4.0512,480,0.203,35.48,14.8,37.28,151.46,40137,,,,,,
3111,BFD,2.5546,476,0.846,100.0,74.09,91.07,204.33,23652,,,,,,
3111,BNB,383.1177,430,0.929,100.0,82.01,97.75,186.34,23777,1409.0,502.0,4322.0,81216.0,921236.0,1008685.0
3111,FFD,0.0528,1395,0.269,100.0,25.28,27.74,654.13,1139,,,,,,
3111,RANDOM,0.1247,1379,0.275,100.0,25.57,35.01,637.99,1687,,,,,,
3112,BFD,2.1692,520,0.849,100.0,70.38,93.67,206.23,19428,,,,,,
3112,BNB,17225.5124,460,0.922,100.0,79.55,97.32,193.46,1394794,336897.0,73676.0,323523.0,3202748.0,52973649.0,56910493.0
3112,FFD,0.0528,1395,0.295,100.0,26.23,33.32,610.92,1295,,,,,,
3112,RANDOM,0.0612,1390,0.318,100.0,26.33,38.95,551.45,793,,,,,,
3113,BFD,1.2624,527,0.891,100.0,76.78,95.0,221.21,9054,,,,,,
3113,BNB,8480.807,480,0.92,100.0,84.29,94.47,218.04,485206,21485.0,1520.0,100813.0,1724951.0,18694314.0,20543083.0
3113,FFD,0.0442,1395,0.316,100.0,29.0,32.99,635.03,1053,,,,,,
3113,RANDOM,1.1969,1344,0.279,77.42,24.12,48.86,566.88,16642,,,,,,
3114,BFD,1.9918,446,0.877,100.0,74.8,95.43,184.47,19860,,,,,,
3114,BNB,583.725,400,0.907,100.0,83.41,94.7,182.49,36839,7432.0,2417.0,10756.0,87290.0,2444934.0,2552829.0
3114,FFD,0.0559,1399,0.256,100.0,23.85,27.13,647.57,1194,,,,,,
