order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3200,BFD,1.2491,495,0.867,100.0,76.84,92.3,215.68,13980,,,,,,
3200,BNB,14823.4931,440,0.936,100.0,86.45,97.12,201.86,1162042,364347.0,33421.0,242943.0,2416345.0,40500884.0,43557940.0
3200,FFD,0.0632,1400,0.288,100.0,27.17,30.61,657.69,1300,,,,,,
3200,RANDOM,1.2991,1400,0.26,84.38,23.28,35.33,619.17,17203,,,,,,
3201,BFD,1.9449,296,0.842,100.0,71.08,94.29,120.65,19074,,,,,,
3201,BNB,21.1637,266,0.845,100.0,79.09,86.92,123.83,1716,280.0,25.0,627.0,4672.0,94618.0,100222.0
3201,FFD,0.1219,1396,0.17,100.0,15.07,18.66,608.24,3480,,,,,,
3201,RANDOM,0.1091,1374,0.199,100.0,15.31,52.68,479.71,1117,,,,,,
3202,BFD,1.8967,440,0.849,100.0,74.34,92.58,188.82,21204,,,,,,
3202,BNB,10824.9995,375,0.924,100.0,87.23,93.0,176.49,1012130,353329.0,28961.0,276404.0,1860601.0,30436334.0,32955629.0
3202,FFD,0.0473,1399,0.258,100.0,23.38,27.69,626.72,1162,,,,,,
3202,RANDOM,2.0801,1400,0.174,56.25,14.07,28.71,532.37,28453,,,,,,
3203,BFD,2.518,395,0.841,100.0,69.63,92.49,156.33,22026,,,,,,
3203,BNB,1829.6125,310,0.927,100.0,88.72,93.88,147.97,188604,51280.0,9852.0,37488.0,411138.0,6160322.0,6670080.0
3203,FFD,0.049,1385,0.215,100.0,19.86,22.07,635.98,1166,,,,,,
3203,RANDOM,0.0862,1321,0.242,100.0,20.82,44.35,552.49,854,,,,,,
3204,BFD,2.66,525,0.789,100.0,65.73,89.66,210.01,24078,,,,,,
3204,BNB,26154.5334,520,0.812,100.0,66.37,91.71,202.06,2033575,6773.0,499.0,363964.0,7733941.0,92958730.0,101063907.0
3204,FFD,0.0531,1390,0.264,100.0,24.83,29.56,650.5,1432,,,,,,
3204,RANDOM,0.0812,1343,0.335,100.0,25.7,59.12,468.83,883,,,,,,
3205,BFD,2.0428,575,0.877,100.0,75.15,92.11,239.41,12714,,,,,,
3205,BNB,2808.3688,570,0.866,100.0,75.81,91.73,244.31,77208,1182.0,138.0,17278.0,284949.0,2981768.0,3285315.0
3205,FFD,0.0662,1400,0.33,100.0,30.86,36.56,651.73,1169,,,,,,
3205,RANDOM,0.2538,1400,0.315,93.75,29.57,36.6,654.18,4580,,,,,,
3206,BFD,1.4583,580,0.869,100.0,75.64,92.8,246.91,13332,,,,,,
3206,BNB,2.7772,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3206,FFD,0.0441,1390,0.347,100.0,31.56,36.94,625.01,962,,,,,,
3206,RANDOM,0.2274,1400,0.345,96.88,30.69,49.35,612.14,3977,,,,,,
3207,BFD,2.84,420,0.868,100.0,73.38,93.51,171.6,24318,,,,,,
3207,BNB,787.9832,350,0.931,100.0,88.06,94.56,164.93,64863,15019.0,2739.0,18922.0,151675.0,3452673.0,3641028.0
3207,FFD,0.049,1400,0.242,100.0,22.02,25.48,631.25,1082,,,,,,
3207,RANDOM,0.0961,1392,0.259,100.0,22.14,41.22,576.36,1091,,,,,,
3208,BFD,2.9788,575,0.819,100.0,69.49,86.78,236.13,21726,,,,,,
3208,BNB,63751.2093,520,0.877,100.0,76.84,92.46,223.42,5993312,775709.0,122962.0,1052007.0,18427846.0,268307393.0,288685917.0
3208,FFD,0.0591,1385,0.308,100.0,28.85,33.14,645.18,1273,,,,,,
3208,RANDOM,0.3333,1355,0.335,100.0,29.49,54.56,585.49,5413,,,,,,
3209,BFD,1.5379,545,0.853,100.0,75.0,88.67,235.01,14304,,,,,,
3209,BNB,2.8442,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3209,FFD,0.0435,1390,0.32,100.0,29.41,34.84,632.98,1020,,,,,,
3209,RANDOM,0.1352,1400,0.317,100.0,29.2,39.86,639.68,1786,,,,,,
3210,BFD,2.9276,460,0.828,100.0,68.93,94.51,183.64,31170,,,,,,
3210,BNB,1676.448,390,0.91,100.0,81.3,94.61,171.73,106232,10646.0,1627.0,26850.0,336653.0,4692630.0,5068406.0
3210,FFD,0.0486,1371,0.249,100.0,23.13,25.29,632.06,959,,,,,,
3210,RANDOM,2.2327,740,0.291,65.62,23.39,37.28,280.42,22250,,,,,,
3211,BFD,1.5906,533,0.862,100.0,72.4,92.23,215.82,9522,,,,,,
3211,BNB,8344.1814,460,0.912,100.0,83.9,94.46,210.08,718720,235132.0,69276.0,144881.0,1207884.0,24968972.0,26626145.0
3211,FFD,0.1061,1399,0.311,100.0,27.59,33.43,611.07,2584,,,,,,
3211,RANDOM,0.508,1400,0.26,87.5,23.86,26.28,636.51,10148,,,,,,
3212,BFD,2.1148,600,0.812,100.0,67.65,89.36,240.01,18582,,,,,,
3212,BNB,2146.9893,485,0.901,100.0,83.7,92.88,223.82,128962,25979.0,5512.0,33511.0,324657.0,4665758.0,5055417.0
3212,FFD,0.0527,1395,0.316,100.0,29.1,33.24,638.3,1246,,,,,,
3212,RANDOM,0.3339,1355,0.355,100.0,29.96,51.38,551.99,4275,,,,,,
3213,BFD,2.4581,595,0.818,100.0,69.9,88.45,246.77,24156,,,,,,
3213,BNB,34929.9481,550,0.848,100.0,75.62,90.36,241.51,2264058,233712.0,51103.0,640647.0,6991455.0,110625176.0,118542093.0
3213,FFD,0.0507,1390,0.332,100.0,29.92,35.14,617.9,2007,,,,,,
3213,RANDOM,0.5622,1400,0.322,93.75,26.92,45.32,562.8,8694,,,,,,
3214,BFD,1.9985,420,0.884,100.0,74.4,96.48,170.41,23340,,,,,,
