order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2400,BFD,1.0025,460,0.803,100.0,64.76,90.83,174.8,10518,,,,,,
2400,BNB,488.8277,390,0.87,100.0,76.39,90.61,168.0,43609,10756.0,1539.0,11129.0,101797.0,1504006.0,1629227.0
2400,FFD,0.0439,1365,0.244,100.0,21.83,26.59,601.64,997,,,,,,
2400,RANDOM,0.049,1285,0.316,100.0,23.18,59.63,407.88,452,,,,,,
2401,BFD,1.148,400,0.848,100.0,72.3,94.5,165.4,9330,,,,,,
2401,BNB,141.7156,349,0.929,100.0,82.86,95.86,153.27,17205,6723.0,1301.0,5204.0,23436.0,630801.0,667465.0
2401,FFD,0.029,1399,0.225,100.0,20.67,23.63,637.78,616,,,,,,
2401,RANDOM,2.5699,452,0.188,45.83,13.9,36.79,146.28,26174,,,,,,
2402,BFD,1.1188,410,0.815,100.0,67.82,91.02,163.64,11538,,,,,,
2402,BNB,2630.985,330,0.921,100.0,84.26,94.77,149.57,247808,60642.0,13121.0,76248.0,546029.0,8499651.0,9195691.0
2402,FFD,0.0341,1371,0.228,100.0,20.28,24.95,599.07,727,,,,,,
2402,RANDOM,1.0387,1335,0.212,75.0,16.55,41.81,481.03,12854,,,,,,
2403,BFD,1.2716,455,0.784,100.0,60.84,92.31,161.89,12930,,,,,,
2403,BNB,2855.617,346,0.875,100.0,80.01,91.16,156.8,222225,29473.0,8346.0,45173.0,654542.0,8407263.0,9144797.0
2403,FFD,0.0276,1365,0.217,100.0,20.28,23.56,633.32,538,,,,,,
2403,RANDOM,0.0369,1302,0.275,100.0,21.26,42.91,459.54,347,,,,,,
2404,BFD,1.1911,280,0.75,100.0,70.99,78.37,132.05,12492,,,,,,
2404,BNB,23.2351,254,0.868,100.0,78.26,88.86,113.19,2553,725.0,125.0,650.0,5232.0,79824.0,86556.0
2404,FFD,0.0678,1396,0.165,100.0,14.24,17.97,586.15,1561,,,,,,
2404,RANDOM,0.0712,1345,0.184,100.0,14.78,36.79,507.58,666,,,,,,
2405,BFD,0.9902,500,0.76,100.0,57.98,94.54,172.12,9480,,,,,,
2405,BNB,1963.3114,350,0.909,100.0,82.82,92.96,157.97,195628,74089.0,15122.0,53259.0,283058.0,5445576.0,5871104.0
2405,FFD,0.0304,1365,0.236,100.0,21.24,26.64,605.24,567,,,,,,
2405,RANDOM,0.0561,1093,0.342,100.0,26.52,48.7,389.09,519,,,,,,
2406,BFD,0.7332,403,0.854,100.0,76.56,88.67,178.21,8088,,,,,,
2406,BNB,69.9782,0,0.0,0.0,,0.0,-1.0,5390,248.0,21.0,961.0,19259.0,171243.0,191732.0
2406,FFD,0.0199,1395,0.241,100.0,22.12,25.79,634.37,731,,,,,,
2406,RANDOM,0.0647,1308,0.276,100.0,23.59,42.91,542.69,1717,,,,,,
2407,BFD,1.4134,420,0.835,100.0,71.42,93.65,174.41,10896,,,,,,
2407,BNB,137.5056,335,0.929,100.0,89.54,94.17,161.3,16151,6906.0,1520.0,6700.0,15594.0,368558.0,399278.0
2407,FFD,0.0355,1375,0.245,100.0,21.82,27.5,603.85,764,,,,,,
2407,RANDOM,1.4241,1400,0.187,62.5,14.88,35.09,521.19,19069,,,,,,
2408,BFD,0.9308,350,0.845,100.0,74.05,89.94,150.28,15156,,,,,,
2408,BNB,209.3741,330,0.9,100.0,78.54,94.26,140.98,25756,10581.0,2090.0,6875.0,32739.0,588565.0,640850.0
2408,FFD,0.0318,1371,0.204,100.0,18.9,21.15,633.01,709,,,,,,
2408,RANDOM,1.8037,510,0.31,62.5,26.71,31.39,214.19,18226,,,,,,
2409,BFD,0.9701,420,0.739,100.0,55.64,91.01,141.07,8610,,,,,,
2409,BNB,2.8732,300,0.861,100.0,77.9,88.5,134.23,237,81.0,9.0,77.0,396.0,7976.0,8539.0
2409,FFD,0.0238,1396,0.191,100.0,16.74,21.24,601.51,604,,,,,,
2409,RANDOM,1.4218,782,0.19,70.83,13.93,42.93,247.41,14206,,,,,,
2410,BFD,1.4379,325,0.829,100.0,74.66,83.15,144.54,11742,,,,,,
2410,BNB,136.4967,280,0.915,100.0,86.66,92.4,132.26,13919,3139.0,1929.0,5028.0,25238.0,404460.0,439794.0
2410,FFD,0.0306,1380,0.184,100.0,17.58,18.54,657.5,499,,,,,,
2410,RANDOM,0.1177,1372,0.232,100.0,17.69,40.65,474.05,1105,,,,,,
2411,BFD,1.2148,350,0.861,100.0,74.85,92.21,148.62,11262,,,,,,
2411,BNB,334.3006,300,0.919,100.0,87.33,92.68,142.13,42523,18138.0,4026.0,12988.0,46149.0,923599.0,1004900.0
2411,FFD,0.0369,1399,0.211,100.0,18.73,24.23,611.09,878,,,,,,
2411,RANDOM,0.128,1376,0.255,100.0,19.04,50.65,454.1,1486,,,,,,
2412,BFD,1.2803,460,0.868,100.0,72.73,93.54,185.61,10122,,,,,,
2412,BNB,229.1103,430,0.893,100.0,77.8,95.19,183.32,17582,4153.0,1218.0,6514.0,36874.0,565801.0,614560.0
2412,FFD,0.0243,1385,0.265,100.0,24.16,28.86,624.33,512,,,,,,
2412,RANDOM,2.646,570,0.275,45.83,21.43,38.01,204.65,26198,,,,,,
2413,BFD,1.4887,420,0.834,100.0,68.71,95.22,165.03,12570,,,,,,
2413,BNB,320.1014,333,0.925,100.0,86.66,94.83,155.2,34026,14274.0,2198.0,15497.0,38167.0,955476.0,1025612.0
2413,FFD,0.0358,1375,0.233,100.0,20.99,23.19,612.64,709,,,,,,
2413,RANDOM,0.0901,1373,0.247,100.0,21.02,38.95,566.12,1100,,,,,,
2414,BFD,0.9756,246,0.783,100.0,67.85,81.12,104.09,8982,,,,,,
2414,BNB,4.7538,220,0.852,100.0,75.87,87.78,96.43,374,60.0,2.0,72.0,1099.0,19740.0,20973.0
2414,FFD,0.0293,1396,0.131,100.0,11.96,14.65,633.76,855,,,,,,
2414,RANDOM,0.0877,826,0.268,100.0,20.21,46.87,278.14,822,,,,,,
2415,BFD,0.8191,466,0.868,100.0,76.51,91.75,201.72,6060,,,,,,
2415,BNB,66.2416,440,0.896,100.0,81.03,93.13,196.76,6073,2034.0,437.0,1488.0,10399.0,157493.0,171851.0
2415,FFD,0.0238,1400,0.283,100.0,25.47,29.32,623.18,361,,,,,,
2415,RANDOM,0.0497,1400,0.301,100.0,25.47,43.56,573.51,482,,,,,,
2416,BFD,0.7446,415,0.823,100.0,76.17,85.01,190.77,5298,,,,,,
2416,BNB,569.7301,380,0.904,100.0,83.18,92.3,173.53,66042,29638.0,6008.0,15110.0,70723.0,1299410.0,1420889.0
2416,FFD,0.0337,1365,0.262,100.0,23.16,30.92,593.39,593,,,,,,
2416,RANDOM,3.2727,570,0.211,29.17,15.48,32.46,180.88,34049,,,,,,
2417,BFD,1.0987,430,0.819,100.0,69.76,88.68,177.64,11052,,,,,,
2417,BNB,1681.0776,390,0.907,100.0,76.92,95.83,160.12,195637,88638.0,18289.0,34745.0,213083.0,4670384.0,5025139.0
2417,FFD,0.0291,1400,0.234,100.0,21.43,24.52,637.18,611,,,,,,
2417,RANDOM,0.0609,1336,0.301,100.0,22.45,49.29,441.21,665,,,,,,
2418,BFD,0.6512,401,0.867,100.0,75.05,91.26,169.4,5292,,,,,,
2418,BNB,1114.6379,396,0.873,100.0,76.0,91.21,168.6,91935,16716.0,1597.0,14198.0,261937.0,2566409.0,2860857.0
2418,FFD,0.0297,1365,0.239,100.0,22.05,25.06,624.15,637,,,,,,
2418,RANDOM,0.0453,1347,0.279,100.0,22.34,35.62,504.87,430,,,,,,
2419,BFD,0.7216,460,0.859,100.0,71.91,90.33,185.28,4572,,,,,,
2419,BNB,30.9446,445,0.853,100.0,74.34,91.63,189.71,3018,834.0,449.0,1019.0,4613.0,95858.0,102773.0
2419,FFD,0.0329,1375,0.267,100.0,24.06,28.65,610.9,560,,,,,,
2419,RANDOM,0.0837,1393,0.287,100.0,23.75,36.36,551.95,947,,,,,,
2420,BFD,1.0457,420,0.873,100.0,71.58,96.74,163.99,9282,,,,,,
2420,BNB,24.9834,335,0.921,100.0,89.74,92.52,163.12,3305,1437.0,298.0,1558.0,2932.0,70507.0,76732.0
2420,FFD,0.0299,1395,0.242,100.0,21.55,28.32,611.1,675,,,,,,
2420,RANDOM,0.0606,1380,0.259,100.0,21.78,39.27,560.78,645,,,,,,
2421,BFD,0.9089,410,0.816,100.0,68.91,90.27,167.16,9336,,,,,,
2421,BNB,3206.3476,390,0.829,100.0,72.44,86.35,166.83,272818,55261.0,9408.0,61100.0,706782.0,9482335.0,10314886.0
2421,FFD,0.0575,1365,0.233,100.0,20.7,24.14,596.38,1447,,,,,,
2421,RANDOM,0.0494,1285,0.276,100.0,21.99,35.62,478.02,506,,,,,,
2422,BFD,0.8805,348,0.859,100.0,74.54,91.02,147.55,11082,,,,,,
2422,BNB,48.1668,300,0.919,100.0,86.47,92.64,140.5,6872,2940.0,708.0,2277.0,6896.0,129428.0,142249.0
2422,FFD,0.0252,1383,0.202,100.0,18.76,21.54,639.53,613,,,,,,
