order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2300,BFD,1.3223,300,0.878,100.0,76.52,93.87,127.89,10218,,,,,,
2300,BNB,106.263,280,0.88,100.0,81.99,89.18,129.66,10476,2164.0,896.0,2507.0,24067.0,323884.0,353518.0
2300,FFD,0.0325,1395,0.178,100.0,16.46,18.45,641.33,721,,,,,,
2300,RANDOM,0.0841,1319,0.235,100.0,17.4,54.32,426.99,742,,,,,,
2301,BFD,1.4137,280,0.902,100.0,82.29,92.41,126.57,9678,,,,,,
2301,BNB,9.9576,280,0.884,100.0,82.29,90.0,129.52,847,220.0,47.0,201.0,1852.0,22940.0,25260.0
2301,FFD,0.0338,1375,0.179,100.0,16.76,18.71,639.04,635,,,,,,
2301,RANDOM,0.0808,1200,0.255,100.0,19.2,38.95,403.59,621,,,,,,
2302,BFD,1.206,420,0.873,100.0,74.35,92.61,173.29,7950,,,,,,
2302,BNB,78.1384,350,0.946,100.0,89.22,95.78,164.52,7722,2697.0,633.0,3267.0,10916.0,191572.0,209085.0
2302,FFD,0.0253,1400,0.248,100.0,22.31,26.89,621.7,424,,,,,,
2302,RANDOM,0.0726,1335,0.285,100.0,23.39,49.35,521.02,654,,,,,,
2303,BFD,1.0285,280,0.894,100.0,82.63,91.49,128.59,7734,,,,,,
2303,BNB,41.7272,280,0.883,100.0,82.63,89.88,130.39,3318,172.0,28.0,624.0,11648.0,144684.0,157156.0
2303,FFD,0.0249,1400,0.184,100.0,16.53,19.24,621.16,447,,,,,,
2303,RANDOM,0.0569,1080,0.277,100.0,21.42,48.21,382.69,558,,,,,,
2304,BFD,0.8346,390,0.79,100.0,62.97,87.18,145.2,6540,,,,,,
2304,BNB,28.0558,330,0.867,100.0,74.42,90.07,137.68,3368,1294.0,167.0,528.0,5594.0,75240.0,82823.0
2304,FFD,0.0434,1365,0.202,100.0,17.99,23.03,597.31,990,,,,,,
2304,RANDOM,0.0706,1356,0.23,100.0,18.11,32.25,494.11,651,,,,,,
2305,BFD,0.8547,399,0.873,100.0,73.82,92.62,163.08,6204,,,,,,
2305,BNB,1172.9666,350,0.916,100.0,84.16,92.78,159.56,91576,15509.0,854.0,16264.0,268190.0,2733951.0,3034768.0
2305,FFD,0.0294,1395,0.228,100.0,21.11,24.97,642.01,461,,,,,,
2305,RANDOM,0.1174,1362,0.239,100.0,21.63,45.43,609.15,1254,,,,,,
2306,BFD,1.3238,420,0.847,100.0,74.81,93.28,182.13,8358,,,,,,
2306,BNB,3.9926,420,0.848,100.0,74.81,91.5,181.97,378,92.0,68.0,136.0,566.0,7421.0,8283.0
2306,FFD,0.0239,1365,0.254,100.0,23.02,27.43,611.47,312,,,,,,
2306,RANDOM,3.4166,440,0.221,30.43,16.89,32.46,152.37,32075,,,,,,
2307,BFD,1.2639,420,0.835,100.0,68.2,92.52,162.87,11838,,,,,,
2307,BNB,29.1847,350,0.894,100.0,81.84,91.36,158.74,3525,1340.0,398.0,1263.0,4127.0,79201.0,86329.0
2307,FFD,0.025,1375,0.232,100.0,20.83,25.24,609.55,560,,,,,,
2307,RANDOM,0.5005,1399,0.219,91.3,17.59,35.84,529.27,5459,,,,,,
2308,BFD,1.0276,335,0.904,100.0,81.68,94.97,149.54,8370,,,,,,
2308,BNB,7.0639,330,0.914,100.0,82.91,94.58,148.1,766,298.0,36.0,340.0,1009.0,18478.0,20161.0
2308,FFD,0.0222,1399,0.213,100.0,19.56,23.02,635.79,458,,,,,,
2308,RANDOM,0.0932,1380,0.242,100.0,19.83,58.28,537.05,904,,,,,,
2309,BFD,1.7427,300,0.753,100.0,63.43,81.98,121.94,6798,,,,,,
2309,BNB,296.0437,260,0.79,100.0,73.19,79.76,119.62,9168,1004.0,110.0,603.0,30484.0,278717.0,310918.0
2309,FFD,0.047,1365,0.155,100.0,13.94,16.86,605.68,1015,,,,,,
2309,RANDOM,0.1036,1270,0.197,100.0,14.98,38.38,436.62,1087,,,,,,
