order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
1000,BFD,0.2276,220,0.715,100.0,63.06,74.62,95.23,1158,,,,,,
1000,BNB,0.3726,220,0.716,100.0,63.06,74.62,95.17,37,18.0,2.0,13.0,30.0,412.0,475.0
1000,FFD,0.0065,1324,0.12,100.0,10.48,16.32,566.85,56,,,,,,
1000,RANDOM,0.0395,601,0.296,100.0,23.08,41.51,216.3,342,,,,,,
1001,BFD,0.1433,200,0.743,100.0,69.83,76.51,93.55,1008,,,,,,
1001,BNB,0.3057,200,0.772,100.0,69.83,83.48,89.51,33,17.0,0.0,12.0,30.0,386.0,445.0
1001,FFD,0.0038,1400,0.109,100.0,9.98,13.0,633.69,58,,,,,,
1001,RANDOM,0.0137,565,0.282,100.0,24.72,37.19,242.21,192,,,,,,
1002,BFD,0.2794,260,0.664,100.0,49.54,79.83,85.7,1728,,,,,,
1002,BNB,0.5561,220,0.739,100.0,58.54,83.31,81.13,61,29.0,6.0,22.0,37.0,817.0,911.0
1002,FFD,0.0116,1350,0.116,100.0,9.54,13.24,526.62,148,,,,,,
1002,RANDOM,0.0232,596,0.25,100.0,21.61,26.2,251.17,193,,,,,,
1003,BFD,0.2066,220,0.728,100.0,64.21,76.67,95.22,1218,,,,,,
1003,BNB,0.3081,220,0.771,100.0,64.21,86.42,87.87,28,13.0,2.0,14.0,8.0,311.0,348.0
1003,FFD,0.0072,1350,0.122,100.0,10.46,14.41,561.66,87,,,,,,
1003,RANDOM,0.0146,410,0.392,100.0,34.45,43.24,176.94,120,,,,,,
1004,BFD,0.1711,268,0.745,100.0,60.55,80.75,103.22,714,,,,,,
1004,BNB,0.2908,0,0.0,0.0,,0.0,-1.0,25,10.0,1.0,9.0,41.0,297.0,358.0
1004,FFD,0.0074,1270,0.146,100.0,12.78,15.89,542.8,73,,,,,,
1004,RANDOM,0.0129,763,0.26,100.0,21.27,30.23,296.34,108,,,,,,
