order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2000,BFD,0.7823,420,0.858,100.0,75.27,90.35,180.51,4488,,,,,,
2000,BNB,11.557,0,0.0,0.0,,0.0,-1.0,1011,333.0,126.0,500.0,1254.0,22683.0,24896.0
2000,FFD,0.0184,1365,0.258,100.0,23.16,29.32,605.55,305,,,,,,
2000,RANDOM,0.0841,1333,0.269,100.0,23.72,35.58,577.28,1074,,,,,,
2001,BFD,0.5156,300,0.855,100.0,77.05,87.64,133.5,7392,,,,,,
2001,BNB,7.0846,280,0.889,100.0,82.55,90.94,129.17,1307,549.0,150.0,397.0,1306.0,26003.0,28405.0
2001,FFD,0.0168,1371,0.18,100.0,16.86,19.54,640.35,421,,,,,,
2001,RANDOM,0.191,1375,0.209,95.0,16.24,35.09,490.04,2876,,,,,,
2002,BFD,0.9378,330,0.872,100.0,71.97,93.56,130.14,6918,,,,,,
2002,BNB,11.9398,300,0.88,100.0,79.17,89.98,133.34,1480,502.0,130.0,511.0,2209.0,31598.0,34950.0
2002,FFD,0.0223,1399,0.186,100.0,16.98,21.62,633.64,505,,,,,,
2002,RANDOM,0.0572,1330,0.23,100.0,17.86,38.71,473.71,551,,,,,,
2003,BFD,0.7844,246,0.76,100.0,68.23,77.87,108.96,8604,,,,,,
2003,BNB,1.4092,220,0.818,100.0,76.3,85.5,102.11,105,46.0,4.0,35.0,105.0,2431.0,2621.0
2003,FFD,0.0257,1399,0.124,100.0,12.0,13.79,675.75,556,,,,,,
2003,RANDOM,0.0569,1113,0.206,100.0,15.08,57.96,352.59,518,,,,,,
2004,BFD,0.6952,330,0.834,100.0,69.41,89.95,131.71,6702,,,,,,
2004,BNB,29.2351,300,0.87,100.0,76.35,90.85,129.03,3318,1090.0,223.0,997.0,5705.0,71399.0,79414.0
2004,FFD,0.0179,1390,0.185,100.0,16.48,20.64,607.98,276,,,,,,
2004,RANDOM,0.0684,1362,0.22,100.0,16.82,45.67,469.14,705,,,,,,
2005,BFD,0.753,335,0.9,100.0,80.84,94.29,148.49,4872,,,,,,
2005,BNB,17.7561,335,0.891,100.0,80.84,92.42,150.49,1763,452.0,130.0,756.0,3386.0,52789.0,57513.0
2005,FFD,0.0188,1382,0.225,100.0,19.6,25.72,587.55,350,,,,,,
