order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3600,BFD,4.1897,510,0.905,100.0,79.75,96.73,220.52,36810,,,,,,
3600,BNB,1555.5356,0,0.0,0.0,,0.0,-1.0,82261,6495.0,1148.0,19748.0,271086.0,3859005.0,4157482.0
3600,FFD,0.0569,1385,0.316,100.0,29.37,33.36,640.28,1409,,,,,,
3600,RANDOM,1.0682,1380,0.311,80.56,23.45,51.94,466.23,14534,,,,,,
3601,BFD,2.4585,524,0.903,100.0,76.88,96.43,216.16,13698,,,,,,
3601,BNB,1577.9577,462,0.938,100.0,87.2,96.47,213.56,125928,40344.0,8471.0,41453.0,218114.0,5601666.0,5910048.0
3601,FFD,0.0724,1396,0.322,100.0,28.86,35.28,616.49,1523,,,,,,
3601,RANDOM,2.7734,1386,0.158,58.33,13.32,30.66,566.12,30992,,,,,,
3602,BFD,10.1081,635,0.9,100.0,75.61,95.58,257.05,19218,,,,,,
3602,BNB,19.0327,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3602,FFD,0.6996,1400,0.375,100.0,34.29,39.83,635.33,1120,,,,,,
3602,RANDOM,0.595,1400,0.339,86.11,29.41,44.92,592.24,13238,,,,,,
3603,BFD,3.4461,625,0.831,100.0,70.68,90.86,257.74,26424,,,,,,
3603,BNB,7454.2428,526,0.913,100.0,83.98,94.95,240.12,489947,119389.0,17866.0,116793.0,1156510.0,20454181.0,21864739.0
3603,FFD,0.155,1385,0.349,100.0,31.89,35.86,626.34,3553,,,,,,
3603,RANDOM,0.61,1364,0.322,86.11,29.07,42.91,609.38,11533,,,,,,
3604,BFD,3.7225,620,0.841,100.0,71.17,92.1,253.8,32898,,,,,,
3604,BNB,1059.585,560,0.859,100.0,78.8,91.97,254.7,54422,5343.0,1486.0,13626.0,169897.0,2034537.0,2224889.0
3604,FFD,0.059,1395,0.334,100.0,31.63,34.61,657.85,1590,,,,,,
