order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2100,BFD,0.852,330,0.835,100.0,66.44,92.91,122.55,8070,,,,,,
2100,BNB,4.4415,300,0.838,100.0,73.09,86.99,128.09,594,250.0,52.0,204.0,657.0,12075.0,13238.0
2100,FFD,0.0252,1380,0.178,100.0,15.89,19.74,606.87,438,,,,,,
2100,RANDOM,0.0356,1189,0.247,100.0,18.44,48.8,391.35,311,,,,,,
2101,BFD,0.6861,360,0.818,100.0,68.73,88.73,145.67,6144,,,,,,
2101,BNB,39.1843,300,0.875,100.0,82.48,88.81,140.92,4487,1688.0,349.0,1059.0,6609.0,109969.0,119674.0
2101,FFD,0.0318,1371,0.203,100.0,18.05,21.44,599.66,472,,,,,,
2101,RANDOM,0.4073,1390,0.211,90.48,16.31,35.01,490.04,4982,,,,,,
2102,BFD,0.7011,330,0.821,100.0,69.64,88.65,135.5,7650,,,,,,
2102,BNB,1.3169,310,0.884,100.0,74.13,93.76,125.19,112,50.0,6.0,50.0,103.0,2257.0,2466.0
2102,FFD,0.0178,1400,0.174,100.0,16.41,18.07,658.14,413,,,,,,
2102,RANDOM,0.4984,1335,0.192,90.48,15.26,46.87,496.17,5814,,,,,,
2103,BFD,0.8188,380,0.814,100.0,66.46,90.17,147.26,8022,,,,,,
2103,BNB,48.714,310,0.904,100.0,81.47,92.38,138.03,6377,2521.0,555.0,2138.0,7930.0,149035.0,162179.0
2103,FFD,0.0229,1337,0.206,100.0,18.89,21.44,609.3,346,,,,,,
2103,RANDOM,0.1109,1385,0.238,100.0,18.24,41.71,482.37,1046,,,,,,
2104,BFD,0.8174,280,0.865,100.0,77.29,91.8,123.38,5976,,,,,,
2104,BNB,52.4454,268,0.874,100.0,80.76,89.4,122.96,6950,2175.0,1073.0,2108.0,9427.0,157847.0,172630.0
2104,FFD,0.0285,1399,0.179,100.0,15.47,20.36,589.92,501,,,,,,
2104,RANDOM,0.0603,1105,0.23,100.0,19.59,41.57,455.25,409,,,,,,
2105,BFD,0.7845,260,0.825,100.0,66.8,93.09,99.36,7050,,,,,,
2105,BNB,1.5839,260,0.767,100.0,66.8,80.57,110.82,150,66.0,12.0,58.0,152.0,2700.0,2988.0
2105,FFD,0.0365,1399,0.143,100.0,12.41,17.08,591.89,812,,,,,,
2105,RANDOM,0.0795,1267,0.174,100.0,13.71,41.24,463.93,735,,,,,,
2106,BFD,0.6339,335,0.931,100.0,84.81,95.7,151.22,3708,,,,,,
2106,BNB,3.546,335,0.913,100.0,84.81,92.45,154.65,400,143.0,8.0,142.0,688.0,8098.0,9079.0
2106,FFD,0.0255,1365,0.226,100.0,20.81,23.1,622.93,311,,,,,,
2106,RANDOM,0.0444,1326,0.241,100.0,21.43,29.58,579.88,371,,,,,,
2107,BFD,0.9512,375,0.827,100.0,66.36,91.66,141.46,10062,,,,,,
2107,BNB,184.3789,310,0.889,100.0,80.27,91.03,138.43,20677,6675.0,1561.0,6746.0,34727.0,549513.0,599222.0
2107,FFD,0.0341,1285,0.215,100.0,19.37,22.99,570.58,558,,,,,,
2107,RANDOM,0.0452,1140,0.276,100.0,21.83,39.54,420.18,388,,,,,,
2108,BFD,0.8899,420,0.861,100.0,74.28,91.93,176.46,5790,,,,,,
2108,BNB,11.1053,400,0.886,100.0,78.0,94.97,172.78,1171,393.0,115.0,397.0,1712.0,28059.0,30676.0
2108,FFD,0.0158,1395,0.247,100.0,22.36,27.41,624.42,279,,,,,,
2108,RANDOM,0.9639,1400,0.188,71.43,15.22,33.49,536.23,12565,,,,,,
2109,BFD,0.8443,375,0.837,100.0,65.99,92.5,137.17,6840,,,,,,
2109,BNB,49.9913,300,0.9,100.0,82.49,91.78,136.26,6103,2181.0,594.0,1274.0,9188.0,134063.0,147300.0
2109,FFD,0.0263,1365,0.203,100.0,18.13,21.44,601.86,599,,,,,,
2109,RANDOM,0.0722,768,0.374,100.0,32.22,42.91,322.47,676,,,,,,
2110,BFD,0.9862,420,0.885,100.0,78.22,93.47,182.47,6702,,,,,,
2110,BNB,7.7786,400,0.887,100.0,82.13,90.07,184.12,790,229.0,87.0,234.0,1311.0,16839.0,18700.0
2110,FFD,0.0206,1375,0.262,100.0,23.89,27.41,620.43,391,,,,,,
2110,RANDOM,0.0569,1400,0.276,100.0,23.47,46.24,576.57,647,,,,,,
2111,BFD,0.6875,246,0.841,100.0,74.32,87.14,106.89,5766,,,,,,
2111,BNB,5.8698,215,0.882,100.0,85.04,88.64,103.53,741,251.0,57.0,184.0,1205.0,18903.0,20600.0
2111,FFD,0.0302,1399,0.147,100.0,13.07,18.23,610.56,709,,,,,,
2111,RANDOM,0.0402,1379,0.165,100.0,13.26,51.32,520.48,340,,,,,,
2112,BFD,0.5989,400,0.842,100.0,66.91,97.18,148.45,5088,,,,,,
2112,BNB,1.7549,330,0.891,100.0,81.11,91.87,148.73,141,33.0,4.0,81.0,288.0,3355.0,3761.0
2112,FFD,0.022,1375,0.214,100.0,19.47,23.63,620.18,408,,,,,,
2112,RANDOM,0.062,1323,0.226,100.0,20.23,37.19,583.71,650,,,,,,
2113,BFD,1.1683,260,0.755,100.0,62.47,84.89,102.86,10212,,,,,,
2113,BNB,2.1619,220,0.853,100.0,73.83,89.33,92.89,128,49.0,4.0,52.0,190.0,4025.0,4320.0
2113,FFD,0.0315,1399,0.123,100.0,11.61,14.35,658.36,688,,,,,,
2113,RANDOM,0.7186,664,0.23,85.71,17.59,37.28,229.29,6541,,,,,,
2114,BFD,0.6343,460,0.84,100.0,69.85,88.92,183.37,3936,,,,,,
2114,BNB,96.6191,400,0.863,100.0,80.33,89.7,185.17,10134,3408.0,1121.0,2570.0,15286.0,322229.0,344614.0
2114,FFD,0.0233,1370,0.263,100.0,23.45,28.65,601.59,379,,,,,,
2114,RANDOM,0.5113,1333,0.226,76.19,20.71,30.23,604.91,10355,,,,,,
2115,BFD,0.8542,280,0.754,100.0,68.51,78.86,125.9,6906,,,,,,
2115,BNB,9.4533,246,0.835,100.0,77.98,83.78,114.25,1209,458.0,108.0,361.0,1625.0,26452.0,29004.0
2115,FFD,0.0217,1380,0.149,100.0,13.9,17.08,638.51,465,,,,,,
2115,RANDOM,0.0613,1135,0.223,100.0,16.9,42.41,386.82,568,,,,,,
2116,BFD,0.9287,333,0.877,100.0,77.8,90.95,145.27,8388,,,,,,
