order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
2200,BFD,0.9147,420,0.867,100.0,75.53,94.72,178.83,6846,,,,,,
2200,BNB,7.2834,400,0.894,100.0,79.3,94.04,174.65,758,231.0,67.0,230.0,1277.0,15703.0,17508.0
2200,FFD,0.0213,1400,0.25,100.0,22.66,26.71,626.31,374,,,,,,
2200,RANDOM,0.2328,1400,0.236,95.45,21.73,32.66,640.89,3349,,,,,,
2201,BFD,0.9222,280,0.884,100.0,79.25,91.31,123.78,8136,,,,,,
2201,BNB,5.9984,280,0.863,100.0,79.25,88.22,127.49,979,428.0,186.0,271.0,565.0,14584.0,16034.0
2201,FFD,0.0279,1400,0.175,100.0,15.85,19.4,627.24,539,,,,,,
2201,RANDOM,0.6729,1380,0.172,86.36,13.62,54.91,508.81,8182,,,,,,
2202,BFD,0.7383,268,0.853,100.0,73.51,92.01,112.58,5988,,,,,,
2202,BNB,1.8235,268,0.826,100.0,73.51,84.9,117.43,189,83.0,13.0,83.0,188.0,3180.0,3547.0
2202,FFD,0.0296,1399,0.162,100.0,14.08,17.63,595.64,724,,,,,,
2202,RANDOM,0.3606,1383,0.146,90.91,12.37,34.6,568.9,4824,,,,,,
2203,BFD,0.8079,290,0.712,100.0,59.92,77.15,117.82,8094,,,,,,
2203,BNB,9.9179,220,0.827,100.0,78.99,82.15,104.86,1097,319.0,45.0,194.0,2264.0,34181.0,37003.0
2203,FFD,0.051,1399,0.143,100.0,12.42,16.88,591.23,1279,,,,,,
2203,RANDOM,0.0591,1275,0.171,100.0,13.63,30.66,476.58,582,,,,,,
2204,BFD,1.1878,330,0.816,100.0,69.6,90.66,136.65,12900,,,,,,
2204,BNB,316.9393,266,0.937,100.0,86.35,95.33,121.75,32302,6673.0,2178.0,7924.0,76959.0,1052860.0,1146594.0
2204,FFD,0.0279,1399,0.177,100.0,16.42,20.45,645.42,657,,,,,,
2204,RANDOM,0.036,1358,0.216,100.0,16.91,37.28,491.02,334,,,,,,
