order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3500,BFD,1.3114,663,0.855,100.0,71.01,90.74,263.99,14568,,,,,,
3500,BNB,2.2348,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3500,FFD,0.0448,1380,0.355,100.0,34.11,36.19,662.94,1185,,,,,,
3500,RANDOM,0.1463,1395,0.377,100.0,33.75,49.94,616.37,2061,,,,,,
3501,BFD,2.4761,560,0.915,100.0,83.42,93.3,252.98,15396,,,,,,
3501,BNB,530.3716,0,0.0,0.0,,0.0,-1.0,36314,12919.0,2679.0,10995.0,56276.0,1077858.0,1160727.0
3501,FFD,0.0646,1395,0.356,100.0,33.49,37.6,652.64,1049,,,,,,
3501,RANDOM,4.7302,690,0.172,28.57,13.43,31.15,247.85,50124,,,,,,
3502,BFD,2.2413,463,0.908,100.0,80.65,95.88,202.45,18954,,,,,,
3502,BNB,570.4845,455,0.919,100.0,82.07,95.11,200.19,45191,8516.0,847.0,6585.0,127309.0,1692051.0,1835308.0
3502,FFD,0.088,1400,0.286,100.0,26.67,29.86,650.27,1873,,,,,,
3502,RANDOM,4.2321,406,0.191,37.14,15.56,30.66,157.37,44161,,,,,,
3503,BFD,2.9569,590,0.896,100.0,77.02,94.62,246.84,20346,,,,,,
3503,BNB,27186.1501,530,0.915,100.0,85.74,95.09,247.16,2238679,538245.0,138093.0,606652.0,4966239.0,88875604.0,95124833.0
3503,FFD,0.065,1400,0.357,100.0,32.46,36.75,629.66,1098,,,,,,
3503,RANDOM,0.7026,1375,0.354,88.57,29.27,48.86,544.34,9459,,,,,,
3504,BFD,2.8107,470,0.895,100.0,80.05,93.38,207.29,22668,,,,,,
3504,BNB,43.4248,435,0.923,100.0,86.49,94.53,202.79,3128,498.0,139.0,1251.0,8021.0,105487.0,115396.0
3504,FFD,0.0677,1400,0.292,100.0,26.87,30.34,640.26,1454,,,,,,
3504,RANDOM,2.047,1400,0.189,62.86,15.35,34.6,537.6,27911,,,,,,
3505,BFD,4.0182,446,0.89,100.0,79.09,94.9,194.92,29058,,,,,,
3505,BNB,881.045,420,0.919,100.0,83.99,95.85,190.22,70686,17801.0,5513.0,18914.0,147235.0,3907971.0,4097434.0
3505,FFD,0.0602,1400,0.264,100.0,25.2,26.99,666.47,1262,,,,,,
3505,RANDOM,3.2315,624,0.218,57.14,18.25,36.79,251.91,30356,,,,,,
3506,BFD,2.8836,463,0.898,100.0,78.01,96.53,196.43,31764,,,,,,
3506,BNB,16743.4663,420,0.934,100.0,85.99,96.02,192.0,1538720,545806.0,128484.0,363992.0,2419358.0,45738095.0,49195735.0
3506,FFD,0.053,1371,0.291,100.0,26.34,30.62,613.79,1190,,,,,,
3506,RANDOM,0.3201,1395,0.334,97.14,24.96,55.16,460.9,4067,,,,,,
3507,BFD,2.5277,523,0.789,100.0,68.59,88.29,222.25,27924,,,,,,
3507,BNB,6394.2787,0,0.0,0.0,,0.0,-1.0,418930,9.0,0.0,76807.0,1598873.0,18900071.0,20575760.0
3507,FFD,0.0636,1399,0.268,100.0,25.64,28.39,667.24,1652,,,,,,
3507,RANDOM,0.0969,1390,0.301,100.0,25.81,46.0,578.15,1238,,,,,,
3508,BFD,3.2165,500,0.817,100.0,69.66,90.5,206.9,35052,,,,,,
3508,BNB,5485.6607,460,0.872,100.0,75.72,93.79,195.27,360136,10015.0,1179.0,75528.0,1309031.0,16230348.0,17626101.0
3508,FFD,0.0654,1399,0.269,100.0,24.9,27.88,644.02,1407,,,,,,
3508,RANDOM,0.5751,1293,0.302,91.43,23.93,45.19,477.68,6894,,,,,,
3509,BFD,3.1058,460,0.874,100.0,77.34,94.29,200.09,27240,,,,,,
3509,BNB,5501.2851,455,0.868,100.0,78.19,91.02,202.49,345475,5570.0,1591.0,100012.0,1246043.0,17260195.0,18613411.0
3509,FFD,0.0606,1396,0.273,100.0,25.49,28.29,647.79,1745,,,,,,
3509,RANDOM,0.4206,1400,0.275,94.29,23.91,47.7,595.75,5388,,,,,,
3510,BFD,2.8569,600,0.826,100.0,67.28,92.08,231.9,27474,,,,,,
3510,BNB,2462.3876,468,0.924,100.0,86.26,95.02,217.41,205470,74377.0,15668.0,55450.0,316100.0,5940841.0,6402436.0
3510,FFD,0.0866,1395,0.31,100.0,28.94,31.71,647.33,2361,,,,,,
3510,RANDOM,4.004,732,0.23,42.86,18.38,32.81,273.67,40184,,,,,,
3511,BFD,2.7484,560,0.895,100.0,79.14,94.1,243.34,31638,,,,,,
3511,BNB,696.9091,530,0.891,100.0,83.62,92.57,247.55,56389,21468.0,6021.0,16680.0,71416.0,1634023.0,1749608.0
3511,FFD,0.0584,1400,0.341,100.0,31.66,35.32,645.63,1628,,,,,,
3511,RANDOM,1.664,1400,0.283,68.57,21.05,48.67,459.18,22934,,,,,,
