order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3300,BFD,2.1642,680,0.832,100.0,71.06,88.58,282.01,19962,,,,,,
3300,BNB,224.9157,660,0.845,100.0,73.21,90.0,278.97,12176,3817.0,1113.0,4000.0,19959.0,358579.0,387468.0
3300,FFD,0.0616,1375,0.377,100.0,35.14,40.32,637.71,1430,,,,,,
3300,RANDOM,2.3973,1400,0.257,54.55,19.42,41.71,474.21,30280,,,,,,
3301,BFD,2.045,427,0.912,100.0,82.05,96.15,189.57,16200,,,,,,
3301,BNB,3.3339,0,0.0,0.0,,0.0,-1.0,123,1.0,0.0,58.0,434.0,2997.0,3490.0
3301,FFD,0.0435,1397,0.271,100.0,25.08,27.55,642.38,1600,,,,,,
3301,RANDOM,1.8035,1400,0.16,60.61,13.22,34.6,552.99,27208,,,,,,
3302,BFD,2.3494,545,0.856,100.0,72.24,95.9,221.94,18966,,,,,,
3302,BNB,12.5691,0,0.0,0.0,,0.0,-1.0,814,0.0,0.0,430.0,2831.0,34975.0,38236.0
3302,FFD,0.0548,1385,0.293,100.0,28.43,30.05,670.19,1429,,,,,,
3302,RANDOM,1.7939,1400,0.26,72.73,19.05,38.01,443.78,18527,,,,,,
3303,BFD,2.3846,463,0.94,100.0,87.06,96.57,212.95,16686,,,,,,
3303,BNB,420.8787,0,0.0,0.0,,0.0,-1.0,36115,14337.0,2454.0,12941.0,47569.0,1102921.0,1180222.0
3303,FFD,0.0656,1385,0.31,100.0,29.1,32.01,646.56,1815,,,,,,
3303,RANDOM,0.3794,1400,0.32,93.94,26.94,51.05,567.6,5530,,,,,,
3304,BFD,2.5395,620,0.813,100.0,69.5,84.52,257.37,20982,,,,,,
3304,BNB,4.9851,0,0.0,0.0,,0.0,-1.0,215,0.0,0.0,76.0,789.0,8036.0,8901.0
3304,FFD,0.0373,1399,0.333,100.0,30.8,35.33,643.63,881,,,,,,
3304,RANDOM,0.7384,1400,0.332,90.91,26.46,47.84,523.02,8544,,,,,,
3305,BFD,1.9834,425,0.858,100.0,72.13,94.12,172.37,23598,,,,,,
3305,BNB,1680.6883,375,0.903,100.0,81.75,93.82,167.99,166582,52384.0,12404.0,26593.0,315760.0,5050981.0,5458122.0
3305,FFD,0.0841,1392,0.235,100.0,22.02,24.73,648.84,2265,,,,,,
3305,RANDOM,0.8834,1380,0.221,84.85,17.46,47.62,505.33,11274,,,,,,
3306,BFD,3.8565,395,0.837,100.0,72.17,94.48,165.9,44250,,,,,,
3306,BNB,6353.9744,390,0.838,100.0,73.09,88.32,166.5,323226,13306.0,1022.0,46373.0,1174891.0,14360980.0,15596572.0
3306,FFD,0.0597,1399,0.217,100.0,20.38,23.37,655.5,1382,,,,,,
3306,RANDOM,0.1266,1386,0.258,100.0,20.57,42.05,515.99,1327,,,,,,
3307,BFD,1.9973,463,0.895,100.0,78.44,94.78,198.89,20904,,,,,,
3307,BNB,29259.8081,430,0.922,100.0,84.46,94.37,195.33,2546460,748420.0,235168.0,555732.0,4712143.0,80996610.0,87248073.0
3307,FFD,0.0497,1395,0.292,100.0,26.04,30.62,612.87,1090,,,,,,
3307,RANDOM,0.127,1400,0.296,100.0,25.94,39.27,601.42,1594,,,,,,
3308,BFD,2.0104,560,0.881,100.0,76.35,91.2,237.03,13686,,,,,,
3308,BNB,30.3842,535,0.878,100.0,79.92,93.11,240.97,1799,326.0,20.0,424.0,5037.0,57378.0,63185.0
3308,FFD,0.0729,1399,0.333,100.0,30.56,35.33,636.93,1570,,,,,,
3308,RANDOM,1.3224,1400,0.256,72.73,22.86,39.62,616.22,19836,,,,,,
3309,BFD,1.9938,460,0.827,100.0,69.69,94.74,187.01,27972,,,,,,
3309,BNB,4381.7071,390,0.898,100.0,82.2,91.89,176.95,354600,78789.0,10688.0,78524.0,892481.0,13039153.0,14099635.0
3309,FFD,0.1132,1371,0.259,100.0,23.38,27.14,612.86,2654,,,,,,
3309,RANDOM,0.0648,1365,0.295,100.0,23.48,48.78,508.35,651,,,,,,
3310,BFD,2.3708,460,0.87,100.0,73.49,91.03,187.63,18996,,,,,,
3310,BNB,9518.1571,400,0.918,100.0,84.51,94.13,182.84,815576,296468.0,80169.0,198951.0,1179993.0,22512850.0,24268431.0
3310,FFD,0.0556,1395,0.279,100.0,24.23,31.37,592.28,1206,,,,,,
3310,RANDOM,0.1201,1398,0.302,100.0,24.18,53.2,526.31,1411,,,,,,
3311,BFD,1.7854,413,0.924,100.0,88.12,93.4,196.36,14778,,,,,,
3311,BNB,1273.9226,0,0.0,0.0,,0.0,-1.0,105672,26990.0,6849.0,29250.0,224248.0,2912325.0,3199662.0
3311,FFD,0.0582,1399,0.299,100.0,26.01,34.76,594.17,1231,,,,,,
3311,RANDOM,0.0955,1393,0.311,100.0,26.13,51.78,562.79,1074,,,,,,
3312,BFD,1.5566,600,0.88,100.0,77.98,91.05,261.32,12504,,,,,,
3312,BNB,684.2514,585,0.883,100.0,79.98,92.15,262.08,57979,27084.0,2915.0,12986.0,68935.0,1599980.0,1711900.0
3312,FFD,0.0613,1375,0.373,100.0,34.03,38.6,621.98,1455,,,,,,
3312,RANDOM,0.7935,1400,0.316,78.79,29.89,36.6,659.67,15928,,,,,,
3313,BFD,3.4289,620,0.869,100.0,72.69,94.68,249.24,25782,,,,,,
3313,BNB,1415.277,553,0.901,100.0,81.5,95.44,247.28,81147,21044.0,2609.0,32376.0,173857.0,3434501.0,3664387.0
3313,FFD,0.0659,1370,0.355,100.0,32.9,35.99,631.25,1374,,,,,,
3313,RANDOM,2.4337,1400,0.279,54.55,20.65,48.91,455.64,31346,,,,,,
3314,BFD,1.7653,466,0.926,100.0,83.58,96.7,207.92,13464,,,,,,
3314,BNB,224.6582,446,0.93,100.0,87.32,95.01,208.61,17487,4855.0,1075.0,4341.0,35852.0,563015.0,609138.0
3314,FFD,0.0496,1397,0.297,100.0,27.88,30.12,651.75,1043,,,,,,
3314,RANDOM,4.1078,412,0.257,36.36,20.72,37.87,156.91,42200,,,,,,
3315,BFD,3.2126,412,0.859,100.0,74.97,93.39,175.94,33504,,,,,,
3315,BNB,8849.3675,390,0.862,100.0,79.2,89.33,177.84,603604,23108.0,1844.0,103352.0,2186204.0,26380759.0,28695267.0
3315,FFD,0.0591,1399,0.232,100.0,22.08,24.46,664.43,1594,,,,,,
3315,RANDOM,0.1262,1278,0.283,100.0,24.17,30.66,529.24,1302,,,,,,
3316,BFD,1.528,480,0.913,100.0,84.81,93.46,221.71,11772,,,,,,
3316,BNB,22.3588,480,0.912,100.0,84.81,93.39,221.84,1446,385.0,49.0,675.0,2934.0,58300.0,62343.0
3316,FFD,0.0419,1400,0.321,100.0,29.08,35.33,626.97,946,,,,,,
3316,RANDOM,0.0571,1320,0.388,100.0,30.84,62.5,490.58,497,,,,,,
3317,BFD,2.6241,460,0.834,100.0,74.56,89.68,202.69,21180,,,,,,
3317,BNB,14817.3257,455,0.872,100.0,75.38,92.16,191.94,1022425,8294.0,1505.0,209473.0,3831222.0,46863243.0,50913737.0
3317,FFD,0.0524,1400,0.264,100.0,24.5,27.15,647.01,1147,,,,,,
3317,RANDOM,0.0902,1343,0.322,100.0,25.54,48.46,496.73,820,,,,,,
3318,BFD,2.9077,410,0.844,100.0,75.29,89.54,180.2,23520,,,,,,
3318,BNB,2073.8091,390,0.865,100.0,79.15,88.99,176.94,139950,2022.0,136.0,26203.0,522787.0,6298825.0,6849973.0
3318,FFD,0.0519,1395,0.232,100.0,22.13,23.45,662.73,1381,,,,,,
3318,RANDOM,1.6382,770,0.289,75.76,25.24,37.28,329.53,16408,,,,,,
3319,BFD,2.6885,560,0.854,100.0,71.91,91.6,227.27,22992,,,,,,
3319,BNB,31313.6478,468,0.931,100.0,86.04,95.64,214.86,3529995,1270476.0,219797.0,600697.0,6067733.0,110578936.0,118737639.0
3319,FFD,0.0443,1400,0.308,100.0,28.76,31.54,651.12,1025,,,,,,
3319,RANDOM,3.4686,582,0.269,51.52,21.54,50.13,218.73,32261,,,,,,
3320,BFD,3.6332,430,0.875,100.0,79.05,91.67,191.99,27306,,,,,,
3320,BNB,6471.4722,400,0.923,100.0,84.98,95.54,182.89,462730,167625.0,28437.0,82285.0,788275.0,12629222.0,13695844.0
3320,FFD,0.072,1399,0.265,100.0,24.3,28.37,636.03,1581,,,,,,
3320,RANDOM,1.6328,1360,0.23,75.76,18.51,37.52,513.36,16992,,,,,,
3321,BFD,1.3216,533,0.916,100.0,80.65,96.07,230.24,7890,,,,,,
3321,BNB,143.6025,510,0.927,100.0,84.28,95.15,229.66,14068,6280.0,762.0,4578.0,16464.0,313869.0,341953.0
3321,FFD,0.0702,1375,0.338,100.0,31.26,35.63,630.85,1715,,,,,,
3321,RANDOM,0.8159,1400,0.282,75.76,24.59,48.62,595.98,16554,,,,,,
3322,BFD,1.353,663,0.874,100.0,76.52,91.48,284.44,8490,,,,,,
3322,BNB,2.9493,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3322,FFD,0.0386,1395,0.391,100.0,36.37,41.65,645.57,850,,,,,,
3322,RANDOM,1.1879,1400,0.283,66.67,24.61,43.32,594.87,23408,,,,,,
