order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3400,BFD,4.0982,420,0.907,100.0,79.83,97.42,181.29,32418,,,,,,
3400,BNB,1123.8302,392,0.926,100.0,85.53,95.58,179.77,96957,23934.0,4239.0,35344.0,211529.0,3603263.0,3878309.0
3400,FFD,0.0566,1400,0.256,100.0,23.95,26.16,651.67,1289,,,,,,
3400,RANDOM,2.8368,640,0.251,58.82,18.68,38.11,209.36,28600,,,,,,
3401,BFD,2.374,600,0.872,100.0,75.19,93.88,252.25,22674,,,,,,
3401,BNB,12416.7539,570,0.868,100.0,79.15,91.99,257.44,690027,244352.0,37111.0,169035.0,1183593.0,21588748.0,23222839.0
3401,FFD,0.0949,1395,0.349,100.0,32.34,36.6,641.85,2500,,,,,,
3401,RANDOM,1.9116,1400,0.271,67.65,22.72,35.58,564.53,23479,,,,,,
3402,BFD,1.9726,465,0.877,100.0,77.43,93.94,201.81,21168,,,,,,
3402,BNB,1245.7544,430,0.923,100.0,83.74,95.9,192.97,90014,18933.0,6549.0,16941.0,215500.0,4820619.0,5078542.0
3402,FFD,0.0866,1386,0.268,100.0,25.98,27.6,671.55,2218,,,,,,
3402,RANDOM,1.8169,1332,0.226,67.65,17.37,49.3,464.25,23131,,,,,,
3403,BFD,3.1738,455,0.846,100.0,71.88,94.96,187.29,34920,,,,,,
3403,BNB,11.8242,0,0.0,0.0,,0.0,-1.0,708,0.0,0.0,358.0,2479.0,30044.0,32881.0
3403,FFD,0.0659,1399,0.263,100.0,23.38,27.76,613.49,1624,,,,,,
3403,RANDOM,0.3527,1155,0.325,97.06,26.57,53.49,448.71,3475,,,,,,
3404,BFD,2.2774,480,0.865,100.0,74.51,93.19,201.4,18354,,,,,,
3404,BNB,155.5191,480,0.86,100.0,74.51,90.68,203.07,8253,246.0,5.0,1532.0,30215.0,312902.0,344900.0
3404,FFD,0.0535,1395,0.275,100.0,25.64,28.92,646.54,1533,,,,,,
3404,RANDOM,2.9614,1022,0.206,55.88,15.79,43.17,355.14,30288,,,,,,
3405,BFD,1.8649,548,0.855,100.0,76.57,89.9,241.94,16956,,,,,,
3405,BNB,1087.8849,493,0.883,100.0,85.11,89.22,237.21,78539,25896.0,3745.0,18117.0,147779.0,2281177.0,2476714.0
3405,FFD,0.0643,1380,0.324,100.0,30.4,33.48,643.72,1527,,,,,,
3405,RANDOM,0.9592,1380,0.3,82.35,25.52,41.95,569.09,13226,,,,,,
