order_id,algorithm,time_taken (s),score (max_z),packing_score,fulfillment (%),volume_util (%),area_usage_z0 (%),cog_z,nodes,pruned_rule1,pruned_rule4,pruned_filt1,pruned_filt2,pruned_filt5,total_pruned
3700,BFD,3.4942,495,0.883,100.0,77.92,96.43,214.43,30804,,,,,,
3700,BNB,3197.3924,465,0.91,100.0,82.94,95.06,210.0,197000,43288.0,8633.0,58756.0,469509.0,8042601.0,8622787.0
3700,FFD,0.0867,1396,0.305,100.0,27.63,31.47,625.5,2585,,,,,,
3700,RANDOM,1.4991,1385,0.271,83.78,21.84,40.41,526.05,16242,,,,,,
3701,BFD,2.3776,680,0.885,100.0,82.61,90.31,315.68,14562,,,,,,
3701,BNB,3.7107,0,0.0,0.0,,0.0,-1.0,130,0.0,0.0,58.0,467.0,3278.0,3803.0
3701,FFD,0.063,1400,0.436,100.0,40.12,45.43,638.61,1540,,,,,,
3701,RANDOM,1.2193,1400,0.368,81.08,32.46,49.35,606.79,20645,,,,,,
3702,BFD,2.9169,486,0.902,100.0,80.7,93.38,214.36,24252,,,,,,
3702,BNB,152.2048,0,0.0,0.0,,0.0,-1.0,9852,922.0,117.0,1999.0,32219.0,329357.0,364614.0
3702,FFD,0.0789,1385,0.298,100.0,28.32,30.25,655.19,1966,,,,,,
3702,RANDOM,0.6779,1377,0.293,89.19,24.72,51.21,560.31,10151,,,,,,
3703,BFD,2.4235,490,0.93,100.0,84.53,95.5,220.49,15942,,,,,,
3703,BNB,56.5626,462,0.948,100.0,89.65,96.43,217.85,3648,602.0,212.0,1594.0,8913.0,203879.0,215200.0
3703,FFD,0.0636,1400,0.325,100.0,29.58,35.58,630.36,1684,,,,,,
3703,RANDOM,1.1597,1400,0.254,78.38,22.79,35.44,620.12,17937,,,,,,
3704,BFD,1.6942,666,0.87,100.0,77.33,89.4,291.34,13590,,,,,,
3704,BNB,6582.2249,643,0.91,100.0,80.09,97.06,277.61,373955,81913.0,5405.0,96625.0,962560.0,11001001.0,12147504.0
3704,FFD,0.0549,1395,0.401,100.0,36.92,40.7,636.94,1190,,,,,,
3704,RANDOM,5.0419,480,0.206,29.73,17.99,32.22,205.39,52099,,,,,,
3705,BFD,3.893,600,0.819,100.0,68.74,91.1,242.8,33834,,,,,,
3705,BNB,6273.0856,515,0.873,100.0,80.09,92.23,234.26,381242,96940.0,17885.0,76822.0,873956.0,14668031.0,15733634.0
3705,FFD,0.1004,1395,0.326,100.0,29.57,35.59,627.09,2657,,,,,,
3705,RANDOM,4.2108,830,0.201,37.84,15.99,33.05,307.69,46396,,,,,,
3706,BFD,3.0726,590,0.845,100.0,70.73,92.42,237.7,31560,,,,,,
3706,BNB,5376.1876,0,0.0,0.0,,0.0,-1.0,274561,24.0,20.0,53497.0,1044532.0,14225013.0,15323086.0
3706,FFD,0.1109,1385,0.327,100.0,30.13,35.08,633.86,2998,,,,,,
3706,RANDOM,0.1336,1345,0.354,100.0,31.03,48.1,577.41,1617,,,,,,
3707,BFD,3.7447,480,0.827,100.0,72.39,90.19,205.78,28038,,,,,,
3707,BNB,81.0735,0,0.0,0.0,,0.0,-1.0,4662,0.0,0.0,708.0,17945.0,230051.0,248704.0
3707,FFD,0.0605,1385,0.261,100.0,25.09,27.04,664.68,1551,,,,,,
3707,RANDOM,0.4941,1380,0.278,94.59,22.83,37.52,539.68,5177,,,,,,
3708,BFD,3.7474,457,0.849,100.0,71.91,93.63,187.14,32454,,,,,,
3708,BNB,3126.4813,398,0.897,100.0,82.57,91.58,181.93,225522,57607.0,9328.0,33933.0,533395.0,8148767.0,8783030.0
3708,FFD,0.1042,1395,0.259,100.0,23.56,28.1,628.61,3412,,,,,,
3708,RANDOM,2.0517,1394,0.171,72.97,13.31,36.79,497.12,20493,,,,,,
3709,BFD,2.1315,663,0.9,100.0,78.66,94.05,283.68,12570,,,,,,
3709,BNB,34.6345,630,0.918,100.0,82.78,96.87,280.65,2112,565.0,51.0,522.0,4821.0,63850.0,69809.0
3709,FFD,0.059,1395,0.406,100.0,37.39,42.26,638.11,1238,,,,,,
3709,RANDOM,1.1625,1400,0.324,78.38,30.9,43.0,666.49,22478,,,,,,
3710,BFD,3.4049,550,0.872,100.0,79.93,89.9,250.01,24240,,,,,,
3710,BNB,293.4196,530,0.92,100.0,82.94,96.71,236.05,22874,7474.0,1632.0,9850.0,36051.0,916322.0,971329.0
3710,FFD,0.0643,1399,0.334,100.0,31.42,35.71,655.41,1559,,,,,,
3710,RANDOM,1.465,1400,0.267,75.68,20.1,46.87,470.95,19301,,,,,,
3711,BFD,2.182,596,0.91,100.0,78.88,95.87,252.15,13302,,,,,,
3711,BNB,568.8734,560,0.898,100.0,83.95,92.26,260.39,34558,7426.0,2672.0,12886.0,74761.0,1571139.0,1668884.0
3711,FFD,0.0597,1400,0.364,100.0,33.58,38.47,641.41,1605,,,,,,
3711,RANDOM,2.5668,1397,0.2,56.76,15.9,37.63,517.94,32997,,,,,,
3712,BFD,3.0853,420,0.847,100.0,73.24,92.34,177.25,35778,,,,,,
3712,BNB,27600.1469,350,0.922,100.0,87.88,93.56,166.35,2148204,527021.0,93023.0,574526.0,4917960.0,89065081.0,95177611.0
3712,FFD,0.0858,1399,0.25,100.0,21.99,28.76,602.18,1981,,,,,,
3712,RANDOM,1.0678,1380,0.224,83.78,17.76,42.64,507.84,13010,,,,,,
3713,BFD,2.8689,840,0.824,100.0,66.85,90.76,322.48,17364,,,,,,
3713,BNB,83.8789,0,0.0,0.0,,0.0,-1.0,3315,2.0,0.0,747.0,12508.0,171355.0,184612.0
3713,FFD,0.0542,1375,0.434,100.0,40.84,45.1,645.18,1327,,,,,,
3713,RANDOM,2.4299,1400,0.329,64.86,26.04,48.91,514.81,30825,,,,,,
3714,BFD,2.6977,623,0.828,100.0,67.08,92.33,238.5,24972,,,,,,
3714,BNB,16043.4135,495,0.902,100.0,84.43,92.08,230.63,1238903,365689.0,65759.0,192154.0,2606173.0,39511770.0,42741545.0
3714,FFD,0.0922,1380,0.323,100.0,30.28,32.82,643.48,2215,,,,,,
3714,RANDOM,2.1114,1400,0.239,64.86,19.16,35.09,526.59,26691,,,,,,
3715,BFD,3.9497,660,0.876,100.0,75.61,92.55,277.59,26298,,,,,,
3715,BNB,2630.6951,600,0.904,100.0,83.17,93.28,273.86,217644,93346.0,18451.0,50511.0,261035.0,5333422.0,5756765.0
3715,FFD,0.059,1400,0.38,100.0,35.65,38.79,653.15,1359,,,,,,
3715,RANDOM,1.1978,1400,0.296,75.68,26.33,44.92,614.06,19289,,,,,,
3716,BFD,3.6853,520,0.822,100.0,67.32,93.15,202.7,34590,,,,,,
3716,BNB,24559.4091,520,0.805,100.0,67.32,89.37,209.28,1412035,3108.0,484.0,294775.0,5335405.0,66150919.0,71784691.0
3716,FFD,0.0644,1385,0.271,100.0,25.28,29.39,641.84,1802,,,,,,
3716,RANDOM,0.1351,1394,0.291,100.0,25.11,38.79,587.06,1515,,,,,,
3717,BFD,4.1663,640,0.838,100.0,71.01,90.99,262.31,22650,,,,,,
3717,BNB,572.2603,610,0.841,100.0,74.5,89.53,265.89,31379,600.0,220.0,10548.0,110838.0,1406068.0,1528274.0
3717,FFD,0.0423,1400,0.342,100.0,32.46,36.42,662.41,941,,,,,,
3717,RANDOM,2.8688,1350,0.242,64.86,18.64,30.9,474.86,26315,,,,,,
3718,BFD,2.6745,560,0.873,100.0,73.96,95.64,229.43,25368,,,,,,
3718,BNB,3381.2291,560,0.864,100.0,73.96,91.85,232.98,198968,2944.0,245.0,38122.0,741795.0,7372104.0,8155210.0
3718,FFD,0.0619,1399,0.326,100.0,29.61,34.68,629.69,1267,,,,,,
3718,RANDOM,3.5663,762,0.237,48.65,18.31,32.57,268.71,38276,,,,,,
3719,BFD,3.7932,678,0.825,100.0,70.01,89.46,278.53,33054,,,,,,
3719,BNB,23168.603,550,0.931,100.0,86.31,95.11,253.47,1704958,497739.0,129467.0,649798.0,3033834.0,70138707.0,74449545.0
3719,FFD,0.1923,1390,0.376,100.0,34.15,39.83,625.02,4604,,,,,,
3719,RANDOM,1.098,1400,0.346,86.49,28.34,52.29,545.01,15487,,,,,,
3720,BFD,3.3805,600,0.843,100.0,73.62,89.62,256.49,24732,,,,,,
3720,BNB,1895.3422,534,0.9,100.0,82.72,94.93,243.39,114284,25043.0,3377.0,19010.0,295926.0,3310557.0,3653913.0
3720,FFD,0.0635,1395,0.348,100.0,31.66,36.44,628.38,1541,,,,,,
3720,RANDOM,4.1371,600,0.32,43.24,25.54,44.14,223.7,42290,,,,,,
3721,BFD,3.9322,575,0.878,100.0,77.66,93.77,250.0,35334,,,,,,
3721,BNB,13109.9658,550,0.902,100.0,81.19,94.59,244.33,782881,273065.0,48694.0,168189.0,1354530.0,22449257.0,24293735.0
3721,FFD,0.0759,1397,0.349,100.0,31.97,35.06,635.1,1676,,,,,,
3721,RANDOM,3.1991,890,0.253,54.05,21.09,38.01,356.38,34409,,,,,,
3722,BFD,2.82,460,0.872,100.0,71.76,94.2,180.48,31224,,,,,,
3722,BNB,941.6642,392,0.901,100.0,84.2,92.27,182.3,102777,39327.0,6692.0,15517.0,165481.0,2805494.0,3032511.0
3722,FFD,0.1546,1392,0.273,100.0,23.71,29.86,591.71,4598,,,,,,
3722,RANDOM,0.0818,1316,0.304,100.0,25.08,54.02,518.31,741,,,,,,
3723,BFD,2.9721,598,0.85,100.0,72.82,88.13,248.99,24582,,,,,,
3723,BNB,3558.5044,523,0.906,100.0,83.26,94.03,238.46,264949,91909.0,13792.0,41014.0,490212.0,6257122.0,6894049.0
3723,FFD,0.0904,1399,0.334,100.0,31.13,36.62,647.41,2503,,,,,,
3723,RANDOM,4.1652,784,0.226,45.95,17.64,30.9,281.77,40215,,,,,,
3724,BFD,3.7517,520,0.856,100.0,71.27,93.26,207.61,35760,,,,,,
3724,BNB,31789.8386,478,0.883,100.0,77.53,94.11,205.71,1760541,65064.0,16054.0,267943.0,6368596.0,86617430.0,93335087.0
3724,FFD,0.1123,1399,0.276,100.0,26.49,29.16,669.55,3242,,,,,,
3724,RANDOM,2.7804,672,0.341,62.16,27.52,37.04,255.75,28340,,,,,,
3725,BFD,3.5366,520,0.886,100.0,75.2,96.65,213.52,38148,,,,,,
3725,BNB,1994.985,455,0.947,100.0,85.94,97.47,204.45,124298,8439.0,1324.0,27975.0,420372.0,4591787.0,5049897.0
3725,FFD,0.0666,1395,0.305,100.0,28.03,32.3,635.07,1560,,,,,,
3725,RANDOM,1.7634,1375,0.229,67.57,17.5,47.35,476.73,24618,,,,,,
3726,BFD,4.0808,460,0.825,100.0,70.11,90.24,189.37,45864,,,,,,
3726,BNB,1138.6332,430,0.867,100.0,75.0,92.71,181.56,61000,591.0,76.0,12572.0,228088.0,3160348.0,3401675.0
3726,FFD,0.0832,1397,0.256,100.0,23.08,28.37,623.84,1983,,,,,,
3726,RANDOM,1.4312,960,0.31,81.08,23.76,50.03,333.31,14489,,,,,,
3727,BFD,3.0846,730,0.798,100.0,65.42,87.42,284.89,29640,,,,,,
3727,BNB,1408.8939,635,0.869,100.0,75.21,93.07,268.08,73267,6780.0,707.0,19281.0,236287.0,2978269.0,3241324.0
3727,FFD,0.0703,1395,0.366,100.0,34.24,37.31,650.09,1756,,,,,,
3727,RANDOM,2.2603,1400,0.243,59.46,19.97,36.16,547.58,31675,,,,,,
3728,BFD,2.9479,543,0.844,100.0,73.44,91.32,230.95,27924,,,,,,
3728,BNB,37050.3938,505,0.907,100.0,78.96,97.02,215.11,3083689,313257.0,52260.0,560598.0,9946518.0,131706759.0,142579392.0
